city,country,admin_name
Dolni Chiflik,Bulgaria,Varna
Mglin,Russia,Bryanskaya Oblast’
Hriňová,Slovakia,Banskobystrický
Ambalema,Colombia,Tolima
Bernardsville,United States,New Jersey
Hurbanovo,Slovakia,Nitriansky
Beni Oual Sehira,Morocco,Rabat-Salé-Kénitra
Caribou,United States,Maine
Tuttle,United States,Oklahoma
Sulzbach am Main,Germany,Bavaria
Uthumphon Phisai,Thailand,Sisaket
Velykyy Bereznyy,Ukraine,Zakarpats’ka Oblast’
Mhamid el Rhozlane,Morocco,Drâa-Tafilalet
Cavaria,Italy,Lombardy
Großkarolinenfeld,Germany,Bavaria
Renchen,Germany,Baden-Württemberg
Stolzenau,Germany,Lower Saxony
Hang Dong,Thailand,Chiang Mai
Bílovec,Czechia,Moravskoslezský Kraj
Palmyra,United States,New York
LaFayette,United States,Georgia
Romaniv,Ukraine,Zhytomyrs’ka Oblast’
Amerongen,Netherlands,Utrecht
Almas,Brazil,Tocantins
Jenbach,Austria,Tirol
Palmyra,United States,Pennsylvania
Strasswalchen,Austria,Salzburg
Castello di Godego,Italy,Veneto
Paulo Lopes,Brazil,Santa Catarina
Denham,United Kingdom,Buckinghamshire
Livonia,United States,New York
La Rambla,Spain,Andalusia
Castel Madama,Italy,Lazio
Ait Hammou,Morocco,Marrakech-Safi
Ipuaçu,Brazil,Santa Catarina
Joshua Tree,United States,California
Pakefield,United Kingdom,Suffolk
Passirano,Italy,Lombardy
Ras Kebdana,Morocco,Oriental
Burton Latimer,United Kingdom,Northamptonshire
Camerano,Italy,Marche
Grödig,Austria,Salzburg
São Pedro do Turvo,Brazil,São Paulo
Kotake,Japan,Fukuoka
Saint-Berthevin,France,Pays de la Loire
Aït Hadi,Morocco,Marrakech-Safi
Leola,United States,Pennsylvania
Dayton,United States,New Jersey
Plympton-Wyoming,Canada,Ontario
Central Huron,Canada,Ontario
Le Mesnil-Saint-Denis,France,Île-de-France
Inwood,United States,Florida
Nykarleby,Finland,Pohjanmaa
Inimutaba,Brazil,Minas Gerais
Petite-Rosselle,France,Grand Est
Umari,Brazil,Ceará
Plumas Lake,United States,California
Elorrio,Spain,Basque Country
Banchory,United Kingdom,Aberdeenshire
Füzesabony,Hungary,Heves
Florestal,Brazil,Minas Gerais
Kunhegyes,Hungary,Jász-Nagykun-Szolnok
Råde,Norway,Østfold
Barr,France,Grand Est
San Nicolás,Spain,Canary Islands
Nakata,Japan,Kagoshima
Gaillon,France,Normandie
Bad Sachsa,Germany,Lower Saxony
Hales Corners,United States,Wisconsin
Orbe,Switzerland,Vaud
Schaghticoke,United States,New York
Rigaud,Canada,Quebec
Hughson,United States,California
Kleinmond,South Africa,Western Cape
Scappoose,United States,Oregon
Perros-Guirec,France,Bretagne
Inami,Japan,Wakayama
Lawrence,United States,Pennsylvania
Urraween,Australia,Queensland
McCook,United States,Nebraska
East Fallowfield,United States,Pennsylvania
La Alianza,Honduras,Valle
Campofelice di Roccella,Italy,Sicilia
Brejinho,Brazil,Rio Grande do Norte
Dairago,Italy,Lombardy
Schutterwald,Germany,Baden-Württemberg
Sinzing,Germany,Bavaria
Moema,Brazil,Minas Gerais
Cormòns,Italy,Friuli-Venezia Giulia
Lago Vista,United States,Texas
Columbia Falls,United States,Montana
Khoshk Bījār,Iran,Gīlān
Curtici,Romania,Arad
Sant’Agata Bolognese,Italy,Emilia-Romagna
Dry Run,United States,Ohio
Granito,Brazil,Pernambuco
Rio d’Oeste,Brazil,Santa Catarina
Jackson,United States,California
Durach,Germany,Bavaria
Shiranuka,Japan,Hokkaidō
New Hanover,United States,New Jersey
Marshall,United States,Michigan
Rizal,Philippines,Quezon
Sa Bot,Thailand,Lop Buri
Kruhlaye,Belarus,Mahilyowskaya Voblasts’
Nettersheim,Germany,North Rhine-Westphalia
Lower Windsor,United States,Pennsylvania
Quatiguá,Brazil,Paraná
Meldorf,Germany,Schleswig-Holstein
Easton,United States,Connecticut
Market Deeping,United Kingdom,Lincolnshire
Saujon,France,Nouvelle-Aquitaine
Montrose,United States,Virginia
Llandudno Junction,United Kingdom,Conwy
Albertville,United States,Minnesota
Porters Neck,United States,North Carolina
Gold River,United States,California
Assis Brasil,Brazil,Acre
Sidi al Ghandour,Morocco,Rabat-Salé-Kénitra
Magnanville,France,Île-de-France
Mondim de Basto,Portugal,Vila Real
Anina,Romania,Caraş-Severin
Barão do Triunfo,Brazil,Rio Grande do Sul
Berlin,United States,New Jersey
Delafield,United States,Wisconsin
Loßburg,Germany,Baden-Württemberg
Néa Kallikráteia,Greece,Kentrikí Makedonía
Burkardroth,Germany,Bavaria
Dno,Russia,Pskovskaya Oblast’
Montecosaro,Italy,Marche
Mount Horeb,United States,Wisconsin
Big Stone Gap,United States,Virginia
Gonzales,United States,Texas
Royalton,United States,New York
Zanè,Italy,Veneto
Brecknock,United States,Pennsylvania
Pikeville,United States,Kentucky
Teteles de Avila Castillo,Mexico,Puebla
Fehring,Austria,Steiermark
Himberg,Austria,Niederösterreich
Chauray,France,Nouvelle-Aquitaine
Baurci,Moldova,Găgăuzia
Haddon Heights,United States,New Jersey
Page,United States,Arizona
Maripí,Colombia,Boyacá
Bindlach,Germany,Bavaria
Saint-André-de-la-Roche,France,Provence-Alpes-Côte d’Azur
Ortenburg,Germany,Bavaria
North Hanover,United States,New Jersey
Phu Kradueng,Thailand,Loei
La Ferté-Saint-Aubin,France,Centre-Val de Loire
Fairfax,United States,California
Dummerstorf,Germany,Mecklenburg-Western Pomerania
Abtsgmünd,Germany,Baden-Württemberg
Dumbrăveni,Romania,Sibiu
Königsee,Germany,Thuringia
Longpont-sur-Orge,France,Île-de-France
Albbruck,Germany,Baden-Württemberg
Zlatna,Romania,Alba
Drvar,Bosnia And Herzegovina,"Bosnia and Herzegovina, Federation of"
Corte,France,Corsica
Yreka,United States,California
Benton,United States,Illinois
Norwich,United States,New York
Peseux,Switzerland,Neuchâtel
Marengo,United States,Illinois
Louiseville,Canada,Quebec
Laje de Muriaé,Brazil,Rio de Janeiro
Douar Brarba,Morocco,Fès-Meknès
Felizburgo,Brazil,Minas Gerais
Slavkov u Brna,Czechia,Jihomoravský Kraj
Bad Goisern,Austria,Oberösterreich
Stonehouse,United Kingdom,South Lanarkshire
Fairlawn,United States,Ohio
Williamstown,United States,Massachusetts
Goioxim,Brazil,Paraná
Bischofswiesen,Germany,Bavaria
Robinson,United States,Illinois
São João Batista do Glória,Brazil,Minas Gerais
Pieve di Cento,Italy,Emilia-Romagna
El Centenario,Mexico,Baja California Sur
Bernolákovo,Slovakia,Bratislavský
Adassil,Morocco,Marrakech-Safi
Saintry-sur-Seine,France,Île-de-France
Crozon,France,Bretagne
Trombudo Central,Brazil,Santa Catarina
Tyrone,United States,Georgia
Chesterfield,United States,New Jersey
Castlemaine,Australia,Victoria
Chibougamau,Canada,Quebec
Alpercata,Brazil,Minas Gerais
Swaffham,United Kingdom,Norfolk
North Star,United States,Delaware
Nole,Italy,Piedmont
Purcell,United States,Oklahoma
Lowell,United States,Michigan
Lambsheim,Germany,Rhineland-Palatinate
Landen,United States,Ohio
San Isidro,Philippines,Surigao del Norte
Canicattini Bagni,Italy,Sicilia
Sparanise,Italy,Campania
Vohenstrauß,Germany,Bavaria
Tazoult,Morocco,Souss-Massa
Saint-Ismier,France,Auvergne-Rhône-Alpes
Miranda do Douro,Portugal,Bragança
Birkenfeld,Germany,Rhineland-Palatinate
Villarejo de Salvanés,Spain,Madrid
Curarrehue,Chile,Araucanía
Longiano,Italy,Emilia-Romagna
Maracajá,Brazil,Santa Catarina
Haslach im Kinzigtal,Germany,Baden-Württemberg
Dos Palos,United States,California
Saint-Juéry,France,Occitanie
Châteaubourg,France,Bretagne
Loreto Aprutino,Italy,Abruzzo
Vimperk,Czechia,Jihočeský Kraj
Šahy,Slovakia,Nitriansky
Valverde de la Virgen,Spain,Castille-Leon
Aylmer,Canada,Ontario
Irajuba,Brazil,Bahia
Louvroil,France,Hauts-de-France
Campo Belo do Sul,Brazil,Santa Catarina
Peqin,Albania,Elbasan
Tafetachte,Morocco,Marrakech-Safi
Park Street,United Kingdom,Hertfordshire
Oceano,United States,California
Kirgiz-Miyaki,Russia,Bashkortostan
Napajedla,Czechia,Zlínský Kraj
Fairfield,United States,New Jersey
Großmehring,Germany,Bavaria
Krasnokutsk,Ukraine,Kharkivs’ka Oblast’
Volta Mantovana,Italy,Lombardy
Nová Baňa,Slovakia,Banskobystrický
Piikkiö,Finland,Varsinais-Suomi
Asbach,Germany,Rhineland-Palatinate
Homberg,Germany,Hesse
Sappington,United States,Missouri
Maurice River,United States,New Jersey
Torregrotta,Italy,Sicilia
Serranópolis,Brazil,Goiás
Breña Alta,Spain,Canary Islands
Paimpol,France,Bretagne
Malchin,Germany,Mecklenburg-Western Pomerania
Blaxland,Australia,New South Wales
Killī,Syria,Idlib
Askawn,Morocco,Souss-Massa
Chōnan,Japan,Chiba
Bilisht,Albania,Korçë
São José da Barra,Brazil,Minas Gerais
Brugine,Italy,Veneto
Taznakht,Morocco,Drâa-Tafilalet
McCordsville,United States,Indiana
Librazhd,Albania,Elbasan
Sovetsk,Russia,Tul’skaya Oblast’
Le Péage-de-Roussillon,France,Auvergne-Rhône-Alpes
Jurançon,France,Nouvelle-Aquitaine
Silvis,United States,Illinois
Kampong Mata Mata,Brunei,Brunei and Muara
Bilton,United Kingdom,Warwickshire
Newport,United States,Arkansas
Anna Paulowna,Netherlands,Noord-Holland
Southwood Acres,United States,Connecticut
Friedrichroda,Germany,Thuringia
Mount Shasta,United States,California
San Marco Argentano,Italy,Calabria
Salair,Russia,Kemerovskaya Oblast’
Kirillov,Russia,Vologodskaya Oblast’
Buttapietra,Italy,Veneto
West Brandywine,United States,Pennsylvania
Ojai,United States,California
South Berwick,United States,Maine
Albuñol,Spain,Andalusia
Križ,Croatia,Zagrebačka Županija
Monticello,United States,New York
Lennox Head,Australia,New South Wales
Alstahaug,Norway,Nordland
Douar Oulad Boussaken,Morocco,Casablanca-Settat
Francisco León,Mexico,Chiapas
Guatapará,Brazil,São Paulo
Chã Preta,Brazil,Alagoas
Nisa,Portugal,Portalegre
Ra-ngae,Thailand,Narathiwat
Lahouarta,Morocco,Casablanca-Settat
Smithfield,United States,Pennsylvania
Delson,Canada,Quebec
Villa Hills,United States,Kentucky
South Heidelberg,United States,Pennsylvania
Radeburg,Germany,Saxony
Montblanch,Spain,Catalonia
St. Gabriel,United States,Louisiana
Píllaro,Ecuador,Tungurahua
San Emilio,Philippines,Ilocos Sur
Bidart,France,Nouvelle-Aquitaine
Almodôvar,Portugal,Beja
Tito,Italy,Basilicata
Lander,United States,Wyoming
Trstená,Slovakia,Žilinský
Palmer,United States,Alaska
Wabern,Germany,Hesse
Sheringham,United Kingdom,Norfolk
Itacajá,Brazil,Tocantins
Dock Junction,United States,Georgia
Otterndorf,Germany,Lower Saxony
Nădlac,Romania,Arad
Pelinia,Moldova,Rîşcani
Bomaderry,Australia,New South Wales
Poviglio,Italy,Emilia-Romagna
Thung Fon,Thailand,Udon Thani
Ten Boer,Netherlands,Groningen
Moravské Budějovice,Czechia,Vysočina
Sevenum,Netherlands,Limburg
Techirghiol,Romania,Constanţa
Amara,Romania,Ialomiţa
Kottmarsdorf,Germany,Saxony
Keystone Heights,United States,Florida
Balestrate,Italy,Sicilia
West Cocalico,United States,Pennsylvania
Haapajärvi,Finland,Pohjois-Pohjanmaa
Ceriano Laghetto,Italy,Lombardy
Benacazón,Spain,Andalusia
Lenti,Hungary,Zala
Begas,Spain,Catalonia
Braunton,United Kingdom,Devon
Tsarychanka,Ukraine,Dnipropetrovs’ka Oblast’
Altaneira,Brazil,Ceará
Bain-de-Bretagne,France,Bretagne
Legden,Germany,North Rhine-Westphalia
Sidi ’Allal al Mçader,Morocco,Rabat-Salé-Kénitra
Pordic,France,Bretagne
Douar Tassift,Morocco,Tanger-Tétouan-Al Hoceïma
Gundelsheim,Germany,Baden-Württemberg
Carhaix-Plouguer,France,Bretagne
Erlenbach,Switzerland,Zürich
White Oak,United States,Pennsylvania
Rockton,United States,Illinois
Tha Ruea,Thailand,Phra Nakhon Si Ayutthaya
Cheadle,United Kingdom,Stockport
Treuenbrietzen,Germany,Brandenburg
Yūbari,Japan,Hokkaidō
Gedern,Germany,Hesse
Markelo,Netherlands,Overijssel
Nyergesújfalu,Hungary,Komárom-Esztergom
Lagnieu,France,Auvergne-Rhône-Alpes
Geisenhausen,Germany,Bavaria
Holdorf,Germany,Lower Saxony
Rhoose,United Kingdom,"Vale of Glamorgan, The"
Ashland,United States,Pennsylvania
Muribeca,Brazil,Sergipe
Eibenstock,Germany,Saxony
Bernkastel-Kues,Germany,Rhineland-Palatinate
Bellegarde,France,Occitanie
Arconate,Italy,Lombardy
Malmyzh,Russia,Kirovskaya Oblast’
Leipheim,Germany,Bavaria
Wingerworth,United Kingdom,Derbyshire
Florence,United States,Colorado
Coracora,Peru,Ayacucho
Sissach,Switzerland,Basel-Landschaft
Old Town,United States,Maine
Edgerton,United States,Wisconsin
Lautern,Germany,Hesse
New London,United States,Wisconsin
Kuchl,Austria,Salzburg
Shibecha,Japan,Hokkaidō
Audun-le-Tiche,France,Grand Est
Altendorf,Switzerland,Schwyz
Talayuela,Spain,Extremadura
Stratham,United States,New Hampshire
Kingswood,United Kingdom,Surrey
Saint-Étienne-de-Montluc,France,Pays de la Loire
Oulad Cherki,Morocco,Marrakech-Safi
Isyangulovo,Russia,Bashkortostan
Emlichheim,Germany,Lower Saxony
Pfaffenhofen an der Roth,Germany,Bavaria
Waldstetten,Germany,Baden-Württemberg
Oued El Makhazine,Morocco,Rabat-Salé-Kénitra
Shenfield,United Kingdom,Essex
Kimberley,Canada,British Columbia
Český Brod,Czechia,Středočeský Kraj
Rufina,Italy,Tuscany
Kargasok,Russia,Tomskaya Oblast’
Weikersheim,Germany,Baden-Württemberg
Laguna Carapã,Brazil,Mato Grosso do Sul
Mutlangen,Germany,Baden-Württemberg
North Bend,United States,Washington
Norg,Netherlands,Drenthe
Shenstone,United Kingdom,Staffordshire
Soave,Italy,Veneto
Hiawatha,United States,Iowa
Mansôa,Guinea-Bissau,Oio
Sennori,Italy,Sardegna
Collado Mediano,Spain,Madrid
Hubbard,United States,Ohio
River Rouge,United States,Michigan
Joviânia,Brazil,Goiás
Kaplice,Czechia,Jihočeský Kraj
Sandwich,United States,Illinois
Oebisfelde,Germany,Saxony-Anhalt
Maripipi,Philippines,Biliran
Belen,United States,New Mexico
Kalsdorf bei Graz,Austria,Steiermark
Marion,United States,Virginia
Inverness,United States,Florida
Waitara,New Zealand,Taranaki
Elassóna,Greece,Thessalía
Great Bookham,United Kingdom,Surrey
Cotati,United States,California
Wauseon,United States,Ohio
Soltvadkert,Hungary,Bács-Kiskun
Beauvechain,Belgium,Wallonia
Cranves-Sales,France,Auvergne-Rhône-Alpes
Atherton,Australia,Queensland
Ouro,Brazil,Santa Catarina
Inconfidentes,Brazil,Minas Gerais
Paulo Frontin,Brazil,Paraná
Victoria,Romania,Braşov
Cercedilla,Spain,Madrid
Mills River,United States,North Carolina
Salete,Brazil,Santa Catarina
Untermeitingen,Germany,Bavaria
Calverton,United Kingdom,Nottinghamshire
Saranac Lake,United States,New York
Rzhyshchiv,Ukraine,Kyyivs’ka Oblast’
Sanibel,United States,Florida
Bou Iferda,Morocco,Béni Mellal-Khénifra
Torrita di Siena,Italy,Tuscany
Teyá,Spain,Catalonia
Auvers-sur-Oise,France,Île-de-France
Mezhova,Ukraine,Dnipropetrovs’ka Oblast’
Farmington,United States,Arkansas
Suonenjoki,Finland,Pohjois-Savo
Blandford-Blenheim,Canada,Ontario
Simacota,Colombia,Santander
Santa Terezinha,Brazil,Mato Grosso
Soldotna,United States,Alaska
Simitli,Bulgaria,Blagoevgrad
Pirdop,Bulgaria,Sofia
Trimbach,Switzerland,Solothurn
Dévaványa,Hungary,Békés
Andorra,Spain,Aragon
Port Jefferson Station,United States,New York
Monsenhor Hipólito,Brazil,Piauí
Old Lyme,United States,Connecticut
Bayham,Canada,Ontario
Ivolginsk,Russia,Buryatiya
Tain-l’Hermitage,France,Auvergne-Rhône-Alpes
Reiden,Switzerland,Luzern
Greenville,United States,Alabama
Pătârlagele,Romania,Buzău
Loos-en-Gohelle,France,Hauts-de-France
Murr,Germany,Baden-Württemberg
West Concord,United States,Massachusetts
New Bremen,United States,Ohio
Bétheny,France,Grand Est
Neugersdorf,Germany,Saxony
Mittenwald,Germany,Bavaria
Lignano Sabbiadoro,Italy,Friuli-Venezia Giulia
Buchrain,Switzerland,Luzern
Mentor-on-the-Lake,United States,Ohio
Saint-Christol-lez-Alès,France,Occitanie
Aiquile,Bolivia,Cochabamba
Villa del Río,Spain,Andalusia
Waterloo,United States,New York
East Marlborough,United States,Pennsylvania
Arbaa Ayacha,Morocco,Tanger-Tétouan-Al Hoceïma
Ancient Oaks,United States,Pennsylvania
Tuncurry,Australia,New South Wales
Farr West,United States,Utah
Odry,Czechia,Moravskoslezský Kraj
Morteau,France,Bourgogne-Franche-Comté
Syanno,Belarus,Vitsyebskaya Voblasts’
Homun,Mexico,Yucatán
Livramento,Brazil,Paraíba
South Apopka,United States,Florida
Pembroke,United States,North Carolina
Komījān,Iran,Markazī
Nobitz,Germany,Thuringia
Robeson,United States,Pennsylvania
Upper Deerfield,United States,New Jersey
Bujalance,Spain,Andalusia
Militello in Val di Catania,Italy,Sicilia
Ibirarema,Brazil,São Paulo
Grömitz,Germany,Schleswig-Holstein
Tornaľa,Slovakia,Banskobystrický
Reyes,Bolivia,El Beni
Sericita,Brazil,Minas Gerais
Canóvanas,Puerto Rico,Puerto Rico
Providence Village,United States,Texas
Buchs,Switzerland,Zürich
Esashi,Japan,Hokkaidō
Murg,Germany,Baden-Württemberg
Cazorla,Spain,Andalusia
Inverness,United States,Illinois
Le Roy,United States,New York
Gypsum,United States,Colorado
Clarkston,United States,Washington
Segré,France,Pays de la Loire
Arraiolos,Portugal,Évora
Bruzual,Venezuela,Apure
Canova,Italy,Lombardy
Tolleson,United States,Arizona
Gröditz,Germany,Brandenburg
Luserna San Giovanni,Italy,Piedmont
Carinola,Italy,Campania
New Roads,United States,Louisiana
San Diego de Alejandría,Mexico,Jalisco
Fabrègues,France,Occitanie
Ponchatoula,United States,Louisiana
La Concordia,Nicaragua,Jinotega
Strathalbyn,Australia,South Australia
Mapimí,Mexico,Durango
Slivnitsa,Bulgaria,Sofia
Poiares,Portugal,Coimbra
Camp Pendleton North,United States,California
Santa Marta de Penaguião,Portugal,Vila Real
Antônio Olinto,Brazil,Paraná
Humberston,United Kingdom,North East Lincolnshire
Roggiano Gravina,Italy,Calabria
Smithville,United States,New Jersey
East Pikeland,United States,Pennsylvania
Eden Isle,United States,Louisiana
Ban Chan,Thailand,Udon Thani
Bannockburn,United Kingdom,Stirling
Wolkersdorf im Weinviertel,Austria,Niederösterreich
Pomona,United States,New Jersey
Uyskoye,Russia,Chelyabinskaya Oblast’
Pontevico,Italy,Lombardy
Houston,United Kingdom,Renfrewshire
Cabeceiras,Brazil,Goiás
Nazarèzinho,Brazil,Paraíba
Itagimirim,Brazil,Bahia
Stegaurach,Germany,Bavaria
Itaju do Colônia,Brazil,Bahia
Derio,Spain,Basque Country
Charles City,United States,Iowa
Dettelbach,Germany,Bavaria
Herne,United Kingdom,Kent
Ulmeni,Romania,Maramureş
Longueau,France,Hauts-de-France
Villemandeur,France,Centre-Val de Loire
Paraíso do Sul,Brazil,Rio Grande do Sul
Bourbourg,France,Hauts-de-France
Turceni,Romania,Gorj
Nakhon Luang,Thailand,Phra Nakhon Si Ayutthaya
Pedro Muñoz,Spain,Castille-La Mancha
Rednitzhembach,Germany,Bavaria
Passo do Sertão,Brazil,Santa Catarina
Harjavalta,Finland,Satakunta
Allensbach,Germany,Baden-Württemberg
Stanwood,United States,Washington
Si Chiang Mai,Thailand,Nong Khai
Noventa di Piave,Italy,Veneto
Augusta,Canada,Ontario
Hampden,United States,Maine
St. Rose,United States,Louisiana
Saint-Pierre,France,Auvergne-Rhône-Alpes
St. Joseph,United States,Minnesota
Borova,Ukraine,Kyyivs’ka Oblast’
Caiçara,Brazil,Paraíba
Abersychan,United Kingdom,Torfaen
San Fior di Sopra,Italy,Veneto
Lallaing,France,Hauts-de-France
Arechavaleta,Spain,Basque Country
Sergeevka,Kazakhstan,Soltüstik Qazaqstan
Crumlin,United Kingdom,Caerphilly
Hudsonville,United States,Michigan
Saint-Julien-de-Concelles,France,Pays de la Loire
Chemillé,France,Pays de la Loire
Ebern,Germany,Saarland
Indaiabira,Brazil,Minas Gerais
San Antonino Monteverde,Mexico,Oaxaca
Claygate,United Kingdom,Surrey
Tall Tamr,Syria,Al Ḩasakah
Spring Hill,United States,Kansas
Philadelphia,United States,Mississippi
Chalástra,Greece,Kentrikí Makedonía
Monteirópolis,Brazil,Alagoas
Bellbrook,United States,Ohio
Mexia,United States,Texas
Frankfort,United States,New York
Kenwood,United States,Ohio
Middleborough Center,United States,Massachusetts
Montoir-de-Bretagne,France,Pays de la Loire
Iwye,Belarus,Hrodzyenskaya Voblasts’
Mantua,United States,Virginia
Zbąszyń,Poland,Wielkopolskie
Portalegre,Brazil,Rio Grande do Norte
Mourenx,France,Nouvelle-Aquitaine
Makawao,United States,Hawaii
Frankstown,United States,Pennsylvania
Seymour,Australia,Victoria
Gibsonville,United States,North Carolina
Parsberg,Germany,Bavaria
Elzach,Germany,Baden-Württemberg
Dade City,United States,Florida
Fresia,Chile,Los Lagos
Duba-Yurt,Russia,Chechnya
Cuincy,France,Hauts-de-France
Caraá,Brazil,Rio Grande do Sul
Nortorf,Germany,Schleswig-Holstein
La Gaude,France,Provence-Alpes-Côte d’Azur
Puslinch,Canada,Ontario
Scheßlitz,Germany,Bavaria
Forte dei Marmi,Italy,Tuscany
Middlesex,United States,Pennsylvania
Red Chute,United States,Louisiana
Yssingeaux,France,Auvergne-Rhône-Alpes
Pogoanele,Romania,Buzău
Lávrio,Greece,Attikí
Village St. George,United States,Louisiana
Winooski,United States,Vermont
Alvaiázere,Portugal,Leiria
Morciano di Romagna,Italy,Emilia-Romagna
Rudno,Ukraine,L’vivs’ka Oblast’
Belém do Brejo do Cruz,Brazil,Paraíba
Whaley Bridge,United Kingdom,Derbyshire
Kuklen,Bulgaria,Plovdiv
Bourg-Saint-Andéol,France,Auvergne-Rhône-Alpes
Wriezen,Germany,Brandenburg
Matuguinao,Philippines,Samar
Maxatawny,United States,Pennsylvania
Zapotitlán,Mexico,Puebla
Coeymans,United States,New York
Manciano,Italy,Tuscany
Sturry,United Kingdom,Kent
Rabaul,Papua New Guinea,East New Britain
Nazaré do Piauí,Brazil,Piauí
Přeštice,Czechia,Plzeňský Kraj
Campo Largo,Brazil,Piauí
Emmering,Germany,Bavaria
Santa Luzia do Norte,Brazil,Alagoas
Valley Center,United States,Kansas
Tyrvää,Finland,Pirkanmaa
Castiglione della Pescaia,Italy,Tuscany
Luisiana,Brazil,Paraná
Vila Nova da Barquinha,Portugal,Santarém
Menziken,Switzerland,Aargau
Cannington,Australia,Western Australia
Enkenbach-Alsenborn,Germany,Rhineland-Palatinate
Santo Domingo de Guzmán,El Salvador,Sonsonate
Umatilla,United States,Oregon
Cehu Silvaniei,Romania,Sălaj
Oak Grove,United States,Kentucky
Strasburg,United States,Virginia
Wauchope,Australia,New South Wales
Vanrhynsdorp,South Africa,Western Cape
Geneva,United States,Ohio
Klichaw,Belarus,Mahilyowskaya Voblasts’
Menucourt,France,Île-de-France
Namborn,Germany,Saarland
Bardowick,Germany,Lower Saxony
Immenhausen,Germany,Hesse
Gau-Algesheim,Germany,Rhineland-Palatinate
Whiteville,United States,North Carolina
Novolakskoye,Russia,Dagestan
Derry,United States,Pennsylvania
Whitchurch,United Kingdom,Hampshire
Freyung,Germany,Bavaria
Manuel Viana,Brazil,Rio Grande do Sul
Vila Nova de Foz Côa,Portugal,Guarda
University of California-Davis,United States,California
Belmont,United States,New Hampshire
Sérignan,France,Occitanie
Nailsworth,United Kingdom,Gloucestershire
Soatá,Colombia,Boyacá
Farnham Royal,United Kingdom,Buckinghamshire
Ephraim,United States,Utah
Buffalo,United States,Pennsylvania
Campagna Lupia,Italy,Veneto
Karpenísi,Greece,Stereá Elláda
Santo Antônio do Retiro,Brazil,Minas Gerais
Čavle,Croatia,Primorsko-Goranska Županija
Ruddington,United Kingdom,Nottinghamshire
Heringen,Germany,Hesse
Lochbuie,United States,Colorado
North Springfield,United States,Virginia
Faringdon,United Kingdom,Oxfordshire
Torreperogil,Spain,Andalusia
Téteghem,France,Hauts-de-France
Pfalzgrafenweiler,Germany,Baden-Württemberg
Dačice,Czechia,Jihočeský Kraj
Rosales,Mexico,Chihuahua
Briton Ferry,United Kingdom,Neath Port Talbot
Lakhdenpokhya,Russia,Kareliya
Soultz-Haut-Rhin,France,Grand Est
Uddingston,United Kingdom,South Lanarkshire
Longboat Key,United States,Florida
Saint-Bonnet-de-Mure,France,Auvergne-Rhône-Alpes
Taga,Japan,Shiga
Tséri,Cyprus,Lefkosía
Buena Vista,United States,New Jersey
Dahlonega,United States,Georgia
Cavezzo,Italy,Emilia-Romagna
Bourg-Saint-Maurice,France,Auvergne-Rhône-Alpes
Montecassiano,Italy,Marche
Nebraska City,United States,Nebraska
Cordignano,Italy,Veneto
Hiraizumi,Japan,Iwate
Lymanske,Ukraine,Odes’ka Oblast’
Königsbronn,Germany,Baden-Württemberg
Hardeeville,United States,South Carolina
Connellsville,United States,Pennsylvania
Novafeltria,Italy,Marche
Torrington,United States,Wyoming
Castro Verde,Portugal,Beja
Cassis,France,Provence-Alpes-Côte d’Azur
Quesnoy-sur-Deûle,France,Hauts-de-France
Helensburgh,Australia,New South Wales
New Cumberland,United States,Pennsylvania
Putzbrunn,Germany,Bavaria
Nýřany,Czechia,Plzeňský Kraj
Saint-Macaire-en-Mauges,France,Pays de la Loire
Pompey,United States,New York
Pinehurst,United States,Massachusetts
Altofts,United Kingdom,Wakefield
Cristalândia,Brazil,Tocantins
Huron,United States,California
Beauport,Canada,Quebec
Petropavlovka,Russia,Buryatiya
Yass,Australia,New South Wales
Quiliano,Italy,Liguria
Alta Sierra,United States,California
Hitzendorf,Austria,Steiermark
Mértola,Portugal,Beja
Wagenfeld,Germany,Lower Saxony
Terras de Bouro,Portugal,Braga
Northridge,United States,Ohio
Moab,United States,Utah
Głuszyca,Poland,Dolnośląskie
Ajuricaba,Brazil,Rio Grande do Sul
Arpino,Italy,Lazio
Wildwood,United States,Florida
New Sewickley,United States,Pennsylvania
Nuporanga,Brazil,São Paulo
Baywood,United States,New York
Cupcini,Moldova,Edineţ
Destêrro de Entre Rios,Brazil,Minas Gerais
Soběslav,Czechia,Jihočeský Kraj
Cotgrave,United Kingdom,Nottinghamshire
Northport,United States,New York
Ralston,United States,Nebraska
Santana da Vargem,Brazil,Minas Gerais
Sędziszów Małopolski,Poland,Podkarpackie
Bardolino,Italy,Veneto
Finestrat,Spain,Valencia
Tăuţii Măgheruş,Romania,Maramureş
Madison,United States,South Dakota
Tanglewilde,United States,Washington
Lengenfeld,Germany,Saxony
Salles,France,Nouvelle-Aquitaine
Montelabbate,Italy,Marche
Ormond-by-the-Sea,United States,Florida
Wawayanda,United States,New York
Jaraguari,Brazil,Mato Grosso do Sul
Delphos,United States,Ohio
Stevensville,United States,Maryland
Lihue,United States,Hawaii
Gatton,Australia,Queensland
North Berwick,United Kingdom,East Lothian
Hasparren,France,Nouvelle-Aquitaine
Murillo,United States,Texas
Uznach,Switzerland,Sankt Gallen
Frielendorf,Germany,Hesse
Wißmar,Germany,Hesse
Hinte,Germany,Lower Saxony
Cernobbio,Italy,Lombardy
St. Louis,United States,Michigan
