vendor_no,vendor_name,vendor_city,country,region,order_no,order_date,delivery_no,promised_date,delivery_date,days_variance,otd_ld
K00018,Germania-Werk,Berlin,"United States","North America",EB21/0051,2021-01-14,27901267,2021-10-06,2021-09-06,-83,"Late Delivery"
K02699,"Ahlberg Metalltechnik GmbH",Berlin,"United States","North America",EB21/1413,2021-02-17,KU00322240,2021-09-06,2021-08-06,31,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1347,2021-01-15,27601528,2021-04-06,2021-03-06,31,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1070,2021-04-14,KU00022235,2021-05-18,2021-05-17,0,"On-Time Delivery"
K01282,"NOVAPAX - Kunststofftechnik",Berlin,"United States","North America",EB21/1440,2021-05-05,M20020270,2021-12-05,2021-11-05,30,"On-Time Delivery"
K03230,"FSD Lwerk Berlin Brandenburg",Berlin,"United States","North America",EB21/1207,2021-01-20,KU00034994,2021-12-05,2021-11-05,30,"On-Time Delivery"
K04876,"Albis Distribution GmbH & Co. KG",Berlin,"United States","North America",EB21/0914,2021-04-16,M20020104,2021-10-05,2021-06-05,122,"On-Time Delivery"
K02699,"Ahlberg Metalltechnik GmbH",Berlin,"United States","North America",EB21/0190,2021-01-13,24000007,2021-07-05,2021-06-05,-31,"Late Delivery"
K02699,"Ahlberg Metalltechnik GmbH",Berlin,"United States","North America",EB21/0190,2021-01-13,24000001,2021-07-05,2021-06-05,-31,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1054,2021-04-16,27602408,2021-07-05,2021-06-05,30,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1156,2021-04-19,KP0064C108,2021-07-05,2021-06-05,30,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/0534,2021-02-18,17000186,2021-04-19,2021-04-18,1,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/0873,2021-02-04,KS00520711-1,2021-04-16,2021-04-15,1,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/0874,2021-02-04,KS00525009-1,2021-04-16,2021-04-15,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0810,2021-03-19,27601531,2021-04-14,2021-04-13,3,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/2109,2020-09-18,18034906,2021-04-14,2021-04-13,3,"On-Time Delivery"
K00011,"SCHERDEL Berlin GmbH & Co. KG",Berlin,"United States","North America",EB21/0533,2021-02-03,17000183,2021-09-04,2021-08-04,-113,"Late Delivery"
K00011,"SCHERDEL Berlin GmbH & Co. KG",Berlin,"United States","North America",EB21/0360,2021-04-02,17000183,2021-09-04,2021-08-04,31,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0647,2021-02-03,17200132,2021-07-04,2021-06-04,30,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0489,2021-02-17,38000465,2021-03-19,2021-03-18,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0460,2021-03-03,ABB0038943,2021-03-17,2021-03-16,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0421,2021-03-03,38001158,2021-03-17,2021-03-16,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0054,2021-01-14,38001147,2021-10-02,2021-09-02,91,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/2505,2020-10-12,17200125,2021-01-15,2021-01-14,-1,"Late Delivery"
K00016,Höttges,Berlin,"United States","North America",EB20/2190,2020-05-11,40063526,2021-01-13,2021-12-01,-320,"Late Delivery"
K00016,Höttges,Berlin,"United States","North America",EB20/2190,2020-05-11,40063527,2021-01-13,2021-12-01,-320,"Late Delivery"
K00016,Höttges,Berlin,"United States","North America",EB20/2190,2020-05-11,40063529,2021-01-13,2021-12-01,-320,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/2356,2020-09-12,KU00022240-1,2021-01-13,2021-12-01,-322,"Late Delivery"
K02699,"Ahlberg Metalltechnik GmbH",Berlin,"United States","North America",EB20/2119,2020-02-11,17200124,2020-09-12,2020-08-12,31,"On-Time Delivery"
K02440,"B. Grauel GmbH",Berlin,"United States","North America",EB20/1630,2020-08-09,00986648,2020-09-14,2020-09-13,5,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB20/1282,2020-07-17,00345655,2020-12-08,2020-11-08,30,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB20/1282,2020-07-17,00345677,2020-12-08,2020-11-08,30,"On-Time Delivery"
K04374,"Dr. Kieburg GmbH",Berlin,"United States","North America",EB20/0705,2020-07-05,KP0064B323,2020-05-13,2020-12-05,424,"On-Time Delivery"
K04374,"Dr. Kieburg GmbH",Berlin,"United States","North America",EB20/0705,2020-04-17,KP0064B321,2020-05-13,2020-12-05,424,"On-Time Delivery"
K00016,Höttges,Berlin,"United States","North America",EB20/0803,2020-03-04,40063527,2020-07-05,2020-06-05,-21,"Late Delivery"
K00016,Höttges,Berlin,"United States","North America",EB20/0803,2020-03-04,40063526,2020-07-05,2020-06-05,-21,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0739,2020-03-13,KU00022240-1,2020-04-20,2020-04-19,-2,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0607,2020-01-04,27601088,2020-04-15,2020-04-14,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0733,2020-03-04,KP0100M659,2020-08-04,2020-07-04,62,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0733,2020-03-04,KP0026M935,2020-08-04,2020-07-04,-30,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0733,2020-03-04,KP0064C108,2020-08-04,2020-07-04,62,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0569,2020-02-03,00451187,2020-06-04,2020-05-04,-61,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0383,2020-02-19,28000916,2020-04-03,2020-03-03,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001110,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001109,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001108,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001107,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001106,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001105,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001104,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001103,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001102,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001101,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-05-02,KP00001098,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-05-02,KP00001097,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001096,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB19/0294,2020-06-01,18004656,2020-11-02,2020-09-02,30,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB19/1921,2020-06-01,28035555,2020-11-02,2020-09-02,30,"On-Time Delivery"
K00016,Höttges,Berlin,"United States","North America",EB19/3738,2019-03-12,KU00057378,2020-04-02,2020-02-02,-16,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0026,2020-01-20,90082808,2020-04-02,2020-02-02,29,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB19/3776,2019-09-12,27602463,2020-01-17,2020-01-16,748,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB19/3806,2019-12-17,90082951,2020-01-17,2020-01-16,-3,"Late Delivery"
K00623,"Brenntag GmbH",Berlin,"United States","North America",EB19/3820,2019-12-12,00980239,2020-01-17,2020-01-16,259,"On-Time Delivery"
K00295,"ALBIS Plastic GmbH",Berlin,"United States","North America",EB19/2287,2019-08-07,HDE0953402,2020-01-15,2020-01-14,261,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB19/3704,2019-03-12,KU00024748-4,2020-10-01,2020-09-01,-31,"Late Delivery"
K01401,"TransPak GmbH",Berlin,"United States","North America",EB19/3940,2019-12-19,KU00080860,2020-07-01,2020-06-01,122,"On-Time Delivery"
K02733,Progress-Werk,Oberkirch,Germany,Germany,EB21/2037,2021-09-07,KS00525704,2021-10-11,2021-09-11,91,"On-Time Delivery"
K02733,Progress-Werk,Oberkirch,Germany,Germany,EB21/2038,2021-07-16,KS00526714,2021-09-09,2021-08-09,61,"On-Time Delivery"
K02786,"DS Smith Packaging",Donauwörth,Germany,Germany,EB21/3017,2021-11-10,17000404,2022-01-14,2022-01-13,5,"On-Time Delivery"
K02747,"PRETTL GmbH",Pfullingen,Germany,Germany,EB21/3192,2021-03-09,HDE0611700,2021-11-15,2021-11-14,2,"On-Time Delivery"
K02747,"PRETTL GmbH",Pfullingen,Germany,Germany,EB20/1135,2020-02-06,HDE0H20006,2020-07-14,2020-07-13,1,"On-Time Delivery"
K03545,"Püplichhuisen Kabeltechnik GmbH",Sömmerda,Germany,Germany,EB21/1768,2021-06-14,17200142,2022-01-21,2022-01-20,162,"On-Time Delivery"
K03545,"Püplichhuisen Kabeltechnik GmbH",Sömmerda,Germany,Germany,EB21/1768,2021-06-14,17200142,2021-10-12,2021-09-12,30,"On-Time Delivery"
K03545,"Püplichhuisen Kabeltechnik GmbH",Sömmerda,Germany,Germany,EB21/0672,2021-04-03,17200142,2021-06-04,2021-05-04,31,"On-Time Delivery"
K03545,"Püplichhuisen Kabeltechnik Gmb",Sömmerda,Germany,Germany,EB20/1612,2020-08-09,17200142,2020-09-10,2020-08-10,67,"On-Time Delivery"
K03545,"Püplichhuisen Kabeltechnik Gmb",Sömmerda,Germany,Germany,EB19/3896,2019-12-16,17200142,2020-06-02,2020-05-02,61,"On-Time Delivery"
K03665,"INTEG GmbH","Bad Driburg",Germany,Germany,EB21/2949,2021-01-10,18200837,2021-10-12,2021-09-12,30,"On-Time Delivery"
K03665,"INTEG GmbH","Bad Driburg",Germany,Germany,EB21/2274,2021-04-08,18200831,2021-10-14,2021-10-13,1,"On-Time Delivery"
K03665,"INTEG GmbH","Bad Driburg",Germany,Germany,EB21/1142,2020-03-08,18200833,2021-12-07,2021-11-07,30,"On-Time Delivery"
K03665,"INTEG GmbH","Bad Driburg",Germany,Germany,EB21/1489,2020-03-08,18200831,2021-12-07,2021-11-07,30,"On-Time Delivery"
K03665,"INTEG GmbH","Bad Driburg",Germany,Germany,EB21/1107,2021-04-13,18200833,2021-06-17,2021-06-16,2,"On-Time Delivery"
K03665,"INTEG GmbH","Bad Driburg",Germany,Germany,EB21/1106,2021-04-13,18200831,2021-11-06,2021-10-06,31,"On-Time Delivery"
K03665,"INTEG GmbH","Bad Driburg",Germany,Germany,EB20/2299,2020-11-18,18200835,2021-01-15,2021-01-14,4,"On-Time Delivery"
K03665,"INTEG GmbH","Bad Driburg",Germany,Germany,EB20/2473,2020-08-12,18200833,2021-01-15,2021-01-14,4,"On-Time Delivery"
K03665,"INTEG GmbH","Bad Driburg",Germany,Germany,EB20/2430,2020-07-12,18200831,2021-01-15,2021-01-14,4,"On-Time Delivery"
K03665,"INTEG GmbH","Bad Driburg",Germany,Germany,EB20/0411,2020-02-14,18200837,2020-09-06,2020-08-06,122,"On-Time Delivery"
K03665,"INTEG GmbH","Bad Driburg",Germany,Germany,EB20/0786,2020-01-04,18200832,2020-05-14,2020-05-13,2,"On-Time Delivery"
K03665,"INTEG GmbH","Bad Driburg",Germany,Germany,EB20/0596,2019-02-05,18200833,2020-04-14,2020-04-13,144,"On-Time Delivery"
K03665,"INTEG GmbH","Bad Driburg",Germany,Germany,EB20/0405,2020-02-17,18200833,2020-03-13,2020-12-03,-265,"Late Delivery"
K04661,"F. & W. Schmidt oHG",Renningen,Germany,Germany,EB20/1258,2020-02-07,HDE0446705,2020-07-16,2020-07-15,1,"On-Time Delivery"
K04661,"F. & W. Schmidt oHG",Renningen,Germany,Germany,EB20/0768,2020-03-13,WB00000058,2020-06-04,2020-05-04,639,"On-Time Delivery"
K04660,"Horst Scholz GmbH & Co. KG",Kronach,Germany,Germany,EB21/1799,2021-01-07,HDE0H22012,2021-10-11,2021-09-11,61,"On-Time Delivery"
K04660,"Horst Scholz GmbH & Co. KG",Kronach,Germany,Germany,EB21/1799,2021-06-18,HDE0H22012,2021-10-11,2021-09-11,61,"On-Time Delivery"
K04660,"Horst Scholz GmbH & Co. KG",Kronach,Germany,Germany,EB21/1800,2021-06-16,HDE0H22013,2021-10-11,2021-09-11,61,"On-Time Delivery"
K04660,"Horst Scholz GmbH & Co. KG",Kronach,Germany,Germany,EB21/1132,2021-04-14,HDE0H22013,2021-10-14,2021-10-13,1,"On-Time Delivery"
K04660,"Horst Scholz GmbH & Co. KG",Kronach,Germany,Germany,EB21/0626,2021-01-03,HDE0H06007,2021-03-06,2021-02-06,59,"On-Time Delivery"
K04660,"Horst Scholz GmbH & Co. KG",Kronach,Germany,Germany,EB20/2247,2020-12-11,HDE0H22013,2021-03-18,2021-03-17,2,"On-Time Delivery"
K04660,"Horst Scholz GmbH & Co. KG",Kronach,Germany,Germany,EB20/2179,2020-05-11,HDE0H22013,2021-12-02,2021-11-02,30,"On-Time Delivery"
K04660,"Horst Scholz GmbH & Co. KG",Kronach,Germany,Germany,EB20/1879,2020-02-10,HDE0H22012,2021-01-18,2021-01-17,-2,"Late Delivery"
K04660,"Horst Scholz GmbH & Co. KG",Kronach,Germany,Germany,EB20/2179,2020-10-12,HDE0H22013,2021-11-01,2021-10-01,31,"On-Time Delivery"
K04660,"Horst Scholz GmbH & Co. KG",Kronach,Germany,Germany,EB20/1880,2020-02-10,HDE0H22013,2020-08-12,2020-07-12,0,"On-Time Delivery"
K04660,"Horst Scholz GmbH & Co. KG",Kronach,Germany,Germany,EB20/1227,2020-09-09,HDE0H06006,2020-09-14,2020-09-13,1,"On-Time Delivery"
K04660,"Horst Scholz GmbH & Co. KG",Kronach,Germany,Germany,EB19/2636,2019-12-08,HDE0H06006,2020-07-01,2020-06-01,-92,"Late Delivery"
K04660,"Horst Scholz GmbH & Co. KG",Kronach,Germany,Germany,EB19/2636,2019-12-08,HDE0H06007,2020-07-01,2020-06-01,-92,"Late Delivery"
K03068,"Müller Präzision GmbH",Cham,Germany,Germany,EB21/1775,2021-06-14,17200130,2021-11-10,2021-10-10,5,"On-Time Delivery"
K03068,"Müller Präzision GmbH",Cham,Germany,Germany,EB21/1777,2021-06-14,17200135,2021-09-14,2021-09-13,4,"On-Time Delivery"
K03068,"Müller Präzision GmbH",Cham,Germany,Germany,EB21/1774,2021-06-14,17200130,2021-12-07,2021-11-07,-114,"Late Delivery"
K03068,"Müller Präzision GmbH",Cham,Germany,Germany,EB20/2440,2020-07-12,17200130,2021-02-03,2021-01-03,120,"On-Time Delivery"
K03068,"Müller Präzision GmbH",Cham,Germany,Germany,EB20/2563,2020-12-17,17200135,2021-12-01,2021-11-01,-290,"Late Delivery"
K03068,"Müller Präzision GmbH",Cham,Germany,Germany,EB20/0171,2020-01-14,17200135,2020-02-18,2020-02-17,1,"On-Time Delivery"
K04260,"Office Depot Deutschland",Großostheim,Germany,Germany,EB20/1101,2020-04-06,RA00002180,2020-09-06,2020-08-06,545,"On-Time Delivery"
K04250,"c:met GmbH",Wendelstein,Germany,Germany,EB21/3576,2021-06-12,17000265,2022-01-19,2022-01-18,-4,"Late Delivery"
K04250,"c:met GmbH",Wendelstein,Germany,Germany,EB21/1481,2021-10-05,17000265,2021-12-08,2021-11-08,30,"On-Time Delivery"
K04850,"Paul Rauschert Steinbach GmbH",Steinbach,Canada,"North America",EB21/0465,2021-05-03,RA00000580,2021-05-18,2021-05-17,0,"On-Time Delivery"
K04651,"Präzisa Kunstkautschukwaren",Ratekau,Germany,Germany,EB21/2108,2019-12-13,PN00300516,2021-03-11,2021-02-11,89,"On-Time Delivery"
K03066,"SynFlex Elektro GmbH",Blomberg,Germany,Germany,EB21/3239,2021-10-12,MV00409230,2022-02-02,2022-01-02,90,"On-Time Delivery"
K03066,"SynFlex Elektro GmbH",Blomberg,Germany,Germany,EB21/2530,2021-09-17,MV00409230,2021-11-11,2021-10-11,61,"On-Time Delivery"
K03066,"SynFlex Elektro GmbH",Blomberg,Germany,Germany,EB20/2466,2020-12-17,ABB0063987,2021-01-18,2021-01-17,-2,"Late Delivery"
K04873,"RAPA Automotive GmbH & Co. KG",Selb,Germany,Germany,EB21/3427,2021-08-11,RA00001040,2022-01-14,2022-01-13,1,"On-Time Delivery"
K04873,"RAPA Automotive GmbH & Co. KG",Selb,Germany,Germany,EB21/3648,2021-02-12,RA00000350,2021-12-16,2021-12-15,1,"On-Time Delivery"
K04873,"RAPA Automotive GmbH & Co. KG",Selb,Germany,Germany,EB21/2408,2021-10-15,RA00000780,2021-11-18,2021-11-17,1,"On-Time Delivery"
K04873,"RAPA Automotive GmbH & Co. KG",Selb,Germany,Germany,EB21/2686,2021-03-09,RA00002190,2021-09-17,2021-09-16,1,"On-Time Delivery"
K04873,"RAPA Automotive GmbH & Co. KG",Selb,Germany,Germany,EB21/1591,2021-03-09,RA00000590,2021-09-14,2021-09-13,4,"On-Time Delivery"
K04873,"RAPA Automotive GmbH & Co. KG",Selb,Germany,Germany,EB21/1336,2021-03-09,RA00000660,2021-09-14,2021-09-13,4,"On-Time Delivery"
K04873,"RAPA Automotive GmbH & Co. KG",Selb,Germany,Germany,EB21/1336,2021-03-09,RA00000650,2021-09-14,2021-09-13,4,"On-Time Delivery"
K04873,"RAPA Automotive GmbH & Co. KG",Selb,Germany,Germany,EB21/1590,2021-03-09,RA00000570,2021-09-14,2021-09-13,4,"On-Time Delivery"
K04873,"RAPA Automotive GmbH & Co. KG",Selb,Germany,Germany,EB21/1590,2021-03-09,RA00000680,2021-09-14,2021-09-13,4,"On-Time Delivery"
K04873,"RAPA Automotive GmbH & Co. KG",Selb,Germany,Germany,EB21/1591,2021-04-06,RA00000780,2021-06-16,2021-06-15,3,"On-Time Delivery"
K04873,"RAPA Automotive GmbH & Co. KG",Selb,Germany,Germany,EB21/1591,2021-04-06,RA00000320,2021-06-16,2021-06-15,3,"On-Time Delivery"
K04873,"RAPA Automotive GmbH & Co. KG",Selb,Germany,Germany,EB21/0462,2021-02-04,RA00000290,2021-04-20,2021-04-19,-3,"Late Delivery"
K04873,"RAPA Automotive GmbH & Co. KG",Selb,Germany,Germany,EB21/0601,2021-02-03,RA00000330,2021-03-16,2021-03-15,1,"On-Time Delivery"
K04873,"RAPA Automotive GmbH & Co. KG",Selb,Germany,Germany,EB21/0601,2021-02-03,RA00000030,2021-03-16,2021-03-15,1,"On-Time Delivery"
K04873,"RAPA Automotive GmbH & Co. KG",Selb,Germany,Germany,EB21/0634,2021-01-14,RA00000570,2021-10-03,2021-09-03,61,"On-Time Delivery"
K04873,"RAPA Automotive GmbH & Co. KG",Selb,Germany,Germany,EB21/0462,2021-02-19,RA00000246,2021-05-03,2021-04-03,30,"On-Time Delivery"
K04491,"H. & M. Fraas",Selb,Germany,Germany,EB20/1741,2020-09-17,HDE0900151,2020-10-15,2020-10-14,2,"On-Time Delivery"
K04873,"RAPA Automotive GmbH & Co. KG",Selb,Germany,Germany,EB20/1855,2020-04-11,RA00000320,2020-12-10,2020-11-10,449,"On-Time Delivery"
K04873,"RAPA Automotive GmbH & Co. KG",Selb,Germany,Germany,EB20/1780,2020-07-10,RA00000330,2020-12-10,2020-11-10,449,"On-Time Delivery"
K04797,"Rausch & Pausch GmbH",Selb,Germany,Germany,EB20/0654,2020-03-13,RA00000305,2020-07-04,2020-06-04,30,"On-Time Delivery"
K04797,"Rausch & Pausch GmbH",Selb,Germany,Germany,EB20/0527,2020-02-20,RA00000305,2020-12-03,2020-11-03,30,"On-Time Delivery"
K04491,"H. & M. Fraas",Selb,Germany,Germany,EB19/3949,2019-12-19,HDE0610275,2020-02-14,2020-02-13,1,"On-Time Delivery"
K04797,"Rausch & Pausch GmbH",Selb,Germany,Germany,EB20/0169,2020-02-14,RA00000340,2020-10-02,2020-09-02,518,"On-Time Delivery"
K04797,"Rausch & Pausch GmbH",Selb,Germany,Germany,EB19/3735,2019-03-12,RA00000305,2020-09-01,2020-08-01,61,"On-Time Delivery"
K03398,"SKP Technik GmbH",Neunkirchen,Germany,Germany,EB20/0949,2020-06-05,D440000511,2020-06-18,2020-06-16,1,"On-Time Delivery"
K03398,"SKP Technik GmbH",Neunkirchen,Germany,Germany,EB20/0048,2020-01-14,18201251,2020-09-03,2020-08-03,-61,"Late Delivery"
K03398,"SKP Technik GmbH",Neunkirchen,Germany,Germany,EB19/3769,2019-01-11,D410114063,2020-10-02,2020-09-02,-123,"Late Delivery"
K03398,"SKP Technik GmbH",Neunkirchen,Austria,Europe,EB20/0949,2020-06-05,D440000511,2020-06-18,2020-06-16,1,"On-Time Delivery"
K03398,"SKP Technik GmbH",Neunkirchen,Austria,Europe,EB20/0048,2020-01-14,18201251,2020-09-03,2020-08-03,-61,"Late Delivery"
K03398,"SKP Technik GmbH",Neunkirchen,Austria,Europe,EB19/3769,2019-01-11,D410114063,2020-10-02,2020-09-02,-123,"Late Delivery"
K02791,"fs Etiketten GmbH",Friesenheim,Germany,Germany,EB19/3943,2019-12-19,HDE0987731,2020-02-14,2020-02-13,1,"On-Time Delivery"
K04329,"Präzisionsteile Franz Schulz",Bretzfeld,Germany,Germany,EB21/2818,2021-10-15,MV00491412,2022-01-20,2022-01-19,73,"On-Time Delivery"
K04329,"Präzisionsteile Franz Schulz",Bretzfeld,Germany,Germany,EB21/2105,2021-02-07,MV00491412,2021-11-10,2021-05-10,92,"On-Time Delivery"
K04329,"Präzisionsteile Franz Schulz",Bretzfeld,Germany,Germany,EB21/0952,2021-02-04,MV00491412,2021-08-07,2021-07-07,62,"On-Time Delivery"
K03609,"Balver Zinn",Balve,Germany,Germany,EB21/0483,2021-02-19,DMR0000024,2021-05-03,2021-04-03,244,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1707,2021-07-06,05920210,2022-01-19,2022-01-18,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/3438,2021-10-12,05920408,2022-01-14,2022-01-13,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/3438,2021-10-12,05920406,2022-01-14,2022-01-13,1,"On-Time Delivery"
K00033,"Bezet-Werk GmbH",Berlin,"United States","North America",EB21/3654,2021-12-14,KP0064C015,2022-01-14,2022-01-13,322,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/3535,2021-03-12,KS00525009-1,2021-12-17,2021-12-16,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/3294,2021-01-12,28000916,2021-12-15,2021-12-14,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/3412,2021-11-17,KU00022235,2021-12-15,2021-12-14,1,"On-Time Delivery"
K03230,"FSD Lwerk Berlin Brandenburg",Berlin,"United States","North America",EB21/3459,2021-11-17,HES0082504,2021-12-15,2021-12-14,1,"On-Time Delivery"
K03230,"FSD Lwerk Berlin Brandenburg",Berlin,"United States","North America",EB21/3458,2021-11-17,HES0001602,2021-12-15,2021-12-14,1,"On-Time Delivery"
K02699,"Ahlberg Metalltechnik GmbH",Berlin,"United States","North America",EB21/3230,2021-04-11,17200119-1,2021-12-13,2021-12-12,1,"On-Time Delivery"
K02169,"Hans-Erich Gemmel & Co GmbH",Berlin,"United States","North America",EB21/2394,2021-08-13,17001019,2021-12-13,2021-12-12,3,"On-Time Delivery"
K02699,"Ahlberg Metalltechnik GmbH",Berlin,"United States","North America",EB21/2309,2021-10-08,17200119-1,2021-11-19,2021-11-18,1,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/2080,2021-07-16,19600105,2021-11-19,2021-11-18,1,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/3311,2021-11-11,DR00551024,2021-11-19,2021-11-18,1,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/3203,2021-05-11,KS00520726-1,2021-11-19,2021-11-18,1,"On-Time Delivery"
K04413,"Kuhle Industrie-Galvanik GmbH",Berlin,"United States","North America",EB21/3310,2021-03-11,KS00525005-1,2021-11-19,2021-11-18,1,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB21/2076,2021-07-15,19600077,2021-11-17,2021-11-16,1,"On-Time Delivery"
K00623,"Brenntag GmbH",Berlin,"United States","North America",EB21/2565,2021-10-09,M20020211,2021-12-11,2021-11-11,30,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/1722,2021-04-14,18034906,2021-10-11,2021-09-11,30,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/3043,2021-06-10,17200132,2021-10-11,2021-09-11,30,"On-Time Delivery"
K02169,"Hans-Erich Gemmel & Co GmbH",Berlin,"United States","North America",EB21/3001,2021-07-10,KP0064C037,2021-10-18,2021-10-17,-2,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2742,2021-10-09,05920408,2021-10-18,2021-10-17,-2,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/2742,2021-10-09,05920406,2021-10-18,2021-10-17,-2,"Late Delivery"
