Creditor No_;Datev Account No_;Fax No_;Group Vendor No_;ILN No_;No_ Series;No_;Our Account No_;Pay-to Vendor No_;Phone No_;Primary Contact No_;Registration No_;Telex No_;VAT Registration No_;Validate EU Vat Reg_ No_;akq No_ of Entries Paym_ Adv_;akq Payment Vendor No_;Address 2;Address;Application Method;Base Calendar Code;Block Payment Tolerance;Blocked;Budgeted Amount;Cash Flow Payment Terms Code;City;Construction Service;Contact;Country_Region Code;County;Currency Code;Currency Id;Datev Addressee Type;Datev Export Date;Delivery Reminder Terms;Diverse Vendors;Document Sending Profile;Don_t Export Bank Account;E-Mail;Fin_ Charge Terms Code;GLN;Gen_ Bus_ Posting Group;Global Dimension 1 Code;Global Dimension 2 Code;Home Page;IC Partner Code;Id;Image;Invoice Disc_ Code;Language Code;Last Date Modified;Last Modified Date Time;Lead Time Calculation;Location Code;Name 2;Name;Partner Type;Payment Method Code;Payment Method Id;Payment Terms Code;Payment Terms Id;Picture;Post Code;Preferred Bank Account Code;Prepayment _;Prices Including VAT;Priority;Privacy Blocked;Purchaser Code;Release Status;Release Until;Responsibility Center;SSCC Nos_;Search Name;Shipment Method Code;Shipping Agent Code;Statistics Group;Tax Area Code;Tax Liable;Telex Answer Back;Territory Code;VAT Bus_ Posting Group;Vendor Posting Group;akq Allow Payment 3rd parties;akq DTAZV Charges Rule;akq DTAZV Currency Instruction;akq Direction Code;akq Payment Type;akq Single Payment;timestamp
;;+492359 6608 40;;;KRED;K04720;;;+49 2359 6608 30;IN14746;31/5731/2734;;DE315727352;0;0;;;Kölnerstraße 77-79;0;KRED;0;0;0,00000000000000000000;;Kierspe;0;Gundi Kraumendahl;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@schnippering.com;;;IL;;;www.schnippering.com;;{EB4579BA-B31C-4F31-9957-8149BCDB42D4};{00000000-0000-0000-0000-000000000000};K04720;;03.01.2022 00:00:00;03.01.2022 08:09:28;;A-01;Kunststoff-& Metalltechnologie;Hugo Schnippering KMT GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;58566;SPK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;HUGO SCHNIPPERING KMT GMBH;92;;0;;0;;;IL;IL;0;0;0;;;0;000000005A20F8FC
;;Bitte per Mail!;;;KRED;K04721;31010743;;+49 6103 9907 100;IN14751;;;ATU18202709;0;0;;;Ulrich-Bremi-Straße 2;0;KRED;0;0;0,00000000000000000000;;Herzogenburg;0;Herr Lutz Hoffmann;AT;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;lutz.hoffmann@dormakaba.com;;;EU;;;www.dormakaba.at;;{F1EC55C8-6685-4777-AAA9-403566D8606C};{00000000-0000-0000-0000-000000000000};K04721;;21.02.2020 00:00:00;21.02.2020 20:45:49;;A-01;;dormakaba Austria GmbH;0;SEPA EU;{D762816C-794B-4AAA-A9CE-6175E622A849};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;AT-3130;DEUT;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;DORMAKABA AUSTRIA GMBH;12;;0;;0;;;EU;EU;0;0;0;;;0;0000000053C40974
;;+49 352 49 79 69 25;;;KRED;K04722;;;+49 352 49 79 69 10;;;;DE309656120;0;0;;;Moritzburger Weg 1;0;KRED;0;0;0,00000000000000000000;;Ebersbach;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;service@klebetape.de;;;IL;;;www.klebetape.de;;{2A12082E-AF1F-43E6-9FB0-0AB2C791827A};{00000000-0000-0000-0000-000000000000};K04722;;25.01.2020 00:00:00;25.01.2020 09:37:10;"2";A-01;Sachsen GmbH;Diamant- & Klebetechnik;0;PAYPAL;{2309CC9E-0F1B-4729-A574-8151C62C3080};SOFORT;{1C3634A3-4A89-424D-89D0-02220C2D4D49};;01561;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;DIAMANT- & KLEBETECHNIK;12;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B38F
;;+49 3360 441 11;;;KRED;K04723;10508;;+49 3360 441 0;;27/442/50032;;DE270094341;0;0;;;Otto-Suhr-Allee 97-99;0;KRED;0;0;0,00000000000000000000;;Berlin;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;www.mg-personal.berlin;;{D270F126-167F-430F-85F5-CC21F9B0B0BC};{00000000-0000-0000-0000-000000000000};K04723;;21.02.2020 00:00:00;21.02.2020 20:45:49;;A-01;leistungen GmbH;MG Personaldienst-;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};SOFORT;{1C3634A3-4A89-424D-89D0-02220C2D4D49};;10585;SPK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;MG PERSONALDIENST-;;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C40979
;;07022-24441 20;;;KRED;K04724;;;07022-24441 0;;;;;0;0;;;Am Brand 2;0;KRED;0;0;0,00000000000000000000;;Nürtingen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@pdt-praezisionsdrehteile.de;;;IL;;;;;{C0DC19A5-0BBA-4910-B182-1D2FB8DD7237};{00000000-0000-0000-0000-000000000000};K04724;;25.01.2020 00:00:00;25.01.2020 09:37:10;;B-01;;PDT Präzisionsdrehteile GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;72622;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;PDT PRÄZISIONSDREHTEILE GMBH;93;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B399
;;;;;KRED;K04725;15127;;+49 7161 15688-0;IN14759;;;DE191864135;0;0;;;Zillenhardtstrasse 2/2;0;KRED;0;0;0,00000000000000000000;;Göppingen-Voralb;0;Herr Borowski;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;eschenbach@aalberts-st.com;;;IL;;;https://www.aalberts-st.com/de/standorte/goeppingen-voralb/;;{900F5C5E-D52A-423E-B955-FC9A109C71DD};{00000000-0000-0000-0000-000000000000};K04725;;02.02.2022 00:00:00;02.02.2022 06:28:49;;B-01;Niederlassung Eschenbach;AHC Oberflächentechnik;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;73037;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;AHC OBERFLÄCHENTECHNIK;93;;0;;0;;;IL;IL;0;0;0;;;0;000000005A92B9F0
;;+49(0)7720-988 198;;;KRED;K04726;;;+49 (0)7720-988 0;;;;DE814622035;0;0;;;Junkersstraße 4;0;KRED;0;0;0,00000000000000000000;;Villingen-Schwenningen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@hechinger.de;;;IL;;;www.hechinger.de;;{47A2F273-BEEF-4303-8291-8A061B4FC790};{00000000-0000-0000-0000-000000000000};K04726;;25.01.2020 00:00:00;25.01.2020 09:37:10;;B-01;;Helmut Hechinger GmbH & Co. KG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;78056;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;HELMUT HECHINGER GMBH & CO. KG;92;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B3A3
;;+49 89 6389308-29;;;KRED;K04727;16547;;+49 89 6389308-0;;;;DE271942215;0;0;;;Friedrich-Schüle-Straße 15;0;KRED;0;0;0,00000000000000000000;;Feldkirchen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@frantos.com;;;IL;;;www.frantos.com;;{2136EB1E-3AF5-4488-B866-F0B6A7168B47};{00000000-0000-0000-0000-000000000000};;;25.01.2020 00:00:00;25.01.2020 09:37:10;;;;FRANTOS GmbH & Co. KG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};8;{4E04E178-42A4-4538-9096-A982EFBEB504};;85622;HYPO;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;FRANTOS GMBH & CO. KG;;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B3A8
;;+49 511 6704 95342;;;KRED;K04728;401741;;+49 511 6704 0;IN14765;;;DE115673278;0;0;;;Lilienthalstraße 6/8;0;KRED;0;0;0,00000000000000000000;;Hannover;0;Herr Jens Niemand;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;jens.niemand@forbo.com;;;IL;;;www.forbo-sealing.com;;{42638053-902E-4C64-B4D1-D89275BA6E54};{00000000-0000-0000-0000-000000000000};K04728;;25.01.2020 00:00:00;25.01.2020 09:37:10;;A-01;;Forbo Siegling GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;30179;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;FORBO SIEGLING GMBH;19;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B3AD
;;+49 8652 977 278 15;;;KRED;K04729;D033;;+49 8652 977 278 0;IN14772;163/115/00620;;DE183687856;0;0;;;Grabenweg 32;0;KRED;0;0;0,00000000000000000000;;Schönau a. K.;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@quittenbaum-gmbh.de;;;IL;;;www.quittenbaum-gmbh.de;;{DFF31A41-7DC0-47E9-B1A8-412C9F67EB49};{00000000-0000-0000-0000-000000000000};K04729;;25.01.2020 00:00:00;25.01.2020 09:37:10;;A-01;;Quittenbaum GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;83471;VB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;QUITTENBAUM GMBH;1;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B3B2
;;+31 566 6235 00;;;KRED;K04730;;;+31 566 6244 62;;;;NL822608029B01;0;0;;P. O. Box 46, 9000 AA Grou;Biensma 33A-35A;0;KRED;0;0;0,00000000000000000000;;XZ Grou;0;;NL;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;nordost@unisgroup.com;;;EU;;;www.unisgroup.com;;{BFF45630-B272-4805-8DF4-1922D01C5296};{00000000-0000-0000-0000-000000000000};K04730;;21.02.2020 00:00:00;21.02.2020 20:45:49;;A-01;;Unis Group bv;0;SEPA EU;{D762816C-794B-4AAA-A9CE-6175E622A849};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;NL-9001;ING;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;UNIS GROUP BV;12;;0;;0;;;EU;EU;0;0;0;;;0;0000000053C4097E
;;+49 21 59 91 36 39;;;KRED;K04731;;;+49 21 59 91 36 77;IN14778;122/5703/4044;;DE120580775;0;0;;;Rudolf-Diesel-Str. 16;0;KRED;0;0;0,00000000000000000000;;Meerbusch;0;Frau Christa Pfab;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;christa.pfab@ametek.com;;;IL;;;www.ametek.de;;{3AEF5D9B-66C7-4023-AD9D-D6E49D0070D0};{00000000-0000-0000-0000-000000000000};K04731;;08.07.2021 00:00:00;08.07.2021 12:03:26;;A-01;;AMETEK GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;40670;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;AMETEK GMBH;1;;0;;0;;;IL;IL;0;0;0;;;0;000000005856F565
;;+49 7031 3090 980;;;KRED;K04732;1003771;;+49 7031 3090 171;IN14780;;;DE145349855;0;0;;;Umberto-Nobile-Straße 14;0;KRED;0;0;0,00000000000000000000;;Sindelfingen;0;Frau Christiane Popp;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;Ordercenter.de@kistler.com;;;IL;;;www.kistler.com;;{129CDAF0-2773-41C9-BB66-BA2D13194006};{00000000-0000-0000-0000-000000000000};K04732;;03.09.2020 00:00:00;03.09.2020 12:10:59;;A-01;;Kistler Instrumente GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301002;{17561B5C-5A76-4A94-9C2E-40F628FFFB45};;71063;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;KISTLER INSTRUMENTE GMBH;19;;0;;0;;;IL;IL;0;0;0;;;0;0000000055511827
;;+49 7957-9886 50;;;KRED;K04733;12154;;+49 7957-9886 0;IN14782;;;DE145207859;0;0;;;Im Klingenfeld 21;0;KRED;0;0;0,00000000000000000000;;Kressberg-Marktlustenau;0;Gerhard Barth;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@ke-elektronik.de;;;IL;;;www.ke-elektronik.de;;{AAE462A4-40D9-4A51-9195-9FC358783346};{00000000-0000-0000-0000-000000000000};K04733;;03.09.2020 00:00:00;03.09.2020 12:09:55;;B-01;;KE Elektronik GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;74594;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;KE ELEKTRONIK GMBH;92;;0;;0;;;IL;IL;0;0;0;;;0;0000000055511812
;;+49 711 903 631 10;;;KRED;K04734;;;+49 711 903 631 0;;;;DE 147 829 382;0;0;;Max-Lang-Str.56/2;Heinrich List GmbH;0;KRED;0;0;0,00000000000000000000;;Leinfelden-Echterdingen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;office@list-magnetik.de;;;IL;;;www.list-magnetik.de;;{CC30F608-8C4D-426C-AFAA-7B272598A71A};{00000000-0000-0000-0000-000000000000};K04734;;25.01.2020 00:00:00;25.01.2020 09:37:10;;A-01;;List-Magnetik Dipl.-Ing.;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};10;{D62A18D7-C7F8-4D54-AC29-5E353D2136A6};;70771;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;LIST-MAGNETIK DIPL.-ING.;;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B3CB
;;039452 4879 66;;;KRED;K04735;11609;;039452 4879 0;IN14791;117/116/47610;;DE314938915;0;0;;;Hüttenstrasse 1;0;KRED;0;0;0,00000000000000000000;;Ilsenburg;0;Heide Schnath;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@tamura-elsold.de;;;IL;;;www.elsold.de;;{72FFFE96-E83E-4A54-93D5-AFA83F9121DA};{00000000-0000-0000-0000-000000000000};K04735;;21.09.2020 00:00:00;21.09.2020 07:56:16;;B-01;;TAMURA ELSOLD GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;38871;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;TAMURA ELSOLD GMBH;1;;0;;0;;;IL;IL;0;0;0;;;0;00000000557D906D
;;;;;KRED;K04736;;;;;;;GB727255821;0;0;;Worship Street;1 Prinipal Place;0;KRED;0;0;0,00000000000000000000;;London;0;;GB;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;EU;;;;;{FFAE28EC-5CAD-47BC-9B08-1F06F7996872};{00000000-0000-0000-0000-000000000000};K04736;;25.01.2020 00:00:00;25.01.2020 09:37:10;;;UK Branch;Amazon EU S.a.r.l UK;0;CARD;{33DC4A3F-3DD3-436A-833B-E34AEAFD3CDC};90;{9D5518F6-3C62-413A-850C-A9E0B7969F18};;UK-EC2A 2FA;SEPA EU;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;AMAZON EU S.A.R.L UK;;;0;;0;;;EU;EU;0;0;0;;;0;000000005329B3D5
;;+49 711 518550-100;;;KRED;K04737;D02027;;+49 711 518550-0;;;;DE306289093;0;0;;;Merowingerstraße 7;0;KRED;0;2;0,00000000000000000000;;Fellbach;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@agw.de;;;IL;;;www.agw.de;;{D15383F6-A78E-4659-AA9F-AF4E9CA66E48};{00000000-0000-0000-0000-000000000000};K04737;;25.01.2020 00:00:00;25.01.2020 09:37:10;;;;#Antech Gütling Service GmbH#;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;70736;HYPO;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;#ANTECH GÜTLING SERVICE GMBH#;;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B3DA
;;+49(0) 5541 7062 10;;;KRED;K04738;;;+49(0) 5541 7062 00;IN14800;;;;0;0;;;Tonlandstr. 2;0;KRED;0;2;0,00000000000000000000;;Hann Münden;0;Frau Maren Obermeier;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@excor.de;;;IL;;;de.excor.com;;{B3AC8752-2B13-43C9-9966-AE4483F4DE9B};{00000000-0000-0000-0000-000000000000};K04738;;25.01.2020 00:00:00;25.01.2020 09:37:10;;B-01;Technologie u. Produkte GmbH;EXCOR Korrosionsschutz;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;34346;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;EXCOR KORROSIONSSCHUTZ;92;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B3DF
;;;;;KRED;K04739;;;+49 9562 9822 0;IN14802;;;;0;0;;;Mödlitzer Str. 46/48;0;KRED;0;2;0,00000000000000000000;;Weidhausen;0;Herr Patrick Schuberth;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;;;;;;{A41A5797-2DF4-46A4-B937-48DF84D16F26};{00000000-0000-0000-0000-000000000000};K04739;;25.01.2020 00:00:00;25.01.2020 09:37:10;;;;Verpa Folie Weidhausen GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};;{00000000-0000-0000-0000-000000000000};;96279;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;VERPA FOLIE WEIDHAUSEN GMBH;;;0;;0;;;;;0;0;0;;;0;000000005329B3E4
;;+49 33701 7434-20;;;KRED;K04740;139855;;+49 33701 7434-0;;;;DE134864325;0;0;;;Osdorfer Ring 31;0;KRED;0;0;0,00000000000000000000;;Großbeeren;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@kiloutou.de;;;IL;;;www.kiloutou.de;;{C41462A8-A2A0-4495-BAA0-908001E9F199};{00000000-0000-0000-0000-000000000000};K04740;;19.03.2020 00:00:00;19.03.2020 16:10:36;;;;KILOUTOU Deutschland GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;14979;SPK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;KILOUTOU DEUTSCHLAND GMBH;;;0;;0;;;IL;IL;0;0;0;;;0;00000000540CD8C6
;;+49 2522 30404;;;KRED;K04742;613325;;+49 2522 300;;;;DE123928082;0;0;;;Ennigerloher Straße 64;0;KRED;0;0;0,00000000000000000000;;Oelde;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;dw@haverboecker.com;;;IL;;;www.diedrahtweber.com;;{243DFE90-4AC3-458C-9749-E228F2A6EA18};{00000000-0000-0000-0000-000000000000};K04742;;25.01.2020 00:00:00;25.01.2020 09:37:10;;A-01;Drahtweberei + Maschinenfabrik;HAVER & BOECKER OHG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301002;{17561B5C-5A76-4A94-9C2E-40F628FFFB45};;59302;PB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;HAVER & BOECKER OHG;;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B3EE
;;+49 3943 567-486;;;KRED;K04743;10509;;+49 3943 567-0;;117/110/00560;;DE266765688;0;0;;;Am Kupferhammer 89;0;KRED;0;0;0,00000000000000000000;;Wernigerode;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;www.mwg-gruppe.de;;{841E5BEE-D52F-438E-AAA7-DAF7ADD90378};{00000000-0000-0000-0000-000000000000};K04743;;25.01.2020 00:00:00;25.01.2020 09:37:10;;;;MWG Galvanotechnik GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;38855;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;MWG GALVANOTECHNIK GMBH;;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B3F3
;;+49 6725 30897  10;;;KRED;K04744;;;+49 6725 30897  20;IN14828;;;DE 300060941;0;0;;;Otto-Hahn-Straße 3;0;KRED;0;0;0,00000000000000000000;;Gau-Algesheim;0;Herr Klemens Wiesner;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;wiesner@alcumet.de;;;IL;;;www.alcumet.de;;{9381C035-E099-46B6-800F-ACB4B31479F1};{00000000-0000-0000-0000-000000000000};K04744;;21.02.2020 00:00:00;21.02.2020 20:45:49;;A-01;;AlCuMet GmbH & Co. KG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;55435;SPK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;ALCUMET GMBH & CO. KG;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C40983
;;+49 2595 386073;;;KRED;K04745;;;+49 2595 386072;IN14834;;;DE233152440;0;0;;;Unterer Berg 13a;0;KRED;0;0;0,00000000000000000000;;Olfen;0;Herr Horst Schmidt;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;h.schmidt@hs-handel-service.de;;;IL;;;www.hs-handel-service.de;;{3CA6C167-3A7F-4C57-B5C3-40980328E4CB};{00000000-0000-0000-0000-000000000000};K04745;;21.02.2020 00:00:00;21.02.2020 20:45:49;"8";A-01;;HS Handel und Service GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;59399;SPK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;HS HANDEL UND SERVICE GMBH;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C40988
;;+49 9123 81979;;;KRED;K04746;10012;;+49 163 8327 350;IN14836;;;;0;0;;;Am Winkelsteig 1;0;KRED;0;0;0,00000000000000000000;;Lauf;0;Frau Barbara Stiegler;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;bstiegler@coorstek.com;;;IL;;;www.coorstek.com;;{710194FD-4FC6-437C-AF82-66723A894D1A};{00000000-0000-0000-0000-000000000000};K04746;;02.11.2021 00:00:00;02.11.2021 10:58:44;"20";A-01;Zweigniederlassung Lauf;CoorsTek GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;91207;HSBC;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;COORSTEK GMBH;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000059732C42
;;+49 231 4501 396;;;KRED;K04747;23189;;+49 231 4501 215;IN14838;161/125/00204;;DE 813731472;0;0;;;Ostkirchstraße 177;0;KRED;0;0;0,00000000000000000000;;Dortmund;0;Herr Ralf Nitschke;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;Ralf.Nitschke@Tridelta.de;;;IL;;;www.Tridelta-Magnetsysteme.de;;{A0FE7B5B-F211-4D90-9601-1A54952D98A3};{00000000-0000-0000-0000-000000000000};K04747;;21.02.2020 00:00:00;21.02.2020 20:45:49;"16";A-01;;Tridelta Magnetsysteme GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301002;{17561B5C-5A76-4A94-9C2E-40F628FFFB45};;44287;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;TRIDELTA MAGNETSYSTEME GMBH;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C40992
;;49 9123 14313;;;KRED;K04748;205856;K04748;+49 9123 1860;;;;DE179639901;0;0;;;Nürnberger Str. 96-100;0;KRED;0;0;0,00000000000000000000;;Lauf;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;christin.wagner@emuge.com;;;IL;;;www.emuge.de;;{DBCC48AB-9F43-4B81-945B-A7F01BBD6356};{00000000-0000-0000-0000-000000000000};K04748;;21.02.2020 00:00:00;21.02.2020 20:45:49;;A-01;Fabrik für Präzisionswekzeuge;EMUGE-Werk Richard Glimpel;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301002;{17561B5C-5A76-4A94-9C2E-40F628FFFB45};;91207;HYPO;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;EMUGE-WERK RICHARD GLIMPEL;;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C40997
;;+351 1256880480;;;KRED;K04749;;;+351 1256880470;;;;;0;0;;;ZI Mosteiro;0;KRED;0;2;0,00000000000000000000;;Santa Maria da Feira;0;;PT;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;sacramento@soprefa.com;;;;;;;;{BA5BA22B-3323-4B0C-A4C7-04F01ADDB438};{00000000-0000-0000-0000-000000000000};K04749;;25.01.2020 00:00:00;25.01.2020 09:37:10;;;;Soprefa, Comp. Industriais, SA;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};;{00000000-0000-0000-0000-000000000000};;4524-909;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;SOPREFA, COMP. INDUSTRIAIS, SA;;;0;;0;;;;;0;0;0;;;0;000000005329B412
;;+49(0)8466/9404-20;;;KRED;K04750;;;+49(0)8466/9404-0;;;;;0;0;;;Mühlweg 6;0;KRED;0;2;0,00000000000000000000;;Denkendorf;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@kabeltronik.de;;;IL;;;www.kabeltronik.de;;{E95D0B1F-5D35-4980-B3AA-CBCD48DC532D};{00000000-0000-0000-0000-000000000000};K04750;;23.08.2021 00:00:00;23.08.2021 04:18:51;"44";A-01;Arthur Volland GmbH;Kabeltronik;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;85095;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;KABELTRONIK;;;0;;0;;;IL;IL;0;0;0;;;0;0000000058B28BA6
