lieferzeile_no,order_no,buy_from_city,buy_from_post_code,buy_from_vendor_name,location_code,order_date,original_date,posting_date,promised_receipt_date,quantity_invoiced,quantity,really_receipt_datetime,requested_receipt_date
TF00000002,EB21/1634,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-01-06,2021-08-13,2021-08-24,2021-08-13,279000,279000,2021-08-23,2021-07-16
BI00300017,EB21/1234,Karlsruhe,76227,Robert Bosch GmbH,B-01,2021-04-21,2021-08-25,2021-08-24,2021-08-25,1824,1824,2021-08-23,2021-11-08
17000149,EB21/0347,Herzogenaurach,91074,Erhard Fröhlich GmbH,B-01,2021-04-02,2021-05-21,2021-08-24,2021-03-09,1720,1720,2021-08-23,2021-05-21
17000149,EB21/2189,Herzogenaurach,91074,Erhard Fröhlich GmbH,B-01,2021-07-28,2021-11-26,2021-08-24,2021-11-26,2380,2380,2021-08-23,2021-06-10
01061582,EB21/1942,Reichshof - Eckenhagen,51574,Elektrisola GmbH & Co. KG,A-01,2021-02-07,2021-08-27,2021-08-25,2021-08-27,8,8,2021-08-24,2021-08-27
18000000,EB21/2236,Évora,7002-552,TE Connectivity Solutions GmbH,A-01,2021-02-08,2021-08-25,2021-08-25,2021-08-25,1000,1000,2021-08-24,2021-01-10
17000169,EB21/1387,Geldern,47608,Vulkanfiber-Fabrik,B-01,2021-04-30,2021-08-16,2021-08-25,2021-08-16,2405,2405,2021-08-24,2021-08-16
17000168,EB21/1384,Geldern,47608,Vulkanfiber-Fabrik,B-01,2021-04-30,2021-08-16,2021-08-25,2021-08-16,2400,2400,2021-08-24,2021-08-16
17000170,EB21/1388,Geldern,47608,Vulkanfiber-Fabrik,B-01,2021-04-30,2021-08-16,2021-08-25,2021-08-16,2420,2420,2021-08-24,2021-08-16
M20020178,EB21/1551,Berlin,10713,Albis Distribution GmbH & Co. KG,B-01,2021-05-28,2021-08-20,2021-08-25,2021-08-20,150,150,2021-08-24,2021-05-28
22001383,EB21/2207,Blomberg,32825,SynFlex Elektro GmbH,B-01,2021-07-29,2021-08-26,2021-08-25,2021-08-26,207,207,2021-08-24,2021-08-26
PVP0405439,EB21/2147,Steinenbronn,71144,Telegärtner Kunststofftechnik,A-01,2021-07-21,2021-08-27,2021-08-25,2021-08-27,20000,20000,2021-08-24,2021-08-27
22000652,EB21/2412,Fürth,90765,Guggenberger-Aschenauer,B-01,2021-08-16,2021-09-09,2021-08-25,2021-09-09,5240,5240,2021-08-24,2021-02-10
24000002,EB21/1988,Mühlacker-Enzberg,75417,Manfred Geigle GmbH,B-01,2021-07-07,2099-09-09,2021-08-25,2021-08-25,9216,9216,2021-08-24,2021-08-25
WA00963902,EB21/0889,Wiesbaden,65205,LATI Industria Termoplastici,B-01,2021-03-26,2021-08-27,2021-08-26,2021-08-27,250,250,2021-08-25,2021-08-27
BI00002008,EB21/1778,Remchingen,75196,MEGA,B-01,2021-06-14,2021-08-23,2021-08-26,2021-08-23,44110,44110,2021-08-25,2021-08-23
17000141,EB21/2185,Egesheim,78592,Gebrüder Dreher,B-01,2021-07-28,2021-12-30,2021-08-26,2021-08-30,5000,5000,2021-08-25,2021-08-30
17000206,EB21/1067,Egesheim,78592,Gebrüder Dreher,B-01,2021-07-04,2021-07-16,2021-08-26,2033-03-03,7300,7300,2021-08-25,2021-07-16
ZG00003070,EB21/1948,Blaichach,87542,Robert Bosch GmbH,A-01,2021-06-30,2021-09-22,2021-08-26,1753-01-01,200,200,2021-08-25,1753-01-01
RA00000430,EB21/1591,Selb,95100,RAPA Automotive GmbH & Co. KG,A-01,2021-07-23,2021-06-08,2021-08-26,2021-06-08,936,936,2021-08-25,2021-06-08
RA00000430,EB21/1591,Selb,95100,RAPA Automotive GmbH & Co. KG,A-01,2021-08-20,2021-03-09,2021-08-26,2021-03-09,452,452,2021-08-25,2021-03-09
17000206,EB21/0908,Egesheim,78592,Gebrüder Dreher,B-01,2021-03-22,2021-06-28,2021-08-26,2021-08-24,2723,2723,2021-08-25,2021-06-28
18000040,EB21/2271,Großpostwitz,02692,miunske GmbH,A-01,2021-04-08,2021-08-27,2021-08-26,2021-08-27,3000,3000,2021-08-25,2021-08-27
18000042,EB21/2271,Großpostwitz,02692,miunske GmbH,A-01,2021-04-08,2021-08-27,2021-08-26,2021-08-27,2000,2000,2021-08-25,2021-08-27
18000044,EB21/2271,Großpostwitz,02692,miunske GmbH,A-01,2021-04-08,2021-08-27,2021-08-26,2021-08-27,3000,3000,2021-08-25,2021-08-27
RB00403838,EB21/1919,Kressberg-Marktlustenau,74594,KE Elektronik GmbH,B-01,2021-02-06,2099-09-09,2021-08-27,2099-09-09,305,305,2021-08-26,2021-01-09
17000219,EB20/1618,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2020-07-09,2021-08-30,2021-08-27,2021-08-30,10000,10000,2021-08-26,2021-08-30
17000037,EB20/1597,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2020-07-09,2021-06-15,2021-08-27,2021-08-27,1000,1000,2021-08-26,2021-06-15
17000188,EB20/1370,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2020-07-09,2022-02-02,2021-08-27,2021-08-30,2772,2772,2021-08-26,2021-08-30
HDE0H19002,EB21/0039,Bamberg,96052,Robert Bosch GmbH,A-01,2021-04-28,2021-08-27,2021-08-27,2021-08-27,36288,36288,2021-08-26,2021-08-27
HDE0H11032,EB21/0036,Bamberg,96052,Robert Bosch GmbH,A-01,2021-07-23,2021-08-27,2021-08-27,2021-08-27,3360,3360,2021-08-26,2021-08-27
HDE0001154,EB21/0030,Bamberg,96052,Robert Bosch GmbH,A-01,2021-07-23,2021-09-17,2021-08-27,2021-08-27,1000,1000,2021-08-26,2021-08-27
HDE0001156,EB21/0031,Bamberg,96052,Robert Bosch GmbH,A-01,2021-07-23,2099-09-09,2021-08-27,2099-09-09,1500,1500,2021-08-26,2021-08-13
17000124,EB21/0246,Luedenscheid,58486,Hans Schriever GmbH & Co.,B-01,2021-01-26,2021-06-30,2021-08-30,2021-08-25,120950,120950,2021-08-26,2021-06-30
HDE0H20007,EB21/2237,Hofgeismar,34369,Einzelkreditor Inland,A-01,2021-02-08,2099-09-09,2021-08-30,2099-09-09,32,32,2021-08-29,2021-08-20
HDE0H21005,EB21/2237,Hofgeismar,34369,Einzelkreditor Inland,A-01,2021-02-08,2099-09-09,2021-08-30,2099-09-09,20,20,2021-08-29,2021-08-20
17000038,EB21/1423,München,80687,Mouser Electronics,B-01,2021-04-05,2021-08-31,2021-08-30,2021-08-31,4000,4000,2021-08-29,2021-08-31
HDE0H03450,EB21/2136,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-07-21,2021-08-27,2021-08-30,2021-08-27,1760,1760,2021-08-29,2021-08-27
HDE0H03451,EB21/1889,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-05-21,2021-01-09,2021-08-30,2033-03-03,636,636,2021-08-29,2021-07-30
HDE0H03451,EB21/2136,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-07-21,2021-08-27,2021-08-30,2021-08-27,1590,1590,2021-08-29,2021-08-27
HDE0H03452,EB21/2136,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-07-21,2021-08-27,2021-08-30,2021-08-27,1113,1113,2021-08-29,2021-08-27
HDE0H03449,EB21/2136,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-07-21,2021-08-27,2021-08-30,2021-08-27,1600,1600,2021-08-29,2021-08-27
HDE0H03448,EB21/2136,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-07-21,2021-08-27,2021-08-30,2021-08-27,1120,1120,2021-08-29,2021-08-27
HDE0H03447,EB21/2136,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-07-21,2021-08-27,2021-08-30,2021-08-27,480,480,2021-08-29,2021-08-27
HDE0H03447,EB21/1889,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-05-21,2021-01-09,2021-08-30,2033-03-03,640,640,2021-08-29,2021-07-30
17000115,EB21/1377,Herzogenaurach,91074,Erhard Fröhlich GmbH,B-01,2021-04-30,2021-08-31,2021-08-30,2021-08-31,3000,3000,2021-08-29,2021-07-23
HDE0H03453,EB21/2301,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-09-08,2021-08-30,2021-08-30,2021-06-09,477,477,2021-08-29,2021-06-09
HDE0H03454,EB21/2136,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-07-21,2021-08-27,2021-08-30,2021-08-27,474,474,2021-08-29,2021-08-27
17000466,EB21/1483,Isernhagen,30916,Nordpack GmbH,B-01,2021-10-05,2021-01-09,2021-08-30,2021-01-09,1640,1640,2021-08-29,2021-01-09
DR00350023,EB21/1681,Obergünzburg,87634,COPROTEC Systeme GmbH,B-01,2021-04-06,2021-08-30,2021-08-30,2021-08-30,1263,1263,2021-08-29,2021-08-23
DR00350028,EB21/1682,Obergünzburg,87634,COPROTEC Systeme GmbH,B-01,2021-04-06,2021-08-30,2021-08-30,2021-08-30,1531,1531,2021-08-29,2021-08-23
DR00590004,EB21/1683,Obergünzburg,87634,COPROTEC Systeme GmbH,B-01,2021-04-06,2021-08-30,2021-08-30,2021-08-30,1841,1841,2021-08-29,2021-08-23
17200130,EB21/1774,Cham,93413,Müller Präzision GmbH,A-01,2021-06-14,2021-03-09,2021-08-30,2021-03-09,5826,5826,2021-08-29,2021-07-16
17200130,EB21/1775,Cham,93413,Müller Präzision GmbH,A-01,2021-06-14,2021-03-09,2021-08-30,2021-03-09,25000,25000,2021-08-29,2021-08-20
17000132-1,EB21/1478,München,81379,A.R.T. Elektromech.Vertriebs-GmbH,B-01,2021-10-05,2021-08-30,2021-08-30,2021-08-30,50000,50000,2021-08-29,2021-08-30
17000133-1,EB21/1478,München,81379,A.R.T. Elektromech.Vertriebs-GmbH,B-01,2021-10-05,2021-08-30,2021-08-30,2021-08-30,40000,40000,2021-08-29,2021-08-30
M0000159,EB21/2498,Kornwestheim,70806,Air Liquide Deutschland GmbH,B-01,2021-08-26,2099-09-09,2021-08-30,2099-09-09,1,1,2021-08-29,2021-08-30
M0000001,EB21/2498,Kornwestheim,70806,Air Liquide Deutschland GmbH,B-01,2021-08-26,2099-09-09,2021-08-30,2099-09-09,1,1,2021-08-29,2021-08-30
SR00004605,EB21/2259,Waidhofen/Thaya,AT-3830,Tyco Electronics Austria GmbH,A-01,2021-04-08,2099-09-09,2021-08-30,2099-09-09,858,858,2021-08-29,2021-06-08
SR00004605,EB21/2259,Waidhofen/Thaya,AT-3830,Tyco Electronics Austria GmbH,A-01,2021-04-08,2021-04-08,2021-08-30,1753-01-01,2142,2142,2021-08-29,1753-01-01
SR00005284,EB21/2453,Waidhofen/Thaya,AT-3830,Tyco Electronics Austria GmbH,A-01,2021-08-20,2099-09-09,2021-08-30,2099-09-09,3,3,2021-08-29,2021-08-20
SR00032004,EB21/2453,Waidhofen/Thaya,AT-3830,Tyco Electronics Austria GmbH,A-01,2021-08-20,2099-09-09,2021-08-30,2099-09-09,960,960,2021-08-29,2021-08-20
SR00046013,EB21/2453,Waidhofen/Thaya,AT-3830,Tyco Electronics Austria GmbH,A-01,2021-08-20,2099-09-09,2021-08-30,2099-09-09,5000,5000,2021-08-29,2021-08-20
SR00046014,EB21/2453,Waidhofen/Thaya,AT-3830,Tyco Electronics Austria GmbH,A-01,2021-08-20,2099-09-09,2021-08-30,2099-09-09,5000,5000,2021-08-29,2021-08-20
M0000009,EB21/2525,Kornwestheim,70806,Air Liquide Deutschland GmbH,A-01,2021-08-30,2021-08-24,2021-08-31,2021-08-31,1,1,2021-08-30,2021-08-31
O3 1-1393583-5,EB21/2404,Teltow,14513,Teltower Diakon. Werkstätten,A-01,2021-08-17,2021-08-31,2021-08-31,2021-08-31,250,250,2021-08-30,2021-08-31
O3 1-1393583-5,EB21/2404,Teltow,14513,Teltower Diakon. Werkstätten,A-01,2021-08-17,2021-08-31,2021-08-31,2021-08-31,200,200,2021-08-30,2021-08-31
O3 1-1393583-5,EB21/2404,Teltow,14513,Teltower Diakon. Werkstätten,A-01,2021-08-17,2021-08-31,2021-08-31,2021-08-31,200,200,2021-08-30,2021-08-31
MV00491619,EB21/0964,Velbert,42551,Heismann Drehtechnik,B-01,2021-02-07,2021-08-27,2021-08-31,2021-08-27,8704,8704,2021-08-30,2021-08-27
TF00000005,EB21/1633,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-01-06,2021-08-27,2021-08-31,2021-08-27,250000,250000,2021-08-30,2021-08-27
TF00000008,EB21/2175,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-07-27,2021-08-27,2021-08-31,2021-08-27,80,80,2021-08-30,2021-08-27
VW00008018,EB21/0893,Neuhaus-Schierschnitz,96524,Federal-Mogul Ignition GmbH,A-01,2021-03-22,2021-09-08,2021-08-31,2021-09-08,2000,2000,2021-08-30,2021-09-08
11000020,EB21/2235,Kitzingen,97318,Erich Rothe GmbH & Co KG,A-01,2021-02-08,2021-01-09,2021-08-31,2021-01-09,5214,5214,2021-08-30,2021-08-27
HDE0001158,EB21/0033,Bamberg,96052,Robert Bosch GmbH,A-01,2021-07-23,2099-09-09,2021-08-31,2099-09-09,1500,1500,2021-08-30,2021-06-08
PVP0405439,EB21/2147,Steinenbronn,71144,Telegärtner Kunststofftechnik,A-01,2021-07-21,2021-03-09,2021-08-31,2021-03-09,20000,20000,2021-08-30,2021-03-09
RA00000560,EB21/1562,Helmbrechts,95233,Rudi Göbel GmbH & Co. KG,A-01,2021-08-31,2021-08-31,2021-08-31,2021-08-31,1000,1000,2021-08-30,2021-08-31
29201612,EB21/1968,Berlin,12487,Ahlberg Metalltechnik GmbH,B-01,2021-04-14,2021-01-09,2021-01-09,2021-01-09,1100,1100,2021-08-31,2021-01-09
04407285-1,EB21/1374,Albernau,08280,Auerhammer Metallwerk GmbH,A-01,2021-01-09,2021-01-09,2021-01-09,1753-01-01,490,490,2021-08-31,1753-01-01
M20020303,EB21/0992,Hamburg,20095,Biesterfeld Plastic GmbH,B-01,2021-04-21,2099-09-09,2021-01-09,2099-09-09,150,150,2021-08-31,2021-02-06
KP00001105,EB21/2229,Berlin,12165,Metrofunk Kabel-Union GmbH,A-01,2021-02-08,2021-01-09,2021-08-31,2021-01-09,750,750,2021-08-30,2021-01-09
DMR0000024,EB21/2227,Balve,58802,BALVER ZINN,A-01,2021-02-08,2099-09-09,2021-01-09,2099-09-09,50,50,2021-08-31,2021-01-09
KS00520716-1,EB21/2097,Ebersbach,73061,Bodycote,B-01,2021-07-29,2021-08-30,2021-08-31,2021-08-30,508,508,2021-08-31,2021-08-19
19600145,EB21/1592,Berlin,10969,Gebr. Geisler GmbH,A-01,2021-05-26,2021-01-09,2021-01-09,2021-01-09,38000,38000,2021-08-31,2021-01-09
KS90525739,EB21/2485,Oranienburg,16515,SURFACED GmbH,B-01,2021-08-24,2099-09-09,2021-08-31,2099-09-09,437,437,2021-08-31,2021-01-09
17000218,EB21/1394,Berlin,13088,AMZ Weissenseer,B-01,2021-06-08,2021-01-09,2021-01-09,2021-01-09,2772,2772,2021-08-31,2021-01-10
HD00220011,EB21/2338,Zörbig,06780,FLP Microfinishing GmbH,B-01,2021-08-13,2021-03-09,2021-08-31,2021-03-09,700,700,2021-08-31,2021-03-09
KS90520709,EB21/2485,Oranienburg,16515,SURFACED GmbH,B-01,2021-08-20,2099-09-09,2021-08-31,2021-03-09,480,480,2021-08-31,2021-03-09
17000206,EB21/1390,Egesheim,78592,Gebrüder Dreher,B-01,2021-04-30,2021-08-16,2021-08-30,2033-03-03,6000,6000,2021-08-31,2021-08-16
17000206,EB21/1391,Egesheim,78592,Gebrüder Dreher,B-01,2021-04-30,2021-09-16,2021-08-30,2021-09-16,4700,4700,2021-08-31,2021-09-16
17000125,EB21/0703,Egesheim,78592,Gebrüder Dreher,B-01,2021-03-26,2033-03-03,2021-08-30,2021-07-09,5192,5192,2021-08-31,2021-07-05
18000048,EB21/2323,Berlin,12159,WAIT,A-01,2021-11-08,2021-03-09,2021-01-09,2021-03-09,10000,10000,2021-08-31,2021-03-09
MV00491617,EB21/1641,Engstingen,72829,Schwerdtle-Federn GmbH,B-01,2021-07-22,2021-02-09,2021-08-31,2021-02-09,25200,25200,2021-08-31,2021-02-09
RA00000430,EB21/1591,Selb,95100,RAPA Automotive GmbH & Co. KG,A-01,2021-06-08,2021-06-22,2021-01-09,2021-03-09,1571,1571,2021-08-31,2021-03-09
WA00491444,EB21/1815,Frittlingen,78665,A. Wenzler GmbH & Co. KG,B-01,2021-07-07,2021-01-09,2021-08-31,2021-01-09,2500,2500,2021-01-09,2021-01-09
28001983,EB21/0899,Pozuelo de Alarcón (Madrid),ES-28224,DODUCO España  S.L.,A-01,2021-03-22,2021-03-09,2021-01-09,2021-03-09,59000,59000,2021-08-31,2021-06-18
M0000009,EB21/2564,Kornwestheim,70806,Air Liquide Deutschland GmbH,A-01,2021-01-09,2021-08-24,2021-02-09,2021-02-09,1,1,2021-01-09,2021-02-09
17200145,EB21/1772,Köln,51147,Igus GmbH,A-01,2021-06-14,2021-02-09,2021-02-09,2021-03-09,25000,25000,2021-01-09,2021-03-09
HDE0H39001,EB21/1949,Oberursel,61440,Weppler Filter GmbH,A-01,2021-06-30,2021-02-09,2021-02-09,2021-03-09,10000,10000,2021-01-09,2021-03-09
17000172,EB21/2190,Geldern,47608,Vulkanfiber-Fabrik,B-01,2021-07-28,2099-09-09,2021-08-31,2099-09-09,2427,2427,2021-01-09,2021-08-31
BI00099045,EB21/2092,Bonn,53170,SGL CARBON GmbH,B-01,2021-07-19,2021-01-09,2021-02-09,2021-03-09,2376,2376,2021-01-09,2021-01-09
18000005,EB21/1877,Amberg,92224,Syskomp GmbH  EMICO,A-01,2021-06-23,2021-03-09,2021-02-09,2021-03-09,10000,10000,2021-01-09,2021-03-09
KS00520714,EB21/1189,Carei Jud. Satu Mare,RO-445100,Taygan Metal Press SRL,B-01,2021-04-06,2021-08-27,2021-08-27,2021-08-27,3523,3523,2021-01-09,2021-02-07
BI00290079,EB20/2580,Bonn,53170,SGL CARBON GmbH,B-01,2021-09-07,2021-03-09,2021-02-09,2021-03-09,2604,2604,2021-01-09,2021-03-09
M20020211,EB21/1979,Berlin,12347,Brenntag GmbH,B-01,2021-09-07,2021-03-09,2021-03-09,2021-03-09,519,519,2021-02-09,2021-03-09
KS00520741,EB21/1188,Carei Jud. Satu Mare,RO-445100,Taygan Metal Press SRL,B-01,2021-04-06,2021-08-27,2021-08-31,2021-08-27,1500,1500,2021-01-09,2021-02-07
KS00520741,EB21/2061,Carei Jud. Satu Mare,RO-445100,Taygan Metal Press SRL,B-01,2021-05-08,2021-02-09,2021-08-31,2021-02-09,1434,1434,2021-01-09,2021-02-09
KS00113701,EB21/1496,Weinheim,69465,Freudenberg FST GmbH,B-01,2021-06-23,2021-01-09,2021-08-31,2021-01-09,3100,3100,2021-01-09,2021-01-09
24000028,EB21/1754,Stuttgart,70565,Trelleborg Sealing Solutions,B-01,2021-04-08,2099-09-09,2021-03-09,2099-09-09,10000,10000,2021-02-09,2021-01-09
17000183,EB21/2114,Berlin,12357,SCHERDEL Berlin GmbH & Co. KG,B-01,2021-07-20,2021-08-31,2021-03-09,2021-08-31,17500,17500,2021-02-09,2021-08-31
17000183,EB21/2114,Berlin,12357,SCHERDEL Berlin GmbH & Co. KG,B-01,2021-07-20,2021-08-31,2021-03-09,2021-08-31,2781,2781,2021-02-09,2021-08-31
HDE0H06006,EB21/1364,Kronach,96317,Horst Scholz GmbH & Co. KG,A-01,2021-04-29,2021-03-09,2021-03-09,2021-03-09,10000,10000,2021-02-09,2021-03-09
HDE0H06007,EB21/1364,Kronach,96317,Horst Scholz GmbH & Co. KG,A-01,2021-04-29,2021-03-09,2021-03-09,2021-03-09,10000,10000,2021-02-09,2021-03-09
HDE0H22013,EB21/1132,Kronach,96317,Horst Scholz GmbH & Co. KG,A-01,2021-04-14,2021-03-09,2021-03-09,2021-08-27,4500,4500,2021-02-09,2021-08-27
SR00180032,EB21/2521,Waidhofen/Thaya,AT-3830,Tyco Electronics Austria GmbH,A-01,2021-08-30,2099-09-09,2021-03-09,2099-09-09,11,11,2021-02-09,2021-08-31
SR00180030,EB21/2521,Waidhofen/Thaya,AT-3830,Tyco Electronics Austria GmbH,A-01,2021-08-30,2099-09-09,2021-03-09,2099-09-09,58,58,2021-02-09,2021-08-31
MV00491533,EB21/1640,Schramberg,78713,Hugo Kern und Liebers GmbH,B-01,2021-07-23,2021-03-09,2021-08-31,2021-03-09,32000,32000,2021-02-09,2021-03-09
HDE0H11032,EB21/0036,Bamberg,96052,Robert Bosch GmbH,A-01,2021-07-23,2021-03-09,2021-03-09,2021-03-09,3360,3360,2021-02-09,2021-03-09
HDE0H17015,EB21/0038,Bamberg,96052,Robert Bosch GmbH,A-01,2021-04-28,2021-08-17,2021-03-09,2021-08-17,6912,6912,2021-02-09,2021-08-17
DR01060001,EB21/2145,Reichshof - Eckenhagen,51574,Elektrisola GmbH & Co. KG,A-01,2021-07-21,2021-03-09,2021-03-09,2021-03-09,107,107,2021-02-09,2021-08-27
01066303,EB21/2232,Reichshof - Eckenhagen,51574,Elektrisola GmbH & Co. KG,A-01,2021-02-08,2021-03-09,2021-03-09,2021-03-09,15,15,2021-02-09,2021-03-09
18200833,EB21/1884,Bad Driburg,33014,INTEG GmbH,A-01,2021-06-23,2021-03-09,2021-06-09,2021-03-09,1000,1000,2021-05-09,2021-03-09
18200833,EB21/1564,Bad Driburg,33014,INTEG GmbH,A-01,2021-05-19,2021-03-09,2021-06-09,2021-03-09,1000,1000,2021-05-09,2021-03-09
18200837,EB21/1885,Bad Driburg,33014,INTEG GmbH,A-01,2021-06-23,2021-04-08,2021-06-09,1753-01-01,500,500,2021-05-09,1753-01-01
KS00520733-1,EB21/2326,Ebersbach,73061,Bodycote,B-01,2021-08-27,2021-02-09,2021-06-09,2021-02-09,230,230,2021-05-09,2021-08-27
WA00491442,EB21/1816,Bretzfeld,74626,Präzisionsteile Franz Schulz,B-01,2021-08-07,2021-02-09,2021-06-09,2021-02-09,2000,2000,2021-05-09,2021-02-09
MV00491522,EB21/2001,Bretzfeld,74626,Präzisionsteile Franz Schulz,B-01,2021-09-07,2021-10-09,2021-06-09,2021-10-09,6350,6350,2021-05-09,2021-10-09
BI00500113,EB21/1786,Bad Driburg,33014,INTEG GmbH,B-01,2021-06-14,2021-08-30,2021-06-09,2021-09-13,420,420,2021-05-09,2021-08-30
02032814,EB21/2221,Kaufbeuren-Neugablonz,87600,Wieland Roessler GmbH,B-01,2021-03-08,2021-09-09,2021-06-09,2021-09-09,50,50,2021-05-09,2021-08-31
29896414-1,EB21/2542,Köthen,06354,Mercateo AG,A-01,2021-08-30,2021-07-09,2021-06-09,2021-07-09,2000,2000,2021-05-09,2021-03-09
18000030,EB21/1879,Karben,61184,SHC GmbH,A-01,2021-06-23,2021-06-09,2021-06-09,2021-03-09,2850,2850,2021-05-09,2021-03-09
MV00491357,EB21/2000,Pforzheim,75177,Hoffmann GmbH,B-01,2021-02-09,2021-02-09,2021-07-09,2021-02-09,25000,25000,2021-05-09,2021-02-09
TF00000005,EB21/2174,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-07-27,2021-03-09,2021-06-09,2021-03-09,250000,250000,2021-05-09,2021-03-09
TF00000005,EB21/2174,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-07-27,2021-03-09,2021-06-09,2021-03-09,250000,250000,2021-05-09,2021-03-09
BI00370713,EB21/2600,Bühl,77813,Einzelkreditor Inland,B-01,2021-12-23,2021-12-23,2021-07-09,1753-01-01,57000,57000,2021-07-21,2021-12-31
BI00370706,EB21/2600,Bühl,77813,Einzelkreditor Inland,B-01,2021-12-23,2021-12-23,2021-07-09,1753-01-01,4000,4000,2021-07-21,2021-12-31
BI00370531,EB21/2600,Bühl,77813,Einzelkreditor Inland,B-01,2021-12-23,2021-12-23,2021-07-09,1753-01-01,10000,10000,2021-07-21,2021-12-31
BI00018026,EB21/2600,Bühl,77813,Einzelkreditor Inland,B-01,2021-12-23,2021-12-23,2021-07-09,1753-01-01,4000,4000,2021-07-21,2021-12-31
GK00059100,EB21/2501,Hofgeismar,34369,Messtechnik Neth GmbH,B-01,2021-08-26,2099-09-09,2021-07-09,2099-09-09,1,1,2021-06-09,2021-03-09
HDE0001156,EB21/0031,Bamberg,96052,Robert Bosch GmbH,A-01,2021-07-23,2099-09-09,2021-07-09,2099-09-09,1500,1500,2021-06-09,2021-08-20
GK00059100,EB21/2400,Sundern,59846,ON Metall GmbH,A-01,2021-08-13,2099-09-09,2021-08-31,2099-09-09,6,6,2021-08-30,2021-08-20
HES0054020,EB21/0798,Lippstadt,59552,Hella KGaA Hueck & Co.,A-01,2021-03-16,2021-06-07,2021-03-09,1753-01-01,40000,40000,2021-02-09,1753-01-01
HDE0H03452,EB21/2301,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-09-08,2021-06-09,2021-08-30,2021-06-09,795,795,2021-05-09,2021-06-09
HDE0H03448,EB21/2301,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-09-08,2021-06-09,2021-08-30,2021-06-09,160,160,2021-05-09,2021-06-09
HDE0H03449,EB21/2301,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-09-08,2021-06-09,2021-08-30,2021-06-09,800,800,2021-05-09,2021-06-09
HDE0H03450,EB21/2301,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-09-08,2021-06-09,2021-08-30,2021-06-09,800,800,2021-05-09,2021-06-09
HDE0H03451,EB21/2301,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-09-08,2021-06-09,2021-08-30,2021-06-09,636,636,2021-05-09,2021-06-09
HDE0H03453,EB21/2487,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-08-25,2021-06-09,2021-06-09,2021-06-09,954,954,2021-05-09,2021-06-09
HDE0H03454,EB21/2487,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-08-25,2021-06-09,2021-06-09,2021-06-09,948,948,2021-05-09,2021-06-09
HDE0H03455,EB21/2487,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-08-25,2021-06-09,2021-06-09,2021-06-09,632,632,2021-05-09,2021-06-09
17000140,EB21/1652,Lenzkirch,79853,Mesa Parts GmbH,B-01,2021-02-06,2021-07-09,2021-07-09,2099-09-09,1872,1872,2021-06-09,2021-07-09
01061657,EB21/1702,Reichshof - Eckenhagen,51574,Elektrisola GmbH & Co. KG,A-01,2021-04-06,2021-07-09,2021-07-09,2021-10-09,60,60,2021-06-09,2021-07-23
17200110,EB21/1788,Reichshof - Eckenhagen,51574,Elektrisola GmbH & Co. KG,A-01,2021-06-14,2021-10-09,2021-07-09,2021-10-09,204,204,2021-06-09,2021-10-09
17200137,EB21/2150,Eningen,72800,Adelhelm LubriCoat GmbH,A-01,2021-07-22,2021-07-09,2021-07-09,2021-07-09,19828,19828,2021-06-09,2021-08-27
29200008,EB21/2548,Oranienburg,16515,SURFACED GmbH,A-01,2021-08-31,2099-09-09,2021-07-09,2099-09-09,3000,3000,2021-06-09,2021-10-09
HDE0001158,EB21/0033,Bamberg,96052,Robert Bosch GmbH,A-01,2021-10-06,2099-09-09,2021-07-09,2099-09-09,1500,1500,2021-06-09,2021-08-20
25000001,EB20/1929,Bydgoszcz,85-825,TE Connectivity Solutions GmbH,A-01,2021-07-15,2021-07-09,2021-07-09,2021-10-09,1188900,1188900,2021-06-09,2021-08-10
NW00000500,EB21/2111,Isernhagen,30916,Nordpack GmbH,B-01,2021-05-08,2021-02-09,2021-08-09,2021-02-09,13200,13200,2021-08-31,2021-02-09
