article_no,reorder_qty,last_date_modified
WZ11499,0,2020-11-29
WZ11500,0,2020-11-29
WZ11501,0,2020-11-29
WZ11502,0,2020-11-29
WZ11503,0,2020-11-29
WZ11504,0,2020-11-29
WZ11505,0,2020-11-29
WZ11506,0,2020-11-29
WZ11507,0,2020-11-29
WZ11508,0,2020-11-29
WZ11509,0,2020-11-29
WZ11510,0,2020-11-29
WZ11511,0,2020-11-29
WZ11512,0,2020-11-29
WZ11513,0,2020-11-29
WZ11514,0,2020-11-29
WZ11515,0,2020-11-29
WZ11516,0,2020-11-29
WZ11517,0,2020-11-29
WZ11518,0,2020-11-29
WZ11519,0,2020-11-29
WZ11520,0,2020-11-29
WZ11521,0,2020-11-29
WZ11522,0,2020-11-29
WZ11523,0,2020-11-29
WZ11524,0,2020-11-29
WZ11525,0,2020-11-29
WZ11526,0,2020-11-29
WZ11528,0,2020-11-29
WZ11529,0,2020-11-29
WZ11530,0,2020-11-29
WZ11531,0,2020-11-29
WZ11532,0,2020-11-29
WZ11533,0,2020-11-29
WZ11534,0,2020-11-29
WZ11535,0,2020-11-29
WZ11536,0,2020-11-29
WZ11537,0,2020-11-29
WZ11538,0,2020-11-29
WZ11539,0,2020-11-29
WZ11540,0,2020-11-29
WZ11541,0,2020-11-29
WZ11542,0,2020-11-29
WZ11543,0,2020-11-29
WZ11545,0,2020-11-29
WZ11546,0,2020-11-29
WZ11547,0,2020-11-29
WZ11548,0,2020-11-29
WZ11549,0,2020-11-29
WZ11550,0,2020-11-29
WZ11551,0,2020-11-29
WZ11552,0,2020-11-29
WZ11553,0,2020-11-29
WZ11554,0,2020-11-29
WZ11555,0,2020-11-29
WZ11556,0,2020-11-29
WZ11559,0,2020-11-29
WZ11560,0,2020-11-29
WZ11561,0,2020-11-29
WZ11562,0,2020-11-29
WZ11563,0,2020-11-29
WZ11564,0,2020-11-29
WZ11565,0,2020-11-29
WZ11566,0,2020-11-29
WZ11567,0,2020-11-29
WZ11569,0,2020-11-29
WZ11572,0,2020-11-29
WZ11573,0,2020-11-29
WZ11574,0,2020-11-29
WZ11575,0,2020-11-29
WZ11577,0,2020-11-29
WZ11584,0,2020-11-29
WZ11585,0,2020-11-29
WZ11586,0,2020-11-29
WZ20495,0,2020-11-29
WZ20635,0,2020-11-29
WZ20802,0,2020-11-29
WZ20803,0,2020-11-29
WZ20804,0,2020-11-29
WZ20805,0,2020-11-29
WZ20806,0,2020-11-29
WZ20807,0,2020-11-29
WZ20808,0,2020-11-29
WZ20809,0,2020-11-29
WZ20810,0,2020-11-29
WZ20811,0,2020-11-29
WZ20812,0,2020-11-29
WZ20813,0,2020-12-15
WZ20814,0,2020-11-29
WZ20815,0,2020-11-29
WZ20816,0,2020-11-29
WZ20817,0,2020-11-29
WZ20818,0,2020-12-15
WZ20819,0,2020-11-29
WZ20823,0,2020-11-29
WZ20826,0,2020-11-29
WZ20827,0,2020-11-29
WZ20828,0,2020-11-29
WZ20829,0,2020-11-29
WZ20830,0,2020-11-29
WZ20831,0,2020-11-29
WZ20832,0,2020-11-29
WZ20833,0,2020-11-29
WZ20834,0,2020-11-29
WZ20835,0,2020-11-29
WZ20836,0,2020-11-29
WZ20838,0,2020-11-29
WZ20839,0,2020-11-29
WZ20841,0,2020-12-15
WZ20843,0,2020-11-29
WZ20844,0,2020-11-29
WZ20845,0,2020-11-29
WZ20846,0,2020-11-29
WZ20847,0,2020-11-29
WZ20848,0,2020-11-29
WZ20849,0,2020-11-29
WZ20850,0,2020-11-29
WZ20853,0,2020-11-29
WZ20854,0,2020-11-29
WZ20855,0,2020-11-29
WZ20856,0,2020-11-29
WZ20857,0,2020-11-29
WZ20858,0,2020-11-29
WZ20859,0,2020-11-29
WZ20860,0,2020-11-29
WZ20861,0,2020-11-29
WZ20862,0,2020-11-29
WZ20863,0,2020-11-29
WZ20864,0,2020-11-29
WZ20865,0,2020-11-29
WZ20866,0,2020-11-29
WZ20867,0,2020-11-29
WZ20871,0,2020-11-29
WZ20872,0,2020-11-29
WZ20873,0,2020-11-29
WZ20875,0,2020-11-29
WZ20878,0,2020-11-29
WZ20879,0,2020-11-29
WZ20880,0,2020-11-29
WZ20884,0,2020-11-29
WZ20886,0,2020-11-29
WZ20887,0,2020-11-29
WZ20888,0,2020-11-29
WZ20890,0,2020-11-29
WZ20891,0,2020-11-29
WZ20892,0,2020-11-29
WZ20895,0,2020-11-29
WZ20907,0,2020-11-29
WZ20908,0,2020-11-29
WZ20909,0,2020-11-29
WZ20910,0,2020-11-29
WZ20911,0,2020-11-29
WZ20912,0,2020-11-29
WZ20913,0,2020-11-29
WZ20916,0,2020-11-29
WZ20924,0,2020-11-29
WZ20925,0,2020-11-29
WZ20926,0,2020-11-29
WZ20928,0,2020-11-29
WZ20934,0,2020-11-29
WZ20937,0,2020-11-29
WZ20969,0,2020-11-29
WZ20970,0,2020-11-29
WZ20971,0,2020-11-29
WZ20972,0,2020-11-29
WZ20973,0,2020-11-29
WZ20974,0,2020-11-29
WZ20975,0,2020-11-29
WZ20976,0,2020-11-29
WZ20977,0,2020-11-29
WZ20978,0,2020-11-29
WZ20979,0,2020-11-29
WZ20980,0,2020-11-29
WZ20981,0,2020-11-29
WZ20982,0,2020-11-29
WZ20983,0,2020-11-29
WZ20984,0,2020-11-29
WZ20985,0,2020-11-29
WZ20986,0,2020-11-29
WZ20987,0,2020-11-29
WZ20988,0,2020-11-29
WZ20989,0,2020-11-29
WZ20990,0,2020-11-29
WZ20991,0,2020-12-18
WZ20992,0,2020-12-18
WZ20993,0,2020-12-18
WZ20994,0,2020-11-29
WZ20995,0,2020-11-29
WZ20996,0,2020-11-29
WZ21007,0,2020-11-29
WZ21008,0,2020-11-29
WZ21009,0,2020-11-29
WZ21010,0,2020-11-29
WZ21017,0,2020-11-29
WZ21019,0,2020-11-29
WZ21023,0,2020-11-29
WZ21024,0,2020-11-29
WZ21025,0,2020-11-29
WZ21026,0,2020-11-29
WZ21027,0,2020-11-29
WZ21028,0,2020-11-29
WZ21032,0,2020-11-29
WZ21033,0,2020-11-29
WZ21034,0,2020-11-29
WZ21037,0,2020-11-29
WZ21041,0,2020-11-29
WZ21046,0,2020-11-29
WZ21048,0,2020-11-29
WZ21050,0,2020-11-29
WZ21055,0,2020-11-29
WZ21057,0,2020-11-29
WZ21061,0,2020-11-29
WZ21064,0,2020-11-29
WZ21065,0,2020-11-29
WZ21069,0,2020-11-29
WZ21070,0,2020-11-29
WZ21071,0,2020-11-29
WZ21072,0,2020-11-29
WZ21085,0,2020-11-29
WZ21086,0,2020-11-29
WZ21087,0,2020-11-29
WZ21088,0,2020-11-29
WZ21089,0,2020-12-15
WZ21090,0,2020-11-29
WZ21091,0,2020-11-29
WZ21092,0,2020-11-29
WZ21093,0,2020-11-29
WZ21094,0,2020-11-29
WZ21095,0,2020-11-29
WZ21096,0,2020-11-29
WZ21097,0,2020-11-29
WZ21098,0,2020-11-29
WZ21099,0,2020-11-29
WZ21100,0,2020-11-29
WZ21101,0,2020-11-29
WZ21102,0,2020-11-29
WZ21103,0,2020-11-29
WZ21104,0,2020-11-29
WZ21105,0,2020-11-29
WZ21106,0,2020-11-29
WZ21107,0,2020-11-29
WZ21108,0,2020-11-29
WZ21110,0,2020-11-29
WZ21111,0,2020-11-29
WZ21116,0,2020-11-29
WZ21118,0,2020-11-29
WZ21119,0,2020-11-29
WZ21120,0,2020-11-29
WZ21121,0,2020-11-29
WZ21122,0,2020-11-29
WZ21123,0,2020-11-29
WZ21125,0,2020-11-29
WZ21126,0,2020-11-29
WZ21127,0,2020-11-29
WZ21128,0,2020-11-29
WZ21129,0,2020-11-29
WZ21130,0,2020-11-29
WZ21131,0,2020-11-29
WZ21132,0,2020-11-29
WZ21133,0,2020-11-29
WZ21134,0,2020-11-29
WZ21135,0,2020-11-29
WZ21136,0,2020-11-29
WZ21137,0,2020-11-29
WZ21138,0,2020-11-29
WZ30158,0,2020-11-29
WZ30159,0,2020-11-29
WZ30160,0,2020-11-29
WZ30161,0,2020-11-29
WZ30211,0,2020-11-29
WZ30212,0,2020-11-29
WZ30213,0,2020-11-29
WZ30214,0,2020-11-29
WZ30215,0,2020-11-29
WZ30216,0,2020-11-29
WZ30217,0,2020-11-29
WZ30218,0,2020-11-29
WZ30219,0,2020-11-29
WZ30221,0,2020-11-29
WZ30222,0,2020-11-29
WZ30223,0,2020-11-29
X27603474,1,2020-11-29
X498333,20000,2020-11-29
ZE00000001-E,1,2020-11-29
ZE00000002-E,1,2020-11-29
ZE00000004,0,2020-11-29
ZE00000005,0,2020-11-29
ZE00000006,0,2020-11-29
ZE00000007,0,2020-11-29
ZE00070990,0,2020-11-29
ZE00070992,0,2020-11-29
ZE00071019,0,2020-11-29
ZE00071390,0,2020-11-29
ZE00600000,0,2020-11-29
ZE00604595-1,1,2020-11-29
ZE00605527,1,2020-11-29
ZE00605988,0,2020-11-29
ZE00607018,0,2020-11-29
ZE00700100,0,2020-11-29
ZE00700101,0,2020-11-29
ZE00700102,0,2020-11-29
ZE00700103,0,2020-11-29
ZE00700104,20000,2020-11-29
ZE00700105,0,2020-11-29
ZE00700106,18000,2020-11-29
ZE00700107,0,2020-11-29
ZE00700108,0,2020-11-29
ZE00700109,0,2020-11-29
ZE00700110,0,2020-11-29
ZE00700111,0,2020-11-29
ZE00700112,10000,2020-11-29
ZE00700113,0,2020-11-29
ZE00700114,0,2020-11-29
ZE00700115,0,2020-11-29
ZE00859126,0,2020-11-29
ZE00859127,0,2020-11-29
ZE00859128,4000,2020-11-29
ZE00859129,0,2020-11-29
ZE00859130,0,2020-11-29
ZE00859131,0,2020-11-29
ZE00859132,0,2020-11-29
ZE00859133,0,2020-11-29
ZE00859136,0,2020-11-29
ZE00859137,0,2020-11-29
ZE00859145,0,2020-11-29
ZE00859146,0,2020-11-29
ZE00859147,0,2020-11-29
ZE00859148,0,2020-11-29
ZE00859149,0,2020-11-29
ZE00859156,0,2020-11-29
ZE00859157,0,2020-11-29
ZE00859158,0,2020-11-29
ZE00859159,0,2020-11-29
ZE00859160,0,2020-11-29
ZE00859440,0,2020-11-29
ZE00859507,0,2020-11-29
ZE00859667,0,2020-11-29
ZE00859668,0,2020-11-29
ZE00859669,0,2020-11-29
ZE00859671,0,2020-11-29
ZE00859700,125000,2020-11-29
ZE00859800,125000,2020-11-29
ZEMAGRPSER,0,2020-11-29
ZEMAU407-2,0,2020-11-29
ZEMAU701-2,0,2020-11-29
ZEMPD701-2,0,2020-11-29
ZEMZUSCHLA,0,2020-11-29
ZEV0112521,0,2020-11-29
ZEV0604641,0,2020-11-29
ZEV0604642,0,2020-11-29
ZEV0605676,0,2020-11-29
ZEV0605858,0,2020-11-29
ZEV0605989,0,2020-11-29
ZEV0606443,0,2020-11-29
ZEV0606943,0,2020-11-29
ZEV0606950,0,2020-11-29
ZEV0606952,0,2020-11-29
ZEV0606955,0,2020-11-29
ZEV0700010,0,2020-11-29
ZEV0800010,0,2020-11-29
ZG00000010,0,2020-11-29
ZG00000020,0,2020-11-29
ZG00000030,0,2020-11-29
ZG00000030-1,0,2020-11-29
ZG00000040,0,2020-11-29
ZG00000040-1,0,2020-11-29
ZG00000050,0,2020-11-29
ZG00000060-1,0,2020-11-29
ZG00000080-1,0,2020-11-29
ZG00000100,0,2020-11-29
ZG00000110,0,2020-11-29
ZG00002000,0,2020-11-29
ZG00002002,2000,2020-11-29
ZG00002003,2100,2020-11-29
ZG00002005,2000,2020-11-29
ZG00002006,0,2020-11-29
ZG00002008,0,2020-11-29
ZG00002009,2000,2020-11-29
ZG00002010,1050,2020-11-29
ZG00002011,0,2020-11-29
ZG00002012,1000,2020-11-29
ZG00002015,2000,2020-11-29
ZG00002016,2000,2020-11-29
ZG00002017,0,2020-11-29
ZG00002018,0,2020-11-29
ZG00002019,0,2020-11-29
ZG00002020,0,2020-11-29
ZG00002021,0,2020-11-29
ZG00002022,0,2020-11-29
ZG00002023,0,2020-11-29
ZG00002024,0,2020-11-29
ZG00002025,100,2020-11-29
ZG00003002,5000,2020-11-29
ZG00003003,1000,2020-11-29
ZG00003008,1000,2020-11-29
ZG00003011,4000,2020-11-29
ZG00003013,500,2020-11-29
ZG00003014,2000,2020-11-29
ZG00003015,1000,2020-11-29
ZG00003016,1000,2020-11-29
ZG00003017,1000,2020-11-29
ZG00003018,1000,2020-11-29
ZG00003020,1000,2020-11-29
ZG00003021,2000,2020-11-29
ZG00003022,0,2020-11-29
ZG00003023,1600,2020-11-29
ZG00003024,0,2020-11-29
ZG00003025,200,2020-11-29
ZG00003027,0,2020-11-29
ZG00003029,500,2020-11-29
ZG00003030,1000,2020-11-29
ZG00003032,200,2020-11-29
ZG00003034,100,2020-11-29
ZG00003036,100,2020-11-29
ZG00003038,0,2020-11-29
ZG00003039,0,2020-11-29
ZG00003040,500,2020-11-29
ZG00003044,1000,2020-11-29
ZG00003045,20000,2020-11-29
ZG00003046,100,2020-11-29
ZG00003048,1000,2020-11-29
ZG00003049,0,2020-11-29
ZG00003050,0,2020-11-29
ZG00003051,1000,2020-11-29
ZG00003059,2000,2020-11-29
ZG00003060,1500,2020-11-29
ZG00003063,200,2020-11-29
ZG00003064,0,2020-11-29
ZG00003065,650,2020-11-29
ZG00003067,100,2020-11-29
ZG00003069,100,2020-11-29
ZG00003071,200,2020-11-29
ZG00003073,200,2020-11-29
ZG00003074,0,2020-11-29
ZG00003075,400,2020-11-29
ZG00003076,0,2020-11-29
ZG00003077,0,2020-11-29
ZG00003078,400,2020-11-29
ZG00003079,500,2020-11-29
ZG00003080,320,2020-11-29
ZG00003081,600,2020-11-29
ZG00003084,1000,2020-11-29
ZG00003086,500,2020-11-29
ZG00003088,750,2020-11-29
ZG00003089,750,2020-11-29
ZG00003094,20000,2020-11-29
ZG00003095,0,2020-11-29
ZG00003096,0,2020-11-29
ZG00003097,0,2020-11-29
ZG00003098,0,2020-11-29
ZG00003099,0,2020-11-29
ZG00003100,1000,2020-11-29
ZG00003101,1000,2020-11-29
ZG00003103,0,2020-11-29
ZG00003104,500,2020-11-29
ZG00003105,500,2020-11-29
ZG00003107,2000,2020-11-29
ZG00003107-1,2000,2020-11-29
ZG00003108-1,0,2020-11-29
ZG00003109,0,2020-11-29
ZG00003110,5000,2020-11-29
ZG00003111,10000,2020-11-29
ZG00003112,0,2020-11-29
ZG00003113,5000,2020-11-29
ZG00003114,500,2020-11-29
ZG00003115,500,2020-11-29
ZG00003116,500,2020-11-29
ZG00003117,500,2020-11-29
ZG00003118,600,2020-11-29
ZG00003119,10000,2020-11-29
ZG00003120,20000,2020-11-29
ZG00003121,400,2020-11-29
ZG00003122,750,2020-11-29
ZG00003123,0,2020-11-29
ZG00003124,0,2020-11-29
ZG00003125,1000,2020-11-29
ZG00003126,500,2020-11-29
ZG00003128,0,2020-11-29
ZG00003129,8000,2020-11-29
ZG00003130,0,2020-11-29
ZG00003131,0,2020-11-29
ZG00003133,0,2020-11-29
ZG00005001,0,2020-11-29
ZG00005002,0,2020-11-29
ZG00005003,0,2020-11-29
ZG00005004,0,2020-11-29
ZG00005005,0,2020-11-29
ZG00005006,0,2020-11-29
ZG00006001,0,2020-11-29
ZG00031131,0,2020-11-29
ZG00032129,0,2020-11-29
ZG00032130,0,2020-11-29
ZG00032132,0,2020-11-29
ZG00032133,0,2020-11-29
ZG00032134,0,2020-11-29
ZG00032135,0,2020-11-29
ZG00972070,0,2020-11-29
ZGV0000010,0,2020-11-29
ZGV0000015,0,2020-11-29
ZGV0000016,0,2020-11-29
ZGV0000017,0,2020-11-29
ZGV0000018,0,2020-11-29
ZGV0000020,0,2020-11-29
ZGV0000021,0,2020-11-29
ZGV0000022,0,2020-11-29
ZGV0000023,0,2020-11-29
ZGV0000031,0,2020-11-29
ZGV0000032,0,2020-11-29
ZGV0000036,0,2020-11-29
ZGV0000040,0,2020-11-29
ZGV0000061,0,2020-11-29
ZGV0000100,0,2020-11-29
ZGV00003129,0,2020-11-29
ZGV0001800,0,2020-11-29
ZGV0001900,0,2020-11-29
ZGV0002000,0,2020-11-29
ZGV0002500,0,2020-11-29
ZGV0002700,0,2020-11-29
ZGV0003010,0,2020-11-29
ZGV0003019,0,2020-11-29
ZGV0003063,0,2020-11-29
ZGV0003064,0,2020-11-29
ZGV0003129,0,2020-11-29
ZGV0003130,0,2020-11-29
ZGV0003131,0,2020-11-29
ZGV0003132,0,2020-11-29
ZGV0003133,0,2020-11-29
ZGV0003137,0,2020-11-29
ZGV0003139,0,2020-11-29
ZGV0005009,0,2020-11-29
ZGV0006000,0,2020-11-29
ZGV0009001,0,2020-11-29
ZGV0111003,0,2020-11-29
ZGV0206001,0,2020-11-29
ZGV0210009,0,2020-11-29
ZGV0329029,0,2020-11-29
ZGV0431330,0,2020-11-29
ZGV0477018,0,2020-11-29
ZGV0500214,0,2020-11-29
ZGV0500233,0,2020-11-29
ZGV0500267,0,2020-11-29
ZGV0650618,0,2020-11-29
ZGV0972070,0,2020-11-29
ZS00101040,0,2020-11-29
ZS00101064,0,2020-11-29
ZS00140017,0,2020-11-29
ZS00140032,0,2020-11-29
ZS00140037,0,2020-11-29
ZS00140038,0,2020-11-29
ZS00150042,0,2020-11-29
ZS00210002,0,2020-11-29
ZS00558004,0,2020-11-29
ZS00617001,0,2020-11-29
ZSV0140400,0,2020-11-29
ZSV0140401,0,2020-11-29
ZSV0140410,0,2020-11-29
ZSV0140411,0,2020-11-29
ZSV0140420,0,2020-11-29
ZSV0140421,0,2020-11-29
ZSV0140430,0,2020-11-29
ZSV0140431,0,2020-11-29
ZSV0140440,0,2020-11-29
ZSV0140441,0,2020-11-29
VW00000002,0,2021-11-01
VW00312032,1000,2021-11-01
BI00006372,0,2020-11-29
M0000101,0,2020-11-29
KU00082022,0,2021-12-01
KU00082025,200,2021-12-01
KU00082028-1,0,2021-12-01
WZ11441,0,2021-12-01
KU00015733,500,2020-11-29
KU00021880,5000,2020-11-29
KU00031877,1000,2020-11-29
KU00016920,30,2020-11-29
KU00070941,0,2020-11-29
ABB0038951-1,0,2020-11-29
ABBV000455,0,2020-11-29
ABBV000558,0,2020-12-22
M20010006,0,2020-11-29
18201325,0,2021-01-14
18201322,0,2021-01-14
18201324,0,2021-01-14
18201001,5,2021-01-14
18201320,0,2021-01-14
KU00000027,0,2020-11-29
KU00022434,0,2020-11-29
KUERS7440,0,2020-11-29
WZ11587,0,2021-01-14
18201035,5,2020-11-29
M20010412,0,2021-01-18
M20010413,0,2021-01-18
HDE0000028,5,2021-01-19
150000021,20000,2020-11-29
15000036,1000,2020-11-29
S1 0-1412411-4,15000,2020-11-29
M080000071,0,2020-11-29
18201328,0,2021-01-15
25100008,0,2020-11-29
S1 1-1393536-5,100,2020-11-29
000209847,1,2021-01-22
00084271,100,2020-11-29
01068334,20,2020-11-29
KP0068B039,0,2021-01-25
KP0161B039,0,2021-01-26
KP0A63B140,0,2021-01-26
KPV0000001,0,2021-01-26
KPV0000003,0,2021-01-26
KPV0000016,0,2021-01-26
KPV0000017,0,2021-01-26
KP0A63B137,0,2021-01-26
KP0A65B002,0,2021-01-26
17000175,600,2020-11-29
17000116,1000,2020-11-29
WZ10176,0,2021-01-26
BI00290085,0,2020-11-29
BI00342316,0,2020-11-29
WZ21112,0,2021-01-26
WZ21113,0,2021-01-26
WZ21114,0,2021-01-26
BI00000003,0,2020-11-29
BI00098065,0,2020-11-29
BI00099050,0,2020-11-29
BI00099162,200,2020-11-29
BI00220469,100,2020-11-29
BI00251073,0,2020-11-29
BI00591276,0,2020-11-29
BI00608210,0,2020-11-29
BI00102352,0,2020-11-29
BI00102360,0,2020-11-29
BI00382085,0,2020-11-29
BI00463078,100,2020-11-29
BI00500974,100,2020-11-29
BI00591273,0,2020-11-29
BI00625008,100,2020-11-29
BI00006386,0,2020-11-29
BI00006411,0,2020-11-29
M080000067,0,2020-11-29
18201006,5,2020-11-29
HD00320004-1,0,2020-11-29
HDE0H03460,156,2020-11-29
KUV0058060,0,2020-11-29
MV0800004,0,2020-11-29
00981502,100,2021-01-27
RA00000390,0,2021-01-28
RA00000420,0,2021-01-28
02286133,50,2020-11-29
00485342,5,2020-11-29
00542707,5,2020-11-29
90080883,5,2020-11-29
90300707,5,2020-11-29
MV00402003,0,2020-11-29
MV00403605,0,2020-11-29
MV00498542,0,2020-11-29
00119955,50,2020-11-29
48034246,0,2020-11-29
58019066,0,2020-11-29
MV00120029,0,2020-11-29
ZG00000080,0,2020-11-29
00980071,15,2021-01-29
00980399,10,2020-11-29
KUV0016857,0,2020-11-29
M20020144-1,3,2020-11-29
M20020277,0,2020-11-29
ZG00003005,1000,2020-11-29
ZG00003057,0,2020-11-29
00542410,40,2020-11-29
M20020025,50,2020-07-12
M20020163,1,2020-11-29
M20020166,2,2020-11-29
M20020227,5,2020-11-29
WA00400246,0,2020-11-29
ZG00003019,1000,2020-11-29
00029447,5,2020-11-29
05934184,5,2020-11-29
M0000106,0,2020-11-29
22V00389,0,2021-03-02
WZ21039,0,2021-03-02
WZ21038,0,2021-03-02
15000039,0,2020-11-29
00301338,0,2020-07-12
KP0064C118,0,2021-03-02
WZ10014,0,2021-04-02
WZ21124,0,2021-04-02
22001661,0,2020-01-12
AS90526012,0,2020-11-29
KS90520701,0,2020-11-29
15000038,360,2020-11-29
15000063,200,2020-11-29
DD00106080,6000,2020-11-29
ZG00003047,0,2020-11-29
05920076,40,2020-11-29
DD00619014,2000,2020-11-29
RB00491999,5000,2020-11-29
ZG00003062,0,2020-11-29
90102168,5,2020-11-29
DDV0121006,0,2020-11-29
KPV0000082,0,2020-11-29
HD00034020,500,2021-09-02
22V00393,0,2021-09-02
WB00000001,2500,2020-11-29
22V00319,0,2021-10-02
15001002,0,2020-11-29
KS00505703,1000,2021-11-02
AS00526009,1400,2021-11-02
KUV0010721,100,2021-11-02
KS00355701,1000,2020-11-29
38001148,70000,2020-11-29
19800062,125,2020-11-29
90201949,5,2020-11-29
TR00000002,0,2021-12-02
M20020029,25,2020-11-29
M0000007,0,2021-02-15
M0000157,0,2021-02-15
18201219,0,2021-02-15
M20010078,0,2020-11-29
ABB0038943-1,0,2020-11-29
18201034,5,2020-11-29
KU00022025,40000,2020-11-29
WB00000055,100,2020-11-29
AS00526012,0,2020-11-29
ZG00003037,800,2020-11-29
AS00505060-1,300,2020-11-29
KS00520723-1,0,2020-11-29
KS00525767-1,0,2020-11-29
TF00000001,192000,2020-11-29
M0000116,25,2020-11-29
MS00419021,0,2020-11-29
S1 0-1393557-5,2400,2020-11-29
KU00082020,0,2020-11-29
00987514,10,2020-11-29
ABB0000003,10,2020-11-29
MVV120029B,0,2021-02-24
MVV120029K,0,2021-02-24
WB00000023,25000,2020-11-29
WB00000027,0,2020-11-29
WZ20883,0,2021-02-19
WZ21054,0,2021-02-19
WZ20525,0,2021-02-16
WZ20571,0,2021-02-19
WZ20573,0,2021-02-19
WZ20574,0,2021-02-19
WZ20868,0,2021-02-19
WZ20869,0,2021-02-16
WZ20870,0,2021-02-16
WZ20874,0,2021-02-19
WZ20876,0,2021-02-19
WZ20882,0,2021-02-19
WZ20885,0,2021-02-19
WZ20943,0,2021-02-19
WZ20944,0,2021-02-16
WZ20948,0,2021-02-19
WZ20949,0,2021-02-19
WZ20954,0,2021-02-19
WZ21020,0,2021-02-16
WZ21021,0,2021-02-16
WZ21049,0,2021-02-16
WZ21051,0,2021-02-16
WZ21052,0,2021-02-19
WZ21056,0,2021-02-19
WZ21062,0,2021-02-19
WZ21063,0,2021-02-19
HD90034020,0,2020-11-29
ABB0365019,0,2020-11-29
19100015,0,2020-11-29
ZEMAURPSER,0,2020-11-29
WA00400380,0,2021-02-26
M20020343,25,2021-02-03
00211827,5000,2020-11-29
22000787,0,2020-11-29
22000809,20000,2020-11-29
22001372,32,2020-11-29
BI00102450,0,2020-11-29
WB00000025,0,2021-01-18
00001111,0,2020-11-29
00082555,50,2020-11-29
48019957,0,2020-11-29
WB00000044,0,2020-11-29
ABBV000206,0,2020-11-29
EAV036624R,0,2021-02-03
EAV038400A,0,2021-02-03
00172920,500,2021-02-03
00172931,500,2021-02-03
27602024,10000,2020-11-29
BI00411022,0,2020-11-29
HD00750059,200,2020-11-29
M20020352,0,2020-11-29
KU00000021,0,2020-11-29
KU00022169,0,2020-11-29
KU00045344,500,2020-11-29
KUIA2-AC/DC,0,2020-11-29
WA00403729,0,2020-11-29
00033473,5,2020-11-29
00308583,5,2021-02-26
00411631,5,2020-11-29
18201297,0,2021-03-03
WZ20519,0,2020-11-29
WZ20881,0,2020-11-29
WZ21058,0,2020-11-29
18201102,5,2020-11-29
19100078,0,2020-11-29
KUV0011642,0,2020-11-29
ABBV000234,0,2021-04-03
00144067,50,2020-11-29
90099000,5,2020-11-29
ABBV000118,0,2020-11-29
KP00001073,0,2020-11-30
MS04210046,288,2020-11-29
RS00404387,8000,2020-11-29
18201296,0,2021-02-22
90059466,5,2020-11-29
90085866,5,2020-11-29
18201271,0,2021-10-03
KS00525791-1,0,2020-11-29
22000913,2000,2021-11-03
22000912,3800,2021-11-03
01061597,30,2020-11-29
29200510,500,2020-11-29
38003402,2000,2021-03-15
38003424,5000,2021-03-15
38004722,500,2021-03-15
S1 2-1393536-1,100,2021-03-15
M20010414,8000,2021-03-15
M20010416,8000,2021-03-15
00368636,650,2020-11-29
M20010023-1,0,2020-11-29
S1 0-0973058-3,600,2020-11-29
18201154,0,2020-11-29
90039446,5,2020-11-29
WZ11558,0,2020-11-29
KP0064C050,10500,2020-11-30
ABB0038943-2,0,2021-02-16
00982402,10,2020-11-29
HDE0000037,4,2020-11-29
WZ21059,0,2020-11-29
01061844,0,2020-11-29
38002524,8000,2020-11-29
KU00323015,0,2021-03-22
KU00020948-2,0,2021-03-22
KU00313906,0,2021-03-22
WZ20825,0,2020-11-29
WZ20820,0,2020-11-29
WZ20821,0,2020-11-29
WZ20822,0,2020-11-29
WZ20824,0,2020-11-29
M20020100,100,2021-12-01
29300247,0,2020-11-29
29300258,1000,2020-11-29
29300269,4000,2020-11-29
29300291,0,2020-11-29
ABBV000159,0,2020-11-29
MV00491934,1000,2021-03-23
18201047,5,2020-11-29
18201097,5,2021-03-18
18201272,0,2020-11-29
WZ21139,0,2021-03-24
WZ21043,0,2021-03-24
WZ21040,0,2021-03-24
WZ21045,0,2021-03-24
WZ21047,0,2021-03-24
19800027,0,2020-11-29
26003001,10000,2020-11-29
26003003,1000,2020-11-29
26001007,0,2020-11-29
26003036,0,2020-11-29
26003037,0,2020-11-29
HDEV008000,0,2020-11-29
WZ20012,0,2021-03-25
WZ20363,0,2021-03-25
MV00300510,0,2021-03-25
TH00000C0400,0,2020-11-29
TH00000C0300,0,2020-11-29
TH00000C0540,0,2020-11-29
TH00000C0576,0,2020-11-29
KP0064C061,2000,2020-11-29
TH00000B0300,0,2020-11-29
TH00000CS516,0,2020-11-29
00516681,0,2020-11-29
00115368,5,2020-11-29
24000054,60,2021-10-03
26002008,0,2020-11-29
90080762,4,2020-11-29
90300718,5,2020-11-29
ABBV000129,0,2020-11-29
ABBV000154,0,2020-11-29
ABBV002002,0,2020-11-29
THV0000AOU15,0,2020-11-29
THV0000MU08,0,2020-11-29
THV0000OU08,0,2020-01-12
WA00100000,0,2021-03-26
WA00172000,0,2021-03-26
WA00430000,0,2021-03-26
WA00491946,0,2021-03-26
WA00491947,0,2021-03-26
WA00497930,0,2021-03-26
WA00861000,0,2021-03-26
DR01060003,0,2021-03-26
M20020357,250,2021-03-26
WZ10123,0,2020-11-29
05932951,1,2020-11-29
05932954,1,2020-11-29
05932955,1,2020-11-29
05932947,0,2020-11-29
WA00403902,5000,2021-03-26
WA00492012,1000,2021-03-26
WA00492013,1000,2021-03-26
WA00492070,0,2021-03-26
