vendor_no,vendor_name,order_no,delivery_no,city,postcode,country,longitude,latitude,expected_date,order_date,posting_date,promised_date,requested_date,delivery_date,region,days_variance,otd_ld
K00633,Teltower Diakon. Werkstätten,EB21/3155,O3 1393582-4,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2021-11-15,2021-01-11,2021-11-15,2021-11-15,2021-11-15,2021-11-14,Germany,1,On-Time Delivery
K00633,Teltower Diakon. Werkstätten,EB21/3155,25000040,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2021-11-15,2021-08-11,2021-11-15,2021-11-15,2021-11-15,2021-11-14,Germany,1,On-Time Delivery
K00633,Teltower Diakon. Werkstätten,EB21/3155,90401324,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2021-11-15,2021-10-25,2021-11-15,2021-11-15,2021-11-15,2021-11-14,Germany,1,On-Time Delivery
K00633,Teltower Diakon. Werkstätten,EB21/3155,O3 1-1393565-9,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2021-11-15,2021-01-11,2021-11-15,2021-11-15,2021-11-15,2021-11-14,Germany,1,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB21/0813,DMR0000001,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-10-22,2021-03-19,2021-12-11,2021-10-22,2021-05-07,2021-11-11,Germany,-20,Late Delivery
K04074,Hoffmann GmbH,EB21/2446,DR00190012,Pforzheim,75177,Germany,8.71097272365639,48.9121466014888,2021-10-29,2021-08-19,2021-11-15,2021-10-29,2021-10-29,2021-11-11,Germany,-13,Late Delivery
K04152,Klumpp GmbH & Co. KG,EB21/2962,HDE0H03446,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2021-12-11,2021-04-10,2021-12-11,2021-12-11,2021-12-11,2021-11-11,Germany,30,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB21/2962,HDE0H03449,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2021-12-11,2021-04-10,2021-12-11,2021-12-11,2021-12-11,2021-11-11,Germany,30,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB21/2962,HDE0H03450,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2021-12-11,2021-04-10,2021-12-11,2021-12-11,2021-12-11,2021-11-11,Germany,30,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB21/2962,HDE0H03452,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2021-12-11,2021-04-10,2021-12-11,2021-12-11,2021-12-11,2021-11-11,Germany,30,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB21/2962,HDE0H03453,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2021-12-11,2021-04-10,2021-12-11,2021-12-11,2021-12-11,2021-11-11,Germany,30,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB21/2962,HDE0H03454,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2021-12-11,2021-04-10,2021-12-11,2021-12-11,2021-12-11,2021-11-11,Germany,30,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB21/2962,HDE0H03455,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2021-12-11,2021-04-10,2021-12-11,2021-12-11,2021-12-11,2021-11-11,Germany,30,On-Time Delivery
K04152,Klumpp GmbH & Co. KG,EB21/2962,HDE0H03456,Bretten,75015,Germany,8.70609866530866,49.0447225640361,2021-12-11,2021-04-10,2021-12-11,2021-12-11,2021-12-11,2021-11-11,Germany,30,On-Time Delivery
K02747,PRETTL GmbH,EB21/3192,HDE0611700,Pfullingen,72793,Germany,9.21930540701823,48.4528374340342,2021-11-16,2021-03-09,2021-11-15,2021-11-16,2021-11-16,2021-11-14,Germany,2,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB21/2871,TF00000003,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-12-11,2021-09-23,2021-11-15,2021-12-11,2021-12-11,2021-11-14,Germany,27,On-Time Delivery
K00206,Kaiser & Waltermann GmbH,EB21/2552,KU00021686,Sunder/Amecke,59846,Germany,8.00446923438857,51.3128894759164,2021-12-11,2021-08-31,2021-11-15,2021-12-11,2021-12-11,2021-11-14,Germany,27,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB21/2173,TF00000002,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-11-16,2021-07-27,2021-11-15,2021-11-16,2021-10-29,2021-11-14,Germany,2,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB21/2423,TF00000002,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-11-16,2021-08-18,2021-11-15,2021-11-16,2021-10-22,2021-11-14,Germany,2,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB21/2423,TF00000002,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-11-16,2021-08-18,2021-11-15,2021-11-16,2021-10-22,2021-11-14,Germany,2,On-Time Delivery
K03192,ECOMAL Europe GmbH,EB21/1878,18000013,Kirchzarten,79199,Germany,7.95519556480059,47.9625405283449,2021-11-19,2021-06-23,2021-11-16,2021-11-19,2021-08-20,2021-11-15,Germany,4,On-Time Delivery
K03192,ECOMAL Europe GmbH,EB21/1878,18000013,Kirchzarten,79199,Germany,7.95519556480059,47.9625405283449,2021-12-11,2021-10-08,2021-11-16,2021-12-11,2021-11-19,2021-11-15,Germany,26,On-Time Delivery
K00943,FONDERIA MARCHESI S.P.A.,EB21/1844,KP0064B313,Tione di Trento,IT-38079,Italy,,,2021-11-15,2021-06-18,2021-11-16,2021-11-15,2021-07-16,2021-11-15,Europe,0,On-Time Delivery
K04729,Quittenbaum GmbH,EB21/1670,HDE0H27002,Schönau a. K.,83471,Germany,12.9834779757673,47.6009931642357,2021-05-11,2021-03-06,2021-12-11,2021-05-11,2021-05-11,2021-11-11,Germany,-184,Late Delivery
K02771,Erhard Fröhlich GmbH,EB21/1377,17000115,Herzogenaurach,91074,Germany,10.8782767021929,49.5720950133972,2021-11-19,2021-04-30,2021-11-17,2021-11-19,2021-08-31,2021-11-16,Germany,3,On-Time Delivery
K02771,Erhard Fröhlich GmbH,EB21/1448,22000636,Herzogenaurach,91074,Germany,10.8782767021929,49.5720950133972,2021-11-19,2021-06-05,2021-11-17,2021-11-19,2021-07-30,2021-11-16,Germany,3,On-Time Delivery
K02771,Erhard Fröhlich GmbH,EB21/1381,17000150,Herzogenaurach,91074,Germany,10.8782767021929,49.5720950133972,2021-11-15,2021-04-30,2021-11-17,2021-09-30,2021-08-20,2021-11-16,Germany,-47,Late Delivery
K04659,Robert Bosch GmbH,EB21/0033,HDE0001158,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-11-19,2021-06-10,2021-11-17,2021-11-19,2021-11-19,2021-11-16,Germany,3,On-Time Delivery
K02771,Erhard Fröhlich GmbH,EB21/1382,17000151,Herzogenaurach,91074,Germany,10.8782767021929,49.5720950133972,2021-11-30,2021-04-30,2021-11-17,2021-10-30,2021-09-17,2021-11-16,Germany,-17,Late Delivery
K04370,Gubesch Thermoforming GmbH,EB21/2874,O3 1498033-1,Wilhelmsdorf,91489,Germany,10.7355168703528,49.5784399913823,2021-11-19,2021-09-24,2021-11-17,2021-11-19,2021-11-19,2021-11-16,Germany,3,On-Time Delivery
K00050,NSI,EB21/1294,KP0064C032,Lörrach,79540,Germany,7.67383518000502,47.6028541080796,2021-11-18,2021-04-22,2021-11-17,2021-11-18,2021-11-18,2021-11-16,Germany,2,On-Time Delivery
K04137,Heismann Drehtechnik,EB21/2128,MV00491619,Velbert,42551,Germany,7.06024465172369,51.3520922500652,2021-11-19,2021-09-24,2021-11-18,2021-11-19,2021-11-19,2021-11-17,Germany,2,On-Time Delivery
K02728,Gebrüder Dreher,EB21/2607,22000550,Egesheim,78592,Germany,8.86628812341722,48.1165942867859,2021-11-15,2021-06-09,2021-11-18,2021-11-15,2021-11-15,2021-11-17,Germany,-2,Late Delivery
K02728,Gebrüder Dreher,EB21/2344,17000141,Egesheim,78592,Germany,8.86628812341722,48.1165942867859,2021-11-15,2021-11-08,2021-11-18,2021-11-15,2021-11-15,2021-11-17,Germany,-2,Late Delivery
K02728,Gebrüder Dreher,EB21/1392,17000206,Egesheim,78592,Germany,8.86628812341722,48.1165942867859,2021-11-16,2021-04-30,2021-11-18,2021-11-16,2021-10-15,2021-11-17,Germany,-1,Late Delivery
K04536,SGL CARBON GmbH,EB21/2667,BI00115012,Bonn,53170,Germany,,,2021-11-19,2021-10-09,2021-11-18,2021-11-19,2021-11-19,2021-11-17,Germany,2,On-Time Delivery
K04873,RAPA Automotive GmbH & Co. KG,EB21/2408,RA00000780,Selb,95100,Germany,12.1406449046142,50.1604995169849,2021-11-18,2021-10-15,2021-11-18,2021-11-18,2021-12-11,2021-11-17,Germany,1,On-Time Delivery
K00910,Adelhelm LubriCoat GmbH,EB21/2802,17200137,Eningen,72800,Germany,9.27637611924805,48.4839965560214,2021-11-22,2021-09-20,2021-11-18,2021-11-22,2021-10-22,2021-11-17,Germany,5,On-Time Delivery
K02742,Raithel & Co. GmbH,EB21/2989,HDE0H04002,Weißenstadt,95163,Germany,11.888663943097,50.1091247647347,2021-11-19,2021-06-10,2021-11-18,2021-11-19,2021-11-19,2021-11-17,Germany,2,On-Time Delivery
K02814,Igus GmbH,EB21/3108,17200145,Köln,51147,Germany,7.10995826326036,50.8700551931042,2021-11-19,2021-10-21,2021-11-18,2021-11-19,2021-11-19,2021-11-17,Germany,2,On-Time Delivery
K00633,Teltower Diakon. Werkstätten,EB21/3155,90401324,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2021-11-19,2021-10-29,2021-11-19,2021-11-19,2021-11-19,2021-11-18,Germany,1,On-Time Delivery
K00633,Teltower Diakon. Werkstätten,EB21/3268,90401324,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2021-11-19,2021-10-29,2021-11-19,2021-11-19,2021-11-19,2021-11-18,Germany,1,On-Time Delivery
K02793,CCL Design Stuttgart AG,EB21/2697,BI00100905,Ehningen,71139,Germany,8.94874327809437,48.657827379014,2021-11-19,2021-09-13,2021-11-19,2021-11-19,2021-11-19,2021-11-17,Germany,2,On-Time Delivery
K04413,Kuhle Industrie-Galvanik GmbH,EB21/3310,KS00525005-1,Berlin,12355,Germany,13.5003457759319,52.4125054989062,2021-11-19,2021-03-11,2021-11-19,2021-11-19,2021-11-24,2021-11-18,Germany,1,On-Time Delivery
K04413,Kuhle Industrie-Galvanik GmbH,EB21/3203,KS00520726-1,Berlin,12355,Germany,13.5003457759319,52.4125054989062,2021-11-19,2021-05-11,2021-11-19,2021-11-19,2021-11-19,2021-11-18,Germany,1,On-Time Delivery
K04413,Kuhle Industrie-Galvanik GmbH,EB21/3311,DR00551024,Berlin,12355,Germany,13.5003457759319,52.4125054989062,2021-11-19,2021-11-11,2021-11-19,2021-11-19,2021-11-30,2021-11-18,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0031,HDE0001156,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-11-19,2021-09-09,2021-11-19,2021-11-19,2021-11-19,2021-11-18,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0033,HDE0001158,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-11-26,2021-06-10,2021-11-19,2021-11-26,2021-11-26,2021-11-18,Germany,8,On-Time Delivery
K04848,schmid alutec gmbh & co.kg,EB21/1288,RA00000340,Remshalden,73630,Germany,9.43471436786505,48.8182057811733,2021-11-22,2021-02-08,2021-11-19,2021-11-22,2021-11-22,2021-11-18,Germany,4,On-Time Delivery
K02934,WEPA Verpackungen GmbH,EB21/2527,ABB0038981,Ennepetal,58256,Germany,7.36558781119472,51.2849162433894,2021-11-19,2021-08-30,2021-11-19,2021-11-19,2021-09-17,2021-11-18,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0030,HDE0001154,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-11-19,2021-09-21,2021-11-19,2021-11-19,2021-11-19,2021-11-18,Germany,1,On-Time Delivery
K04607,Bodycote,EB21/3186,KS00525797-1,Ebersbach,73061,Germany,9.51926666778968,48.713385385668,2021-11-22,2021-10-29,2021-11-19,2021-11-22,2021-11-19,2021-11-18,Germany,4,On-Time Delivery
K02699,Ahlberg Metalltechnik GmbH,EB21/2309,17200119-1,Berlin,12487,Germany,13.5123030299836,52.4437609777381,2021-11-19,2021-10-08,2021-11-19,2021-11-19,2021-11-19,2021-11-18,Germany,1,On-Time Delivery
K04386,Diehl Metal Applications GmbH,EB21/3167,05920406,Berlin,14167,Germany,13.2796062383123,52.4232104487911,2021-11-24,2021-10-20,2021-11-22,2021-11-24,2021-11-24,2021-11-21,Germany,3,On-Time Delivery
K04386,Diehl Metal Applications GmbH,EB21/3167,05920408,Berlin,14167,Germany,13.2796062383123,52.4232104487911,2021-11-24,2021-10-20,2021-11-22,2021-11-24,2021-11-24,2021-11-21,Germany,3,On-Time Delivery
K04127,Robert Bosch GmbH,EB21/2835,RB00402643,Waiblingen,71332,Germany,9.30822748706071,48.8271787466608,2021-01-12,2020-08-01,2021-11-22,2021-01-12,2021-01-12,2021-11-18,Germany,-310,Late Delivery
K04386,Diehl Metal Applications GmbH,EB21/3168,05920403,Berlin,14167,Germany,13.2796062383123,52.4232104487911,2021-11-24,2021-10-27,2021-11-22,2021-11-24,2021-11-24,2021-11-21,Germany,3,On-Time Delivery
K03909,Nordpack GmbH,EB21/3118,HDE0719189,Isernhagen,30916,Germany,9.85034511237563,52.4578558876933,2021-11-24,2021-10-22,2021-11-22,2021-11-24,2021-12-11,2021-11-21,Germany,3,On-Time Delivery
K04386,Diehl Metal Applications GmbH,EB21/3133,HES0015500,Berlin,14167,Germany,13.2796062383123,52.4232104487911,2021-11-24,2021-08-09,2021-11-22,2021-11-24,2021-11-24,2021-11-21,Germany,3,On-Time Delivery
K04386,Diehl Metal Applications GmbH,EB21/3184,17200125,Berlin,14167,Germany,13.2796062383123,52.4232104487911,2021-11-24,2021-10-20,2021-11-22,2021-11-24,2021-11-24,2021-11-21,Germany,3,On-Time Delivery
K04386,Diehl Metal Applications GmbH,EB21/3205,90082808,Berlin,14167,Germany,13.2796062383123,52.4232104487911,2021-11-24,2021-10-11,2021-11-22,2021-11-24,2021-11-24,2021-11-21,Germany,3,On-Time Delivery
K03665,INTEG GmbH,EB21/2717,BI00300806-1,Bad Driburg,33014,Germany,9.03938946669355,51.7264934967476,2021-11-22,2021-09-13,2021-11-23,2021-11-22,2021-11-22,2021-11-21,Germany,1,On-Time Delivery
K03230,FSD Lwerk Berlin Brandenburg,EB21/3346,KP0064B314,Berlin,12209,Germany,13.3323603731155,52.4193169718975,2021-11-24,2021-11-17,2021-11-23,2021-11-24,2021-11-24,2021-11-22,Germany,2,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB21/2539,TF00000008,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-11-19,2021-08-30,2021-11-23,2021-11-19,2021-09-17,2021-11-22,Germany,-3,Late Delivery
K00074,Gebr. Geisler GmbH,EB21/3149,00345655,Berlin,10969,Germany,13.404576744008,52.5045966317146,2021-11-24,2021-10-27,2021-11-23,2021-11-24,2021-11-24,2021-11-22,Germany,2,On-Time Delivery
K00074,Gebr. Geisler GmbH,EB21/3149,00345677,Berlin,10969,Germany,13.404576744008,52.5045966317146,2021-11-24,2021-10-27,2021-11-23,2021-11-24,2021-11-24,2021-11-22,Germany,2,On-Time Delivery
K02739,ST Stanztechnik GmbH,EB20/1615,17000191,Unterensingen,72669,Germany,9.33914664214074,48.6624604694112,2021-11-26,2021-03-17,2021-11-23,2021-11-26,2021-11-26,2021-11-22,Germany,4,On-Time Delivery
K04769,Härterei Weber und Wallner,EB21/3210,KP0064B003,Starnberg,82319,Germany,11.3271264034491,47.9650585046979,2021-11-16,2021-02-11,2021-11-23,2021-11-16,2021-11-15,2021-11-22,Germany,-6,Late Delivery
K04769,Härterei Weber und Wallner,EB21/3210,KP0064B004,Starnberg,82319,Germany,11.3271264034491,47.9650585046979,2021-11-16,2021-02-11,2021-11-23,2021-11-16,2021-11-15,2021-11-22,Germany,-6,Late Delivery
K03068,Müller Präzision GmbH,EB21/2559,17200130,Cham,93413,Germany,12.6633788891433,49.208840150285,2021-11-26,2021-02-09,2021-11-23,2021-11-26,2021-11-26,2021-11-22,Germany,4,On-Time Delivery
K03909,Nordpack GmbH,EB21/2778,22001642,Isernhagen,30916,Germany,9.85034511237563,52.4578558876933,2021-10-22,2021-09-24,2021-11-24,2021-10-22,2021-10-22,2021-11-21,Germany,-30,Late Delivery
K03665,INTEG GmbH,EB21/2731,BI00500113,Bad Driburg,33014,Germany,9.03938946669355,51.7264934967476,2021-11-23,2021-09-13,2021-11-24,2021-11-23,2021-12-11,2021-11-23,Germany,0,On-Time Delivery
K04682,Menz Industriedienst-,EB21/3224,MV00491619-1,Zella-Mehlis OT Benshausen,98544,Germany,10.6784315615798,50.6642474242654,2021-11-26,2021-05-11,2021-11-24,2021-11-26,2021-11-26,2021-11-23,Germany,3,On-Time Delivery
K04279,Schwerdtle-Federn GmbH,EB21/2655,MV00491617,Engstingen,72829,Germany,9.29606151256303,48.3865871442909,2021-11-26,2021-10-15,2021-11-24,2021-11-26,2021-11-26,2021-11-23,Germany,3,On-Time Delivery
K04660,Horst Scholz GmbH & Co. KG,EB21/2161,HDE0H22013,Kronach,96317,Germany,11.336161555901,50.2462852462477,2021-11-26,2021-07-23,2021-11-24,2021-10-12,2021-10-12,2021-11-23,Germany,-42,Late Delivery
K00074,Gebr. Geisler GmbH,EB21/2687,19600065,Berlin,10969,Germany,13.404576744008,52.5045966317146,2021-11-29,2021-04-10,2021-11-24,2021-11-29,2021-11-29,2021-11-23,Germany,6,On-Time Delivery
K04873,RAPA Automotive GmbH & Co. KG,EB21/2408,RA00000330,Selb,95100,Germany,12.1406449046142,50.1604995169849,2021-11-26,2021-10-29,2021-11-24,2021-11-26,2021-11-26,2021-11-23,Germany,3,On-Time Delivery
K04877,nic media GmbH Onlineshops,EB21/3399,KP0030M658,Stuttgart,70173,Germany,9.17933033401149,48.781956478822,2021-11-26,2021-11-19,2021-11-25,2021-11-26,2021-11-26,2021-11-24,Germany,2,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0033,HDE0001158,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-11-26,2021-06-10,2021-11-25,2021-11-26,2021-11-26,2021-11-24,Germany,2,On-Time Delivery
K04535,SESAME S.A.,EB21/2710,BI00190066,Saint Claude,FR- 39200,France,,,2021-11-25,2021-09-13,2021-11-25,2021-11-25,2021-11-25,2021-11-24,Europe,1,On-Time Delivery
K04535,SESAME S.A.,EB21/2719,BI00302005,Saint Claude,FR- 39200,France,,,2021-12-15,2021-09-13,2021-11-25,2021-12-15,2021-10-15,2021-11-24,Europe,21,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB21/3124,DMR0000012,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-11-26,2021-10-22,2021-12-11,2021-11-26,2021-11-26,2021-11-11,Germany,15,On-Time Delivery
K02549,Heimerle + Meule,EB21/3388,01550002,Pforzheim,75179,Germany,8.6573191330209,48.9000368556213,2021-11-26,2021-11-11,2021-11-26,2021-11-26,2021-11-25,2021-11-24,Germany,2,On-Time Delivery
K02549,Heimerle + Meule,EB21/3388,01550046,Pforzheim,75179,Germany,8.6573191330209,48.9000368556213,2021-11-26,2021-11-11,2021-11-26,2021-11-26,2021-11-25,2021-11-24,Germany,2,On-Time Delivery
K02734,G. Rau GmbH & Co. KG,EB21/3466,17000118,Pforzheim,75172,Germany,8.6878562080705,48.8912163882511,2021-11-25,2021-07-28,2021-11-26,2021-11-25,2021-11-25,2021-11-24,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0023,HDE0001114,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-11-26,2021-10-21,2021-11-26,2021-11-26,2021-11-26,2021-11-25,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0031,HDE0001156,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-11-26,2021-10-21,2021-11-26,2021-11-26,2021-11-26,2021-11-25,Germany,1,On-Time Delivery
K04491,H. & M. Fraas,EB21/3115,RA00000360,Selb,95100,Germany,12.1406449046142,50.1604995169849,2021-11-26,2021-10-21,2021-11-26,2021-11-26,2021-11-26,2021-11-25,Germany,1,On-Time Delivery
K04491,H. & M. Fraas,EB21/3115,RA00000410,Selb,95100,Germany,12.1406449046142,50.1604995169849,2021-11-26,2021-10-21,2021-11-26,2021-11-26,2021-11-26,2021-11-25,Germany,1,On-Time Delivery
K03822,MWS- Mechanische Werkstatt,EB21/2787,KU00024748-5,Braunschweig,38118,Germany,10.5001555014895,52.2626157273668,2021-11-26,2021-09-20,2021-11-26,2021-11-26,2021-11-26,2021-11-25,Germany,1,On-Time Delivery
K00633,Teltower Diakon. Werkstätten,EB21/3268,39403559,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2021-11-29,2021-01-11,2021-11-19,2021-11-29,2021-11-29,2021-11-18,Germany,11,On-Time Delivery
K00633,Teltower Diakon. Werkstätten,EB21/3268,O3 1393582-4,Teltow,14513,Germany,13.2772322454355,52.3868799999217,2021-11-29,2021-11-15,2021-11-19,2021-11-29,2021-11-29,2021-11-18,Germany,11,On-Time Delivery
K04895,TE Connectivity Solutions GmbH,EB21/2937,18000000,Évora,7002-552,Portugal,,,2021-11-29,2021-09-30,2021-11-26,2021-11-29,2021-11-19,2021-11-25,Europe,4,On-Time Delivery
K04236,Hugo Kern und Liebers GmbH,EB21/2654,MV00491533,Schramberg,78713,Germany,8.43458834324382,48.2384818365282,2021-11-26,2021-10-15,2021-11-29,2021-11-26,2021-11-26,2021-11-25,Germany,1,On-Time Delivery
K02739,ST Stanztechnik GmbH,EB20/1610,17000162,Unterensingen,72669,Germany,9.33914664214074,48.6624604694112,2021-11-15,2020-07-09,2021-11-29,2021-11-15,2021-11-15,2021-11-25,Germany,-10,Late Delivery
K04610,Taygan Metal Press SRL,EB21/2639,DR00550003,Carei Jud. Satu Mare,RO-445100,Romania,,,2021-11-29,2021-07-09,2021-11-29,2021-11-29,2021-10-29,2021-11-28,Europe,1,On-Time Delivery
K04610,Taygan Metal Press SRL,EB21/3087,KS00525730,Carei Jud. Satu Mare,RO-445100,Romania,,,2021-11-29,2021-10-29,2021-11-29,2021-11-29,2021-11-26,2021-11-28,Europe,1,On-Time Delivery
K04607,Bodycote,EB21/3215,KS00525792-1,Ebersbach,73061,Germany,9.51926666778968,48.713385385668,2021-11-30,2021-09-11,2021-11-29,2021-11-30,2021-11-30,2021-11-28,Germany,2,On-Time Delivery
K04848,schmid alutec gmbh & co.kg,EB21/1289,RA00000340,Remshalden,73630,Germany,9.43471436786505,48.8182057811733,2021-11-29,2021-09-08,2021-11-29,2021-11-29,2021-11-29,2021-11-28,Germany,1,On-Time Delivery
K03665,INTEG GmbH,EB21/2922,18200831,Bad Driburg,33014,Germany,9.03938946669355,51.7264934967476,2021-11-26,2021-09-30,2021-11-29,2021-11-26,2021-11-26,2021-11-28,Germany,-2,Late Delivery
K03665,INTEG GmbH,EB21/2451,18200833,Bad Driburg,33014,Germany,9.03938946669355,51.7264934967476,2021-11-26,2021-08-20,2021-11-29,2021-11-26,2021-10-22,2021-11-28,Germany,-2,Late Delivery
K02739,ST Stanztechnik GmbH,EB20/1606,17000155,Unterensingen,72669,Germany,9.33914664214074,48.6624604694112,2021-06-12,2021-03-17,2021-11-30,2021-06-12,2021-11-11,2021-11-29,Germany,-170,Late Delivery
K02760,Fr. Schulte,EB21/2341,17000134,Lüdenscheid,58477,Germany,,,2021-11-30,2021-11-08,2021-11-30,2021-11-30,2021-11-30,2021-11-29,Germany,1,On-Time Delivery
K04850,Paul Rauschert Steinbach GmbH,EB21/2383,RA00000250,Steinbach,96361,Germany,11.3325811831526,50.4324968992243,2021-11-30,2021-10-08,2021-11-30,2021-11-30,2021-11-30,2021-11-29,Germany,1,On-Time Delivery
K04659,Robert Bosch GmbH,EB21/0036,HDE0H11032,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-11-30,2021-11-17,2021-11-30,2021-11-30,2021-11-30,2021-11-29,Germany,1,On-Time Delivery
K04308,Johnson Electric,EB21/2452,BI00220291,Murten,CH-3280,Switzerland,,,2021-11-29,2021-08-31,2021-11-30,2021-11-29,2021-10-29,2021-11-30,Europe,-1,Late Delivery
K02739,ST Stanztechnik GmbH,EB20/1606,17000155,Unterensingen,72669,Germany,9.33914664214074,48.6624604694112,2021-06-12,2021-03-17,2021-11-30,2021-06-12,2021-11-11,2021-11-30,Germany,-171,Late Delivery
K04659,Robert Bosch GmbH,EB21/0038,HDE0H17015,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-03-12,2021-02-12,2021-06-12,2021-03-12,2021-03-12,2021-05-12,Germany,-61,Late Delivery
K04659,Robert Bosch GmbH,EB21/0038,HDE0H17015,Bamberg,96052,Germany,10.8999192593864,49.9127651768062,2021-08-12,2021-02-12,2021-07-12,2021-08-12,2021-08-12,2021-06-12,Germany,61,On-Time Delivery
K03545,Püplichhuisen Kabeltechnik GmbH,EB21/1768,17200142,Sömmerda,99610,Germany,11.1821657694853,51.1498659920144,2021-10-12,2021-06-14,2021-10-12,2021-10-12,2021-11-19,2021-09-12,Germany,30,On-Time Delivery
K03665,INTEG GmbH,EB21/2949,18200837,Bad Driburg,33014,Germany,9.03938946669355,51.7264934967476,2021-10-12,2021-01-10,2021-10-12,2021-10-12,2021-10-12,2021-09-12,Germany,30,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB21/2174,TF00000005,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-10-12,2021-07-27,2021-10-12,2021-10-12,2021-08-10,2021-09-12,Germany,30,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB21/2174,TF00000005,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-10-12,2021-07-27,2021-10-12,2021-10-12,2021-10-22,2021-09-12,Germany,30,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB21/2174,TF00000005,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-10-12,2021-07-27,2021-10-12,2021-10-12,2021-12-11,2021-09-12,Germany,30,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB21/2430,TF00000005,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-10-12,2021-08-18,2021-10-12,2021-10-12,2021-10-22,2021-09-12,Germany,30,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB21/2430,TF00000005,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-10-12,2021-08-18,2021-10-12,2021-10-12,2021-12-11,2021-09-12,Germany,30,On-Time Delivery
K03252,TE Connectivity Germany GmbH,EB21/2430,TF00000005,Bensheim,64625,Germany,8.62367317247249,49.6931091860376,2021-10-12,2021-08-18,2021-10-12,2021-10-12,2021-11-26,2021-09-12,Germany,30,On-Time Delivery
K02771,Erhard Fröhlich GmbH,EB21/2240,17000115,Herzogenaurach,91074,Germany,10.8782767021929,49.5720950133972,2021-10-12,2021-03-08,2021-12-13,2021-10-12,2021-09-30,2021-12-12,Germany,-61,Late Delivery
K02169,Hans-Erich Gemmel & Co GmbH,EB21/2394,17001019,Berlin,12103,Germany,13.3752062205834,52.4648685781299,2021-12-15,2021-08-13,2021-12-13,2021-12-15,2021-12-15,2021-12-12,Germany,3,On-Time Delivery
