provider_no,city,last_date_modified,location_code,post_code,search_name
K03508,Leipzig,2021-11-17,A-01,04229,KUNSTSTOFF-ZENTRUM IN LEIPZIG
K03509,Torgau,2021-11-17,A-01,04860,TANGENS
K03510,Am Mellensee,2021-11-17,A-01,15838,ETB ELECTRONIC TEAM
K03511,Berlin,2021-11-17,A-01,13158,BÜROAUSSTATTUNG WEBER
K03512,Frankfurt,2021-11-17,A-01,60388,ERB GMBH MESSTECHNIK & CO. KG
K03513,Dresden,2021-11-17,A-01,01067,RKW SACHSEN GMBH
K03516,Heilbronn,2020-02-21,A-01,74078,PFEFFERKORN GMBH & CO. KG
K03517,Reinbek,2020-01-25,B-01,21465,POLYMA KUNSTSTOFF GMBH
K03525,Lübeck,2021-11-17,A-01,23556,PAUL WEIDLICH LÜBECK GMBH
K03529,St. Georgen,2020-02-21,A-01,78112,SCHMIDT TECHNOLOGIE GMBH
K03532,Maintal,2020-02-21,A-01,63477,DESOUTTER GMBH
K03534,Dreieich,2021-11-17,A-01,63303,ETIKS GMBH
K03535,Dietmannsried,2021-11-17,A-01,87463,POWER CONTROL ELECTRONIC GMBH
K03536,Viersen,2021-11-17,A-01,41747,EA ELEKTRO -  AUTOMATIC
K03537,Osaka,2021-11-17,A-01,JP-530-0044,TÜV RHEINLAND JAPAN LTD.
K03538,Osann-Monzel,2021-11-17,A-01,54518,ELTRA ELEKTROMASCHINEN- UND
K03539,Bovenden,2021-11-17,A-01,37120,RUHSTRAT GMBH
K03540,Neuss,2021-11-17,A-01,41468,MOELLER ELEKTRIC GMBH
K03541,Solingen,2021-11-17,A-01,42699,RÖLTGEN GMBH & CO. KG
K03543,Ramstein-Miesenbach,2020-01-25,B-01,66877,LEIS POLYTECHNIK GMBH
K03544,Unterhaching,2021-11-17,A-01,82008,UWE ELECTRONIC VERTRIEBS GMBH
K03545,Sömmerda,2020-12-14,A-01,99610,PÜPLICHHUISEN KABELTECHNIK GMBH
K03552,Neuenhagen,2020-02-21,A-01,15366,KNUTH NEUTEC
K03553,Bückeburg,2021-11-17,A-01,31675,CHIPTRADE.COM GMBH
K03554,Naila,2021-11-17,A-01,95114,BISCHOFF INTERNATIONAL GMBH
K03557,Dabendorf,2021-11-17,A-01,15806,DAWEBA
K03559,Waldkraiburg,2020-01-25,A-01,84478,HANS SCHMIDT & CO. GMBH
K03562,Berlin,2021-08-07,A-01,12277,DELTA LASER TECH GMBH
K03564,Sontheim,2021-11-19,A-01,89567,RÖHM GMBH SONTHEIM
K03565,Monte Marenzo,2020-02-21,A-01,IT-23804,EUCASTING S.R.L./FOMMA
K03570,Wolfurt,2020-01-25,B-01,AT-6960,MEUSBURGER GEORG GMBH & CO.
K03571,Rathenow,2020-01-25,A-01,14712,RFG  RATHENOWER FEING
K03572,Lecco,2021-11-19,A-01,IT-23900,EUCASTING S.R.L. (RG)
K03578,Köthen,2020-09-18,A-01,06354,MERCATEO AG
K03609,Balve,2021-07-04,A-01,58802,BALVER ZINN
K03629,Grabow,2020-01-25,A-01,14823,PRECITEC GMBH
K03657,Gründau,2020-01-25,A-01,63584,ASECOS GMBH
K03663,Bonn,2020-02-21,A-01,53095,ORGENDA VERLAG
K03667,Reichenwalde,2021-08-10,A-01,15526,ETS PRODUCT SERVICE AG
K03668,Waldenburg,2020-02-21,A-01,74638,WÜRTH ELEKTRONIK EISOS GMBH &
K03670,Oberkochen,2020-02-21,A-01,73443,C.D. CD WÄLZHOLZ KG
K03676,Wörth am Rhein,2021-05-17,A-01,76744,EUROPACK /WELLPAPPENWERK
K03677,Groß Kreutz,2020-02-21,A-01,14550,VOLKMANN
K03680,Trossingen,2020-02-21,A-01,78639,SGM SCHUT GEOMETRISCHE
K03683,Neu-Isenburg,2020-02-21,A-01,63263,UL INTERNATIONAL GERMANY GMBH
K03686,Villingen-Schwenningen,2020-01-25,B-01,78052,GRÄSSLIN KBS GMBH
K03687,Wolfen,2021-06-14,A-01,06766,ZMK & ANALYTIK GMBH
K03690,Lüdenscheid,2020-09-28,A-01,58513,HASCO LÜDENSCHEID
K03691,Stuttgart,2020-02-26,A-01,70573,MÄDLER STUTTGART
K03694,Reutlingen,2020-02-21,A-01,72764,RILITEC
K03695,Heuchelheim,2020-02-21,A-01,35452,JÜRGEN HOFMANN
K03696,Wustermark,2020-02-21,A-01,14641,DPD DEUTSCHLAND GMBH
K03700,Sibiu,2020-02-21,A-01,RO-550109,FLARO PROD
K03701,Dresden,2020-02-21,A-01,01099,CYBERPORT- STORE DRESDEN
K03702,Bentwisch,2020-02-21,A-01,18182,FRIEDRICH NIEMANN GMBH& CO.KG
K03703,Berlin,2020-01-25,B-01,12277,FILTER-MÜLLER
K03704,Hanau,2020-02-21,A-01,63452,L. MEILI & CO. GMBH
K03705,Langen,2020-02-21,A-01,63225,UNIPETROL DEUTSCHLAND
K03706,Hartha,2020-02-21,A-01,04746,GLUSKE SACHSEN GMBH & CO. KG
K03707,Reutlingen,2020-02-21,A-01,72766,WINTERTHUR
K03708,Hallbergmoos,2020-02-21,A-01,85399,SUPPLYON AG
K03710,Wanfried,2020-02-21,A-01,37281,WANFRIED-DRUCK KALDEN GMBH
K03711,Berlin,2020-02-21,A-01,12435,DCAM GMBH
K03712,Nürnberg,2020-02-21,A-01,90451,GEIS EUROCARGO GMBH
K03713,Mainz,2020-02-21,A-01,55124,COFACE FINANZ GMBH
K03714,Schenefeld,2020-02-21,A-01,22869,CS ELECTRONIC VERTRIEBS GMBH
K03715,Strausberg,2020-02-21,A-01,15344,3D PADELT SYSTEME GMBH
K03716,Berlin,2020-02-21,A-01,12107,MAG INDUSTRIE BATTERIE SERVICE
K03717,Neuwied,2020-02-21,A-01,56566,EUROVLIES SÜD GMBH
K03718,Essen,2020-02-21,A-01,45127,RUDOLF FLUME TECHNIK GMBH
K03720,Eisenberg,2021-03-24,B-01,07607,MARKS GMBH
K03721,Konstanz,2020-02-21,A-01,78467,OPAL ASSOCIATES GMBH
K03723,Berlin,2020-09-15,A-01,10589,SIGNUM
K03724,Bad Homburg,2020-02-21,A-01,61350,KUNSTSTOFF INFORMATION
K03725,Reutlingen,2020-02-21,A-01,72766,SCHWEIZER GMBH & CO. KG
K03728,Berlin,2021-08-10,A-01,13627,AIR BERLIN PLC & CO
K03730,Wiesbaden,2021-10-13,A-01,65199,IFTOOLS GBR
K03731,Brandenburg,2020-02-21,A-01,14770,FINANZAMT BRANDENBURG
K03734,Köln,2020-03-09,A-01,50442,ABN AMRO FÜR RATTPACK
K03736,Eschborn,2020-02-21,A-01,65760,VR FACTOREM GMBH
K03741,Würzburg,2020-02-21,A-01,97092,WIRTSCHAFTSWOCHE
K03742,Bad Schussenried,2020-02-21,A-01,88427,WIGGENHAUSER VERTRIEBS- GMBH
K03743,Lauterbach,2020-02-21,A-01,99826,LAB LAUTERTAL
K03745,München,2020-02-21,A-01,81675,IC-DIRECT GMBH
K03746,Velten,2020-02-21,A-01,16727,FRANZ JOOST & CO.
K03747,Roßhaupten,2020-02-21,A-01,87672,ETISYS ETTIKETTIERLÖSUNG GMBH
K03749,Kempten,2020-02-21,A-01,87437,WNT DEUTSCHLAND GMBH
K03750,Steinach,2020-02-21,A-01,96523,HV-ELEKTRONIK
K03751,Stahnsdorf,2020-02-21,A-01,14532,LEITNER SATTLEREI
K03752,Lostorf,2020-02-21,A-01,CH-4654,VOGT VERBINDUNGSTECHNIK
K03753,Nürnberg,2021-07-09,A-01,90427,TRÖSTER & CO.
K03754,Rathenow,2020-02-21,A-01,14712,WASSER- UND ABWASSERVERBAND
K03755,Potsdam,2020-02-21,A-01,14437,EMB
K03756,Potsdam,2020-02-21,A-01,14411,E ON EDIS AG EON
K03757,Marienbad,2020-02-21,A-01,CZ-35301,HERRN ROMAN JOKEL
K03759,Berlin,2020-02-21,A-01,13053,FRISTER & LISEC GBR
K03760,Geretsried,2020-02-21,A-01,82533,AMPCO METALL DEUTSCHLAND GMBH
K03761,München,2020-02-21,A-01,80637,EXPEDIA.COM GMBH
K03762,Berlin,2020-02-21,A-01,13343,AMTSGERICHT WEDDING
K03763,Pfungstadt,2020-02-21,A-01,64319,HACH PFUNGSTADT
K03764,Oberndorf,2020-02-21,A-01,78727,EXERON GMBH
K03765,Berlin,2020-02-21,A-01,10587,PETER H. DIETRICH GMBH
K03766,Triptis,2020-02-21,A-01,07819,FKT FORMENBAU UND
K03767,Ljubljana,2021-06-16,A-01,SI-1000,"ISKRA, D.D."
K03768,Nürnberg,2020-02-21,A-01,90441,JOHANN KLEINLEIN
K03769,Basel,2021-07-14,A-01,CH-4058,SIXT HOLIDAY CARS AG
K03770,Fredersdorf,2020-02-21,A-01,15370,VQB
K03772,Haan,2020-02-21,A-01,42781,WALTHER TROWAL GMBH & CO. KG
K03774,Wildau,2020-02-21,A-01,15745,TFH WILDAU
K03775,Aichach,2020-02-21,A-01,86551,KUNSTSTOFFTECHNIK AICHACH GMBH
K03779,Hamburg,2020-03-06,A-01,20537,ESSKA.DE GMBH
K03781,Potsdam,2020-02-21,A-01,14480,KAI ZENTNER
K03783,Hennigsdorf,2020-02-21,A-01,16761,AUMANN BERLIN GMBH
K03784,Bergneustadt,2020-02-21,A-01,51702,NORWE GMBH
K03785,Hattersheim,2020-02-21,A-01,65795,ELESTA GMBH ELEKTRONIK
K03786,Disentis,2020-02-21,A-01,CH-7180,DISTEC AG
K03787,Schwaig,2020-02-21,A-01,90571,DEMAG ERGOTECH GMBH
K03789,Berlin,2020-02-21,A-01,10623,LEHMANNS FACHBUCHHANDLUNG GMBH
K03790,Wehr,2020-02-21,A-01,79664,ROTA YOKOGAWA GMBH & CO. KG
K03791,Bayreuth,2020-02-21,A-01,95448,STÄUBLI
K03793,Mühlheim,2020-02-21,A-01,63165,MASTERBATCH WINTER
K03794,Leipzig,2020-02-21,A-01,04318,ENTHONE GMBH/LEIPZIG
K03795,Berlin,2020-02-21,A-01,13507,KINDERMANN TCV GMBH
K03796,Bamberg,2021-05-21,A-01,96050,BOSCH BAMBERG
K03797,Mühlacker,2020-02-21,A-01,75417,BERNECKER UMFORMTECHNIK GMBH
K03800,Fürth,2021-08-31,A-01,90763,HOEFER & SOHN GMBH & CO KG
K03801,Neustadt,2020-02-21,A-01,53577,DR. BOY GMBH & CO. KG
K03802,Ludwigsfelde,2020-02-21,A-01,14974,WÜNSDORFER WERKSTÄTTEN GGMBH
K03803,Bingen,2021-05-21,A-01,55411,TREFFERT GMBH & CO.KG
K03806,Oranienburg,2021-03-08,B-01,16515,GZO- SURFACED
K03812,Radevormwald,2020-02-21,A-01,42477,GUTBERLETT GMBH
K03813,Gaggenau,2021-05-21,A-01,76571,POLYONE TH. BERGMANN GMBH
K03820,Mels,2020-02-21,A-01,CH-8887,JAKOB
K03822,Braunschweig,2021-02-12,A-01,38118,MWS- MECHANISCHE WERKSTATT
K03823,Madrid,2020-02-21,A-01,ES-28022,SIMENSA
K03824,Grabs SG,2020-02-21,A-01,CH-9472,PAGO AG
K03845,Malente,2020-11-02,A-01,23714,HERMANN DREHTECHNIK GMBH
K03875,Hofoldingnauen,2020-02-21,A-01,85649,MULTI CIRCUIT BOARDS LTD.
K03878,Ladenburg,2020-02-21,A-01,68526,HUETTEMANN LOGISTIK GMBH
K03879,Berlin,2020-02-21,A-01,12059,WEIDLING GMBH
K03880,Bederkesa,2020-02-21,A-01,27624,FORMA
K03906,Laudenbach,2020-01-25,B-01,69514,JOST CHEMICALS GMBH
K03913,Berlin,2020-02-21,A-01,10365,SCHNEIDER & ZILLIG
K03919,Schopfheim,2020-02-21,A-01,79650,HANF-UNION GMBH
K03932,Blaichach,2020-02-21,A-01,87544,HOTEL-PENSION WOLF
K03940,Northeim,2020-02-27,B-01,37154,CONTITECH GMBH ELASTOMER
K03942,Hagen,2021-01-03,B-01,58119,HEERMANN GMBH
K03944,Röslau,2020-01-25,B-01,95195,SCHERDEL DRUCKFEDERNTECHNIK
K03949,Osnabrück,2022-11-01,B-01,49084,ABRAMS PREMIUM STAHL
K03952,Braga,2020-02-21,A-01,PT-4700-034,ETMA - EMPRESA TÉCNICA
K03953,Dortmund,2020-02-21,A-01,44141,TANDBERG DATA GMBH
K03954,Rosengarten,2021-04-27,B-01,21224,IPF ELECTRONIC GMBH
K03957,Rangsdorf,2020-01-25,A-01,15834,EMS STRZELETZ
K03958,Berlin,2021-05-05,B-01,13088,AMZ WEISSENSEER
K03959,Blaichach,2020-08-20,A-01,87542,BOSCH BLAICHACH
K03960,Bad Rappenau,2020-01-25,B-01,74906,XIFA KUNSTSTOFFVERTRIEB GMBH
K03970,Kierspe,2020-02-21,A-01,58566,HUGO SCHNIPPERING
K03971,Ajalvir - Madrid,2020-02-21,A-01,ES-28864,"INDUSTRIA AUXILIAR MADRILEÑA,"
K03974,Cisano Bergamosco,2021-05-10,A-01,IT-24034,"M.S. AMBROGIO, S.P.A."
K03975,Madrid,2020-02-21,A-01,ES-28860,"MATRIPLAS, S.L."
K03977,Schmallenberg,2020-02-21,A-01,57392,SCHRICHTEN GMBH
K03979,Badalona,2020-02-21,A-01,ES-8918,"TERMINALES Y REMACHES, S.A."
K03981,Röttenbach,2022-01-02,A-01,91187,WILHELM MÜLLER GMBH
K03983,Stuttgart,2020-02-21,A-01,70182,RÖGELEIN GMBH
K03986,Treuchtlingen,2020-02-21,A-01,91757,KITE ELECTRONICS GMBH
K03987,Madrid,2020-02-21,A-01,ES-28814,HELLA CEDASA COMPAÑÍA
K03992,Berlin,2020-01-25,A-01,12681,SONEPAR DEUTSCHLAND
K03995,Berlin,2020-02-21,A-01,13599,RG PISCHKE / PRO BLECH
K04000,Böhlerwerk,2020-02-21,A-01,AT-3333,VOESTALPINE
K04002,Berlin,2020-02-21,A-01,12681,SCHURBOHM METALLSCHLEIFEREI
K04003,Lüdenscheid,2020-02-21,A-01,58511,METOBA
K04006,Halver,2020-02-21,A-01,58553,NAGLER NORMALIEN GMBH
K04015,Berlin,2020-01-25,B-01,12587,LFS LASER-FORMSCHNITT GMBH
K04018,Leinfelden-Echterdingen,2020-02-21,A-01,70771,FERDINAND GROSS GMBH & CO. KG
K04020,Treuchtlingen,2020-02-21,A-01,91757,ALFMEIER AG
K04023,Nottighamshire,2021-05-21,A-01,GB-NG17-2HW,JET PRESS LIMITED
K04024,Korntal-Münchingen,2021-05-21,A-01,70825,WÄHMER METALLPRÄZISIONS GMBH
K04025,Münster,2021-03-15,A-01,48155,WIENKER GMBH
K04028,Frankfurt,2020-02-21,A-01,60437,TÜV SÜD AKADEMIE GMBH
K04041,Hildesheim,2020-01-25,B-01,31137,PETROFER GMBH & CO. KG
K04044,Berlin,2020-01-25,B-01,13469,BEBRA HANDELS GMBH
K04047,Potsdam,2020-02-21,A-01,14467,TEMPTON
K04050,Rapperswil,2020-02-21,A-01,CH-8640,WEIDMANN PLASTICSTECHNOLOGY
K04051,Neudörfl,2020-02-21,A-01,AT-7201,NANOGATE ELECTRONIC SYSTEMS
K04053,Erkrath,2020-02-21,A-01,40699,EKD GELENKROHR GMBH
K04055,Villingen-Schwenningen,2020-02-21,A-01,78056,NICKEL GMBH
K04056,Schwerin,2020-02-21,A-01,19061,SEELANDT & UTECHT KUNSTSTOFF-
K04059,Bevaix NE,2020-01-25,B-01,CH-2022,ADAX S.A.
K04060,Gerstetten-Heuchlingen,2020-01-25,B-01,89547,ALFRED BECK MASCHINENBAU GMBH
K04061,Villongo BG,2020-01-25,B-01,IT-24060,ARGOMM S.P.A.
K04062,Wernau,2020-02-21,A-01,73249,VOIGT GMBH
K04063,Obergünzburg,2020-01-25,B-01,87634,COPROTEC SYSTEME GMBH
K04064,Stuttgart,2020-02-21,A-01,70489,MERCEDES BENZ LEASING GMBH
K04066,Rheine,2020-01-25,B-01,48432,KTR KUPPLUNGSTECHNIK GMBH
K04067,Weissach,2020-01-25,A-01,71554,HANS J. MICHAEL GMBH
K04068,Langenzenn,2020-01-25,A-01,90579,AUTOSPLICE EUROPE GMBH
K04069,Roding,2021-05-21,A-01,93426,RKT RODINGER KUNSTSTOFF-
K04070,Möhlin,2020-03-19,A-01,CH-4313,SMURFIT KAPPA CH
K04071,Buchen,2020-01-25,B-01,74722,ASK-KUNSTSTOFFE GMBH
K04073,Hagen,2020-02-21,A-01,58119,JÖRG VOGELSANG GMBH & CO. KG
K04074,Pforzheim,2020-01-25,B-01,75177,HOFFMANN GMBH
K04075,Langenau,2020-01-25,B-01,89129,BERNHARD MACK
K04076,Gärtringen,2020-02-21,A-01,71116,P. + K. LAGER- UND BETRIEBS-
K04095,Kirchzarten,2021-05-18,A-01,79199,TESTO INDUSTRIAL SERVICES GMBH
K04096,Ludwigsfelde,2020-02-21,A-01,14974,CNC WSAS- ANDREAS SCHMIDT
K04098,Willich,2020-01-25,A-01,47871,STRUERS GMBH
K04108,Ettlingen,2020-02-21,A-01,76275,PK ELEKTRONIK VERTRIEBS GMBH
K04109,Dinslaken,2021-10-21,B-01,46539,MERCANTA DEUTSCHLAND GMBH
K04110,Bornheim,2020-02-21,A-01,53332,TERRASHOP GMBH
K04112,Luckenwalde,2020-02-21,A-01,14943,HEPA WÄLZLAGER GMBH & CO. KG
K04113,Berlin,2020-02-21,A-01,12435,SIEMENS AG
K04114,Marktredwitz,2020-01-25,B-01,95615,SCHERDEL GMBH
K04115,Duisburg,2020-01-25,B-01,47055,BRABENDER MESSTECHNIK
K04116,Düsseldorf,2020-03-19,A-01,40549,HACH LANGE GMBH
K04120,Beelitz,2020-01-25,B-01,14547,BAU-SERVICE URBSCHAT
K04123,Berlin,2020-01-25,B-01,10245,WERBERITTER
K04126,Diez,2020-01-25,Z-RGF,65582,COMPTEK
K04127,Waiblingen,2020-01-25,B-01,71332,ROBERT BOSCH GMBH
K04128,Neuenbürg,2021-01-09,B-01,75305,ALBERT WEBER GMBH
K04129,Hagenow,2020-02-21,A-01,19230,MÜLLER KUNSTSTOFFTECHNIK GMBH
K04132,Grünsfeld,2020-02-21,A-01,97947,WHS SONDERMETALLE
K04133,Wurmberg,2020-01-25,B-01,75449,KURT EBERLE GMBH & CO. KG
K04134,Zörbig,2020-01-25,B-01,06780,FLP MICROFINISHING GMBH
K04136,Gunzenhausen,2020-01-25,B-01,91710,PRESSMETALL GUNZENHAUSEN
K04137,Velbert,2020-01-25,B-01,42551,HEISMANN DREHTECHNIK
K04138,"Sesto al Reghena, PN",2020-01-25,B-01,IT-33079,FRIULPRESS-SAMP SPA
K04139,Terre del Reno,2020-01-25,B-01,IT-44047,TECOPRESS S.R.L.
K04140,Niederwinkling,2020-01-25,B-01,94559,WALLSTABE & SCHNEIDER
K04144,Hoisdorf,2020-02-21,A-01,22955,DICHTUNGSTECHNIK G. BRUSS
K04145,Berlin,2020-01-25,A-01,12057,VFJ WERKSTÄTTEN GMBH
K04146,Ditzingen,2020-01-25,B-01,71254,SCHOPF SCHLEIFTECHNIK GMBH
K04147,Marnaz,2020-01-25,B-01,FR-74460,BENOIT JOLIVET
K04148,Wertach,2021-12-08,B-01,87497,A. BERGER GMBH & CO
K04149,Ummendorf,2020-01-25,B-01,88444,BERGER FEINTECHNIK GMBH
K04150,Homburg,2020-01-25,B-01,66424,KADIA PRODUKTION GMBH + CO.
K04152,Bretten,2020-01-25,A-01,75015,KLUMPP GMBH & CO. KG
K04153,Luckenwalde,2020-01-25,B-01,14943,KALIBRIX GMBH
K04157,Stuttgart,2021-01-27,B-01,70565,FRIEDRICH SCHARR KG
K04161,Marktrodach,2020-02-21,A-01,96364,FRIEDRICH JÖRG GMBH
K04162,Luckenwalde,2020-02-21,A-01,14943,KALIBRIX GMBH
K04167,Steinenbronn,2020-02-21,A-01,71144,TETRA TEC INSTRUMENTS GMBH
K04169,Pretzfeld,2020-01-25,B-01,91362,GEIGER GMBH
K04172,Weinstadt,2020-01-25,B-01,71373,HASERT GMBH
K04173,Schalksmühle,2020-01-25,B-01,58579,LINN-PUMPEN GMBH
K04176,Albstadt-Truchtelfingen,2020-01-25,B-01,72461,KARL KÜFNER GMBH & CO. KG
K04179,Sindelfingen,2021-05-21,B-01,71050,SCHNORR GMBH
K04180,Adelsheim,2020-01-25,B-01,74740,JOSEF SCHIMMEL GMBH & CO. KG
K04181,Bubsheim,2020-01-25,B-01,78585,HÄRING KG
K04182,Rinteln,2020-01-25,B-01,31737,HUBERT STÜKEN GMBH & CO. KG
K04183,Schiltach,2020-01-25,B-01,77757,GRIESHABER GMBH & CO. KG
K04184,Bietigheim-Bissingen,2020-01-25,B-01,74321,ELRINGKLINGER
K04185,Mannheim,2020-01-27,A-01,68055,HUTCHINSON GMBH
K04189,Leipheim,2020-10-16,B-01,89340,ARBEITSSCHUTZ-EXPRESS WIEDEMAN
K04195,Trappenkamp,2020-02-21,A-01,24610,POLY-KARTON GMBH
K04202,Esslingen,2020-02-21,A-01,73734,FIESSLER ELEKTRONIK GMBH & CO.
K04203,Hamburg,2020-01-25,B-01,22047,SMURFIT KAPPA SERVICE GMBH
K04209,Berlin,2021-11-25,B-01,12277,GENZ OHG
K04211,Bräunlingen,2020-02-21,A-01,78199,DYNACAST DEUTSCHLAND GMBH
K04213,Baden-Baden,2020-01-25,A-01,76534,SCHULZ-ELECTRONIC GMBH
K04219,Szekszárd,2020-02-19,B-01,HU-7100,MMG AUTÓALKATRÉSZ ÉS DOMO-
K04220,Schwaig,2022-03-01,B-01,90571,SUMITOMO (SHI) DEMAG PLASTICS MACHINERY GMBH
K04221,Korbach,2020-01-25,B-01,34497,CONTITECH SCHLAUCH GMBH
K04225,Aichi,2021-05-21,B-01,JP-4740011,FUJI INDUSTRIES CORPORATION
K04229,Schwabmünchen,2020-02-21,A-01,86830,J. N. EBERLE
K04232,Gosheim,2022-04-01,B-01,78559,TURNINGTEC GMBH
K04233,Schwäbisch Gmünd,2020-01-25,B-01,73508,ROSCHO ADOLF SCHOLZE GMBH & CO
K04236,Schramberg,2020-01-25,B-01,78713,HUGO KERN UND LIEBERS GMBH
K04237,Bad Berleburg,2021-11-29,B-01,57319,EJOT GMBH & CO. KG
K04244,Fulda,2022-01-19,B-01,36041,KGM KUGELFABRIK GMBH & CO. KG
K04249,Polch,2020-02-21,A-01,56751,PRI-MA-TECH
K04250,Wendelstein,2020-02-21,A-01,90530,C:MET GMBH/IBE
K04251,Hamburg,2020-01-25,B-01,20457,VELOX GMBH
K04253,Berlin,2020-02-21,A-01,12249,SANDVOSS PUMPEN-CENTER GMBH
K04254,Stahnsdorf,2020-02-21,A-01,14532,AHS ANLAGEN UND
K04255,Deckenpfronn,2020-01-25,A-01,75392,OMEGA ENGINEERING GMBH
K04256,Welzheim,2020-01-25,A-01,73642,LIPPOK & WOLF GMBH
K04257,Hamburg,2020-02-21,A-01,22041,RISCHE & HERFURTH GMBH
K04258,Renchen,2021-05-21,B-01,77871,ERDRICH UMFORMTECHIK GMBH
K04260,Großostheim,2020-08-17,A-01,63762,OFFICE DEPOT DEUTSCHLAND
K04263,Gilching,2020-02-21,A-01,82205,ELECTRONIC ASSEMBLY GMBH
K04266,Duisburg,2020-01-25,B-01,47051,BREMER & LEGUIL GMBH
K04267,Herrenberg,2020-02-21,A-01,71083,DF DRUCKLUFT-FACHHANDEL GMBH
K04271,Berlin,2020-01-25,A-01,12277,LTMEMORY GMBH
K04273,Dorset,2020-02-21,A-01,GB-DT5 2AD,EUROTUBES UK LTD
K04274,Oldenzaal,2021-12-08,B-01,NL-7575 AS,VERNAY EUROPA B.V.
K04275,Weinheim,2021-04-08,B-01,69465,FREUDENBERG FST GMBH
K04276,Schattdorf,2020-01-25,B-01,CH-6467,DÄTWYLER RUBBER
K04277,Weinstadt,2021-06-07,B-01,71384,KURT KAUFFMANN
K04278,Bretten,2020-01-25,B-01,75015,FELSS ROTAFORM GMBH
K04279,Engstingen,2020-11-02,A-01,72829,SCHWERDTLE-FEDERN GMBH
K04280,SCIONZIER-CEDEX,2020-01-25,B-01,FR-74953,BONIONI S.A
K04281,ZOLA PREDOSA,2020-01-25,B-01,IT-40069,GVS S.P.A
K04282,Schwielowsee,2020-02-21,A-01,14548,GAFATEC
K04284,Nürnberg,2020-02-21,A-01,90449,KOMAX KABELVERABEITUNGSYSTEME
K04286,Berlin,2020-01-25,A-01,12277,MÄRKISCHE BRÜCKMANN
K04288,Berlin,2020-02-21,A-01,12277,KMB
K04290,Mindelheim,2021-07-21,A-01,87719,CHARLOTTE BAUR
K04291,Bielefeld,2021-08-07,A-01,33649,BÖLLHOFF GMBH
K04292,Ceske Budejovice,2020-02-21,A-01,CZ-370 04,"ROBERT BOSCH, SPOL. S.R.O."
K04293,Kämpfelbach,2020-02-21,A-01,75236,DOLESCHEL GMBH
K04294,Neuhaus-Schierschnitz,2021-03-22,A-01,96524,FEDERAL-MOGUL IGNITION GMBH
K04295,Pleidelsheim,2020-02-21,A-01,74385,GMB KUNSTSTOFFTEILE GMBH
K04296,Okrisky,2020-02-21,A-01,CZ-67521,MANN + HUMMEL (CZ) S.R.O.
K04298,Frittlingen,2020-01-25,B-01,78665,WENZLER
K04299,Wiesau,2020-02-21,A-01,95676,WIESAUPLAST GMBH
K04300,Reutlingen,2020-02-21,A-01,72770,R.E.T.
K04301,Plüderhausen,2021-11-17,B-01,73655,MAYRHÖNES GMBH
K04305,Berlin,2020-02-21,A-01,14129,HEDA KG ZENTRALE
K04306,Kraftsdorf,2021-04-08,A-01,07586,BÖWE ELEKTRIK GMBH
K04308,Murten,2020-07-04,B-01,CH-3280,JOHNSON ELECTRIC
K04309,Elsau,2020-02-21,A-01,CH-8352,CERAMDIS GMBH
K04310,Bielefeld,2020-01-25,B-01,33605,METAFLUX TECHNO-SERVICE GMBH
K04313,Kerpen,2020-01-25,B-01,50170,A. SCHULMAN GMBH
K04314,Bayreuth,2020-02-21,A-01,95444,EBU UMFORMTECHNIK GMBH
K04315,Lüdenscheid,2020-02-21,A-01,58507,KIBA KIRSEBAUER GMBH
K04317,Solothurn,2020-12-16,A-01,CH-4502,GLUTZ AG
K04326,Villingen-Schwenningen,2020-01-25,B-01,78054,KARL SCHLENKER FEDERNFABRIK
K04327,Bad Laasphe,2022-04-01,A-01,57334,SCHAUMANN GMBH
K04328,Dauchingen,2020-01-25,B-01,78083,JOHS. FÖRDERER SÖHNE
K04329,Bretzfeld,2020-01-25,B-01,74626,PRÄZISIONSTEILE FRANZ SCHULZ
K04330,Eppishausen,2022-01-17,B-01,87745,TRICOR
K04331,Bollate,2020-01-25,B-01,IT 20021,SOLVAY SPECIALTY POLYMERS
K04332,Berlin,2021-08-10,A-01,13405,RIECK SEA AIR CARGO
K04333,Ottersweier,2020-01-25,B-01,77833,FRANZ SCHMIDT GMBH & CO. KG
K04337,Berlin,2020-01-25,B-01,10178,GASAG
K04338,Berlin,2020-01-25,B-01,12307,MATHIAS WIEK SCHORNSTEINFEGER
K04339,Zirndorf-Weinzierlein,2020-02-21,A-01,90513,RAINER MATTAUSCH GMBH
K04341,Eschborn,2020-01-25,B-01,65760,H. COSTENOBLE GMBH & CO. KG
K04345,Aspach,2020-02-21,A-01,71546,JUST PACK
K04346,Seevetal,2020-01-25,A-01,21218,DICHTELEMENTE ARCUS GMBH
K04347,Berlin,2020-02-21,A-01,13509,BBO DATENTECHNIK GMBH
K04349,"Austin, Texas",2020-02-21,A-01,US-78734,"360 TECHNOLOGIERS, INC."
K04354,Stuttgart,2020-01-25,B-01,70567,IPT INTERNATIONAL PLATING
K04358,Leverkusen,2020-01-25,B-01,51368,MOMENTIVE PERFORMANCE
K04360,Stahnsdorf,2020-02-21,A-01,14532,FRANK PITROWSKI
K04361,Muttens,2020-01-25,B-01,CH-4132,EUROSPED AG
K04363,Großbeeren,2020-01-25,B-01,14979,LAGERTECHNIK BERLIN
