purchase_no,amount_including_vat,amount,expected_receipt_date,location_code,order_date,quantity_invoiced,quantity_received,quantity,really_receipt_datetime,requested_receipt_date
DMR0000028,102.32,85.98,2021-05-11,A-01,2021-10-22,3,3,3,2021-01-11,2021-05-11
DMR0000020,189.27,159.05,2021-05-11,A-01,2021-01-10,5,5,5,2021-01-11,2021-05-11
01069570,105.33,88.51,2021-10-15,A-01,2021-10-09,23,23,23,2021-12-10,2021-10-15
HDE0H27003,2687.02,2258.0,2021-10-29,A-01,2021-09-09,200000,200000,200000,2021-10-27,2021-10-29
29201236,595.24,500.2,2021-10-13,A-01,2021-09-22,6100,6100,6100,2021-12-10,2021-10-13
DR01060001,2089.64,1756.0,2021-10-29,A-01,2021-10-09,213,213,213,2021-10-28,2021-10-29
00345677,1040.07,874.01,2021-10-29,Z-DIEHL,2021-01-10,5187,5187,5187,2021-10-28,2021-10-29
00345655,1040.07,874.01,2021-10-29,Z-DIEHL,2021-01-10,5187,5187,5187,2021-10-28,2021-10-29
19600065,2045.61,1719.0,2021-11-29,A-01,2021-04-10,150000,150000,150000,2021-11-23,2021-11-29
M0000009,271.68,228.3,2021-09-14,A-01,2021-09-14,1,1,1,2021-09-13,2021-09-14
KS00525765-1,353.19,296.8,2021-09-22,B-01,2021-08-09,228,228,228,2021-09-21,2021-09-22
HDE0H22013,10466.05,8795.0,2022-04-02,A-01,2021-09-13,0,10000,10000,2022-03-02,2022-04-02
BI00099120,2312.35,2312.35,2021-12-22,B-01,2021-09-13,2016,2016,2016,2021-12-21,2021-12-13
BI00099160,702.0,702.0,2022-12-01,B-01,2021-09-13,180,180,180,2022-12-01,2022-08-01
BI00100905,988.89,831.0,2021-11-19,B-01,2021-09-13,10000,10000,10000,2021-11-17,2021-11-19
HDE0H26001,903.1,758.91,2021-11-26,A-01,2021-09-13,3136,3136,3136,2021-11-30,2021-11-26
HDE0H39001,1262.59,1061.0,2021-05-11,A-01,2021-09-13,10000,10000,10000,2021-03-11,2021-05-11
HDE0H03447,272.27,228.8,2021-08-10,A-01,2021-09-13,800,800,800,2021-02-11,2021-08-10
HDE0H03449,272.27,228.8,2021-08-10,A-01,2021-09-13,800,800,800,2021-02-11,2021-08-10
HDE0H03450,272.28,228.8,2021-08-10,A-01,2021-09-13,800,800,800,2021-02-11,2021-08-10
HDE0H03451,378.8,318.32,2021-08-10,A-01,2021-09-13,1113,1113,1113,2021-02-11,2021-08-10
HDE0H03452,378.8,318.32,2021-08-10,A-01,2021-09-13,1113,1113,1113,2021-02-11,2021-08-10
HDE0H03453,54.11,45.47,2021-02-11,A-01,2021-09-13,159,159,159,2021-02-11,2021-08-10
HDE0H03454,322.64,271.13,2021-08-10,A-01,2021-09-13,948,948,948,2021-02-11,2021-08-10
HDE0H03455,322.65,271.13,2021-08-10,A-01,2021-09-13,948,948,948,2021-02-11,2021-08-10
BI00102200,2162.0,2162.0,2021-02-12,B-01,2021-09-13,10000,10000,10000,2021-02-12,2021-11-22
BI00102304,1401.95,1401.95,2022-03-01,B-01,2021-08-11,752,752,752,2021-12-13,2022-10-01
BI00102305,2861.04,2861.04,2021-12-15,B-01,2021-09-13,2400,2400,2400,2021-12-13,2021-11-15
BI00102328,3706.67,3706.67,2021-12-15,B-01,2021-09-13,1936,1936,1936,2021-12-13,2021-11-15
BI00106004,1500.0,1500.0,2022-04-02,B-01,2021-09-13,5000,5000,5000,2022-01-25,2021-12-13
BI00106006,900.0,900.0,2021-12-21,B-01,2021-09-13,5000,5000,5000,2021-12-16,2021-12-13
BI00190066,658.2,658.2,2021-11-25,B-01,2021-09-13,4000,4000,4000,2021-11-24,2021-11-25
BI00219006,3330.0,3330.0,2021-12-13,B-01,2021-09-13,30000,30000,30000,2021-12-14,2021-12-13
BI00224009,1153.5,1153.5,2021-12-15,B-01,2021-09-13,15000,15000,15000,2021-12-13,2021-11-15
BI00300017,25721.14,21614.4,2022-01-21,B-01,2021-09-13,0,1824,1824,2022-01-20,2022-03-01
BI00300806-1,1806.59,1688.4,2021-11-22,B-01,2021-09-13,2520,2520,2520,2022-01-27,2021-11-22
BI00300806-1,1806.59,1688.4,2022-01-28,B-01,2021-09-13,2520,2520,2520,2022-01-27,2022-01-28
BI00302001,2256.1,2256.1,2022-01-20,B-01,2021-12-20,4800,4800,4800,2022-01-24,2022-01-17
BI00302005,924.21,924.21,2021-12-15,B-01,2021-09-13,4200,4200,4200,2021-11-24,2021-10-15
BI00419018,24216.5,20350.0,2022-01-31,B-01,2021-09-13,11000,11000,11000,2022-01-18,2021-12-13
BI00449810,4837.35,4065.0,2021-12-15,B-01,2021-09-13,3000,3000,3000,2021-06-12,2021-09-12
BI00591098,2220.0,2220.0,2021-12-22,B-01,2021-09-13,6000,6000,6000,2021-12-21,2021-12-13
BI00591172,1982.0,1982.0,2021-02-12,B-01,2021-09-13,10000,10000,10000,2021-02-12,2021-11-22
BI00591173,2040.0,2040.0,2021-02-12,B-01,2021-09-13,10000,10000,10000,2021-02-12,2021-11-22
BI00611008,844.9,710.0,2021-10-11,B-01,2021-09-13,10000,10000,10000,2021-11-18,2021-05-11
BI00685800,838.95,705.0,2099-09-09,B-01,2021-09-13,5000,5000,5000,2021-08-11,2021-10-11
BI00703022,9329.6,7840.0,2021-12-22,B-01,2021-09-13,8000,8000,8000,2021-12-19,2021-11-15
BI00500113,8453.04,7900.04,2021-11-23,B-01,2021-09-13,277,277,277,2021-11-23,2021-12-11
BI00500837,5393.32,5040.49,2021-03-12,B-01,2021-09-13,203,203,203,2021-11-29,2021-12-11
BI00500113,12664.31,11835.8,2021-12-22,B-01,2021-05-02,415,415,415,2021-12-19,2021-12-11
BI00500837,11132.03,10403.77,2021-12-22,B-01,2021-09-13,419,419,419,2021-12-19,2021-12-11
HES0015501-1,4537.04,3812.64,2021-10-22,A-01,2021-07-14,50700,50700,50700,2021-10-20,2021-10-22
29200004,321.3,270.0,2021-09-20,A-01,2021-06-28,3000,3000,3000,2021-09-19,2021-09-20
05920406,2469.01,2074.8,2021-10-15,B-01,2021-10-09,5187,5187,5187,2021-10-17,2021-10-15
05920408,2469.01,2074.8,2021-10-15,B-01,2021-10-09,5187,5187,5187,2021-10-17,2021-10-15
DR90350013,124.95,105.0,2021-09-21,B-01,2021-09-14,1829,1829,1829,2021-09-20,2021-09-27
17200137,3845.29,3231.34,2021-10-27,A-01,2021-09-14,18022,18022,18022,2021-10-26,2021-08-10
KS00750003,5885.69,4945.96,2021-10-12,B-01,2021-09-17,2333,2333,2333,2021-08-12,2021-10-12
RB00402314,9662.8,8120.0,2021-12-17,B-01,2021-09-17,290,290,290,2021-12-19,2021-12-17
RB00311103,1893.29,1591.0,2021-12-17,B-01,2020-01-24,15000,15000,15000,2021-12-15,2021-12-17
M0000140,627.27,527.12,2021-09-24,B-01,2021-01-09,88,88,88,2021-09-22,2021-09-22
HDE0H03448,272.27,228.8,2021-10-26,A-01,2021-09-16,800,800,800,2021-02-11,2021-10-15
HDE0H03451,270.57,227.37,2021-10-26,A-01,2021-09-16,795,795,795,2021-02-11,2021-10-15
HDE0H03452,324.68,272.84,2021-10-15,A-01,2021-09-16,954,954,954,2021-02-11,2021-10-15
HDE0H03453,270.57,227.37,2021-08-10,A-01,2021-09-16,795,795,795,2021-02-11,2021-10-15
HDE0H03453,703.48,591.16,2021-10-26,A-01,2021-09-16,2067,2067,2067,2021-02-11,2021-10-15
HDE0H03454,699.06,587.44,2021-10-15,A-01,2021-09-16,2054,2054,2054,2021-02-11,2021-10-15
HDE0H03455,645.29,542.26,2021-10-15,A-01,2021-09-16,1896,1896,1896,2021-02-11,2021-10-15
HDE0H03456,806.6,677.82,2021-10-15,A-01,2021-09-16,2370,2370,2370,2021-02-11,2021-10-15
HDE0H03458,320.6,269.41,2021-10-15,A-01,2021-09-16,942,942,942,2021-02-11,2021-10-15
01550002,10125.59,8508.9,2021-09-22,B-01,2021-08-09,250,250,250,2021-09-20,2021-09-22
24000020,872.42,733.13,2021-10-15,B-01,2021-09-17,99,99,99,2021-10-13,2021-10-15
KU00024748-4,1656.48,1392.0,2021-10-20,A-01,2021-01-10,1856,1856,1856,2021-10-19,2021-10-20
RA00000180,243.47,204.6,2021-01-10,A-01,2021-08-20,300,300,300,2021-09-30,2021-01-10
05920403,1078.26,906.1,2021-10-15,B-01,2021-09-17,11050,11050,11050,2021-10-14,2021-10-15
00469846,3230.14,2714.4,2021-10-29,Z-DIEHL,2021-09-17,20800,20800,20800,2021-10-28,2021-10-29
KS00503705,3892.5,3892.5,2021-10-12,B-01,2021-09-17,2595,2595,2595,2021-12-12,2021-10-12
KS00526714,6359.36,5344.0,2021-03-12,B-01,2021-08-10,2000,2000,2000,2021-11-30,2021-03-12
22001642,341.84,287.26,2021-10-22,B-01,2021-09-24,3960,3960,3960,2021-11-21,2021-10-22
KS00525723-1,458.15,385.0,2021-08-10,B-01,2021-09-24,250,250,250,2021-07-10,2021-08-10
KS00520739-1,906.07,761.4,2021-12-10,B-01,2021-09-28,470,470,470,2021-07-10,2021-12-10
27601528,869.15,730.38,2021-10-25,A-01,2021-05-28,9870,9870,9870,2021-10-24,2021-10-15
KU00024748-5,11876.2,9980.0,2021-11-26,A-01,2021-09-20,2000,2000,2000,2021-11-25,2021-11-26
17000140,14569.03,12242.88,2021-12-13,B-01,2021-09-20,2808,2808,2808,2021-12-14,2021-12-13
17000140,14569.03,12242.88,2022-01-20,B-01,2021-09-20,2808,2808,2808,2022-01-26,2022-01-20
22000648,1785.0,1500.0,2022-10-01,B-01,2021-04-10,1500,1500,1500,2022-01-13,2022-10-01
22000648,1785.0,1500.0,2022-01-04,B-01,2021-09-20,0,0,1500,2022-01-13,2022-01-04
22000725,981.75,825.0,2021-10-12,B-01,2021-09-20,1100,1100,1100,2021-12-12,2021-10-12
22000725,892.5,750.0,2022-02-05,B-01,2021-09-20,0,0,1000,2021-12-12,2022-01-05
22000938,1219.75,1025.0,2021-11-23,B-01,2021-09-20,2500,2500,2500,2021-11-18,2021-01-11
22000924,508.99,427.72,2021-03-12,B-01,2021-09-20,10900,10900,10900,2021-11-21,2021-10-11
17200137,4168.33,3502.8,2021-11-22,A-01,2021-09-20,19536,19536,19536,2021-11-17,2021-10-22
DR00703042,7875.0,7875.0,2022-02-17,B-01,2021-10-21,17500,17500,17500,2022-01-25,2022-01-21
22001530,515.03,432.8,2021-10-15,B-01,2021-01-10,8,8,8,2021-11-10,2021-10-15
O3 1393582-4,53.5,50.0,2021-04-10,A-01,2021-09-20,1000,1000,1000,2021-03-10,2021-04-10
O3 4-1393565-4,20.22,18.9,2021-04-10,A-01,2021-09-20,1260,1260,1260,2021-03-10,2021-04-10
O3 1393583-6,12.84,12.0,2021-04-10,A-01,2021-09-20,100,100,100,2021-03-10,2021-04-10
24000005,5306.35,4459.12,2022-12-01,B-01,2021-11-24,3115,3115,3115,2022-11-01,2022-05-01
24000013,1164.42,978.5,2022-07-01,B-01,2021-11-24,5000,5000,5000,2022-01-24,2022-05-01
24000019,1062.48,892.84,2021-11-19,B-01,2021-02-07,2600,2600,2600,2021-11-16,2021-10-15
24000023,1785.0,1500.0,2022-01-28,B-01,2021-08-10,5000,5000,5000,2022-01-30,2022-01-28
24000016,566.15,475.76,2021-08-10,B-01,2021-09-29,5600,5600,5600,2021-11-10,2021-06-10
MV00491357,1561.28,1312.0,2022-01-14,B-01,2021-01-10,20000,20000,20000,2022-01-13,2022-01-14
MV00491412,5822.43,4892.8,2022-11-02,B-01,2021-05-11,11500,11500,32000,2022-01-19,2022-11-02
MV00491425,1436.21,1206.9,2022-04-02,B-01,2021-12-23,40500,40500,40500,2022-01-02,2022-04-02
24000047,81.04,68.1,2021-01-10,B-01,2021-09-24,1,1,1,2021-05-10,2021-01-10
MV00491619,17157.63,14418.18,2022-12-01,B-01,2021-11-17,8704,8704,8704,2022-10-01,2022-12-01
MV00491619,13589.38,11419.65,2021-08-12,B-01,2021-10-13,8704,8704,8704,2021-06-12,2021-08-12
MV00491619,17157.63,14418.18,2022-01-20,B-01,2021-11-25,8704,8704,8704,2022-01-19,2022-01-20
MV00491619,17157.63,14418.18,2022-04-02,B-01,2021-10-12,0,8704,8704,2022-02-02,2022-04-02
KP00A7C181,2842.91,2389.0,2022-01-25,A-01,2021-09-21,10000,10000,10000,2022-01-20,2022-11-01
GK00059100,714.0,600.0,2022-01-25,A-01,2022-11-01,1,1,1,2022-01-20,2022-11-01
GK00059100,297.5,250.0,2022-01-25,A-01,2022-11-01,1,1,1,2022-01-20,2022-11-01
UBI0000047,1419.08,1192.5,2021-10-20,B-01,2021-10-20,150,150,150,2021-10-28,2021-10-20
RB00403838,2641.8,2220.0,2021-01-11,B-01,2021-02-08,185,185,185,2021-10-27,2021-01-11
RB00402643,491.23,412.8,2021-01-12,B-01,2020-08-01,6000,6000,6000,2021-11-18,2021-01-12
M0000009,271.68,228.3,2021-09-23,A-01,2021-09-22,1,1,1,2021-09-22,2021-09-23
KS00525800-1,105.67,88.8,2021-08-10,B-01,2021-09-17,120,120,120,2021-05-10,2021-08-10
019600066,8925.0,7500.0,2021-10-29,A-01,2021-09-22,300000,300000,300000,2021-10-26,2021-10-29
KS00520733-1,181.48,152.5,2021-08-10,B-01,2021-08-10,250,250,250,2021-05-10,2021-08-10
HDE0H05003,3370.08,2832.0,2022-01-14,A-01,2021-09-22,20000,20000,20000,2022-12-01,2022-01-14
HDE0H39001,631.3,530.5,2021-03-12,A-01,2021-09-22,5000,5000,5000,2021-01-12,2021-03-12
KS00525736-1,534.64,449.28,2021-08-10,B-01,2021-09-22,312,312,312,2021-07-10,2021-06-10
17200125,3213.0,2700.0,2021-10-25,A-01,2021-09-22,20000,20000,20000,2021-10-24,2021-10-15
GK00059100,178.5,150.0,2021-10-25,A-01,2021-10-25,1,1,1,2021-10-24,2021-10-25
19899384,337.37,283.5,2022-01-14,A-01,2021-05-10,16200,16200,16200,2022-10-01,2022-01-14
28000652,2098.56,1763.5,2021-03-12,A-01,2021-09-23,63140,63140,63140,2021-02-12,2021-03-12
ZEMZUSCHLA,2917.56,2451.73,2021-03-12,A-01,2021-09-23,0,0,1,2021-02-12,2021-03-12
28001928,849.66,714.0,2021-11-19,A-01,2021-09-23,20000,20000,20000,2021-11-11,2021-05-11
M20020358,532.53,447.5,2021-01-11,B-01,2021-09-20,50,50,50,2021-10-28,2021-01-11
28035533,142.09,119.4,2021-05-11,A-01,2021-09-23,30000,30000,30000,2021-07-11,2021-05-11
TF00000003,1586.51,1333.2,2021-12-11,A-01,2021-09-23,132000,132000,132000,2021-11-14,2021-12-11
KS00520726-1,1345.89,1131.0,2021-10-13,B-01,2021-01-10,650,650,650,2021-12-10,2021-10-15
25000051,65.45,55.0,2021-10-15,A-01,2021-09-23,10000,10000,10000,2021-10-10,2021-10-15
O3 1498033-1,206.58,173.6,2021-11-19,A-01,2021-09-24,280,280,280,2021-12-22,2021-11-19
O3 1498033-1,929.63,781.2,2021-12-23,A-01,2021-09-24,1260,1260,1260,2021-12-22,2021-12-15
O3 1412600-3,125.96,105.85,2021-01-10,A-01,2021-09-23,1000,1000,1000,2021-11-10,2021-01-10
DR90550003,113.05,95.0,2021-01-10,B-01,2021-09-23,1752,1752,1752,2021-09-30,2021-01-10
00980107,127.45,107.1,2021-10-22,A-01,2021-09-24,1,1,1,2021-10-18,2021-10-22
05920105,4703.48,3952.5,2021-05-11,A-01,2021-09-24,125,125,125,2021-10-11,2021-05-11
11000061,12.1,10.17,2099-09-09,A-01,2021-09-24,400,400,400,2021-09-26,2021-08-10
19600145,4719.61,3966.06,2022-01-14,A-01,2021-09-28,99400,99400,99400,2022-01-13,2022-01-14
ZEMZUSCHLA,9035.53,7592.88,2022-01-14,A-01,2021-09-28,0,0,1,2022-01-13,2022-01-14
KS00520739-1,790.4,664.2,2021-12-10,B-01,2021-01-10,410,410,410,2021-07-10,2021-10-15
18000013,746.73,627.5,2021-01-10,A-01,2021-09-27,2500,2500,2500,2021-09-27,2021-01-10
WA00491441,2209.24,1856.5,2021-10-12,B-01,2021-10-15,5000,5000,5000,2021-06-12,2021-10-12
WA00491443,3733.74,3137.6,2021-10-12,B-01,2021-10-15,2000,2000,2000,2021-08-12,2021-10-12
M0000009,271.68,228.3,2021-09-28,A-01,2021-09-27,1,1,1,2021-09-27,2021-09-28
KS00520734-1,419.83,352.8,2021-10-27,B-01,2021-06-10,504,504,504,2021-07-10,2021-10-27
M20020001,2008.13,1687.5,2022-08-04,B-01,2021-10-22,250,250,250,2022-09-01,2021-05-11
KS00520734-1,333.2,280.0,2021-10-27,B-01,2021-06-10,400,400,400,2021-07-10,2021-10-27
KS00520734-1,381.51,320.6,2021-10-27,B-01,2021-06-10,458,458,458,2021-07-10,2021-10-27
M0000004,56.29,47.3,2021-04-10,B-PROD,2021-04-10,1,1,1,2021-05-10,2021-04-10
M0000001,506.2,425.38,2021-04-10,B-01,2021-04-10,1,1,1,2021-05-10,2021-04-10
PVP0405439,328.36,275.93,2022-01-24,A-01,2021-09-28,7130,7130,7130,2022-01-31,2021-11-19
PVP0405439,670.53,563.47,2022-01-28,A-01,2021-09-28,14560,14560,14560,2022-01-31,2021-11-19
PVP0405439,1271.06,1068.12,2022-01-28,A-01,2021-09-28,27600,27600,27600,2022-01-31,2021-11-26
PVP0405439,842.77,708.21,2022-02-02,A-01,2021-09-28,18300,18300,18300,2022-01-31,2021-03-12
PVP0405439,571.52,480.27,2022-04-02,A-01,2021-09-28,0,0,12410,2022-01-31,2021-10-12
PVP0405439,921.06,774.0,2022-11-02,A-01,2021-09-28,0,0,20000,2022-01-31,2021-12-17
PVP0405439,921.06,774.0,2022-02-18,A-01,2021-09-28,0,0,20000,2022-01-31,2022-07-01
KS00525769-1,110.08,92.5,2021-10-20,B-01,2021-09-29,125,125,125,2021-10-10,2021-10-20
KS90525008,124.95,105.0,2021-10-22,B-01,2021-08-10,530,530,530,2021-10-21,2021-10-22
KS90520709,136.85,115.0,2021-10-22,B-01,2021-08-10,500,500,500,2021-10-19,2021-10-22
RA00000740,1371.83,1152.8,2022-07-01,A-01,2021-11-10,88,88,88,2022-05-01,2021-10-25
RA00000740,1371.83,1152.8,2022-07-01,A-01,2021-12-20,88,88,88,2022-05-01,2022-03-01
RA00000750,467.67,393.0,2022-07-01,A-01,2021-11-10,30,30,30,2022-05-01,2021-10-25
RA00000750,467.67,393.0,2022-06-01,A-01,2021-12-20,30,30,30,2022-05-01,2022-03-01
22000652,161.53,135.74,2021-10-22,B-01,2021-09-29,5177,5177,5177,2021-10-20,2021-11-11
18200831,5414.2,5060.0,2021-11-26,A-01,2021-09-30,2000,2000,2000,2021-11-28,2021-11-26
18200833,4044.6,3780.0,2021-10-12,A-01,2021-09-30,1000,1000,1000,2021-09-12,2021-11-19
18200833,4044.6,3780.0,2021-10-12,A-01,2021-09-30,1000,1000,1000,2021-09-12,2021-03-12
39403559,45.48,42.5,2021-10-25,A-01,2021-09-27,500,500,500,2021-10-24,2021-10-25
O3 1-1393565-8,5.35,5.0,2021-10-25,A-01,2021-11-10,1000,1000,1000,2021-10-24,2021-10-25
O3 1393582-3,327.42,306.0,2021-10-25,A-01,2021-11-10,1800,1800,1800,2021-10-24,2021-10-25
O3 3-1393565-6,3.21,3.0,2021-10-25,A-01,2021-11-10,200,200,200,2021-10-24,2021-10-25
O3 4-1393565-1,3.37,3.15,2021-10-25,A-01,2021-11-10,210,210,210,2021-10-24,2021-10-25
18200833,4044.6,3780.0,2022-01-25,A-01,2021-09-30,1000,1000,1000,2022-01-24,2022-01-21
17200125,3213.0,2700.0,2021-10-20,A-01,2021-09-30,20000,20000,20000,2021-10-19,2021-10-20
HDE0004011,1637.44,1376.0,2021-12-17,A-01,2021-09-30,100,100,100,2021-12-15,2021-12-17
27602451,178.29,149.82,2099-09-09,A-01,2021-01-10,2270,2270,2270,2021-10-19,2021-10-15
M20020270,818.13,687.5,2021-11-10,B-01,2021-04-10,250,250,250,2021-10-10,2021-11-10
M20020354,4284.0,3600.0,2022-01-14,B-01,2021-10-20,500,500,500,2022-01-13,2022-01-14
KS90355002,113.05,95.0,2021-10-22,B-01,2021-08-10,500,500,500,2021-10-19,2021-10-22
KS90520741,136.85,115.0,2021-10-22,B-01,2021-08-10,504,504,504,2021-10-19,2021-10-22
KS90520714,136.85,115.0,2021-10-22,B-01,2021-08-10,504,504,504,2021-10-19,2021-10-22
22001644,342.72,288.0,2021-10-14,B-01,2021-07-10,10000,10000,10000,2021-10-13,2021-10-14
18200837,2284.45,2135.0,2021-10-12,A-01,2021-01-10,500,500,500,2021-09-12,2021-10-12
17200103,197.04,165.58,2099-09-09,A-01,2021-01-10,3,3,3,2021-05-10,2021-10-29
17200120,106.08,89.14,2021-12-11,A-01,2021-01-10,2000,2000,2000,2021-12-14,2021-12-11
17200120,1219.88,1025.11,2021-12-17,A-01,2021-01-10,23000,23000,23000,2021-12-14,2021-03-12
28000919,909.76,764.5,2021-03-11,B-01,2021-09-29,13900,13900,13900,2021-09-30,2021-03-11
M0000009,271.68,228.3,2021-05-10,A-01,2021-05-10,1,1,1,2021-04-10,2021-05-10
O3 1-1393583-0,67.41,63.0,2021-10-25,A-01,2021-11-10,1000,1000,1000,2021-10-31,2021-10-25
O3 2-1393565-2,10.7,10.0,2021-01-11,A-01,2021-10-18,2000,2000,2000,2021-10-31,2021-01-11
O3 4-1393565-3,3.37,3.15,2021-01-11,A-01,2021-10-18,210,210,210,2021-10-31,2021-01-11
O3 1-1393565-9,7.49,7.0,2021-01-11,A-01,2021-10-18,1400,1400,1400,2021-10-31,2021-01-11
17200110,547.4,460.0,2021-11-19,A-01,2021-10-22,213,213,213,2021-11-14,2021-11-19
01061585,891.95,749.54,2021-11-19,A-01,2021-09-24,59,59,59,2021-11-14,2021-11-19
HDE0H03446,164.39,138.14,2021-12-11,A-01,2021-04-10,483,483,483,2022-01-23,2021-12-11
HDE0H03446,109.58,92.09,2022-03-01,A-01,2021-10-20,322,322,322,2022-01-23,1753-01-01
HDE0H03449,272.28,228.8,2021-12-11,A-01,2021-04-10,800,800,800,2022-01-23,2021-12-11
HDE0H03450,435.63,366.08,2021-12-11,A-01,2021-04-10,1280,1280,1280,2022-01-23,2021-12-11
HDE0H03451,270.57,227.37,2021-12-13,A-01,2021-04-10,795,795,795,2022-01-23,2021-12-11
HDE0H03452,270.57,227.37,2021-12-11,A-01,2021-04-10,795,795,795,2022-01-23,2021-12-11
HDE0H03453,216.46,181.9,2021-12-11,A-01,2021-04-10,636,636,636,2022-01-23,2021-12-11
HDE0H03454,215.1,180.75,2021-12-11,A-01,2021-04-10,632,632,632,2022-01-23,2021-12-11
HDE0H03455,215.09,180.75,2021-12-11,A-01,2021-04-10,632,632,632,2022-01-23,2021-12-11
HDE0H03456,215.09,180.75,2021-12-11,A-01,2021-04-10,632,632,632,2022-01-23,2021-12-11
KP0064B314,133.86,125.1,2021-10-15,A-01,2021-07-10,417,417,417,2021-10-14,2021-10-14
KU00020294,1167.99,981.5,2021-11-26,B-01,2021-05-11,50,50,50,2021-11-23,2021-11-26
01062684,1674.15,1406.85,2021-03-12,A-01,2021-06-10,102,102,102,2021-01-12,2021-03-12
01061657,1626.35,1366.68,2021-03-12,A-01,2021-06-10,30,30,30,2021-01-12,2021-03-12
01077134,264.81,222.53,2021-03-12,A-01,2021-06-10,108,108,108,2021-01-12,2021-03-12
M0000140,627.27,527.12,2021-10-15,B-01,2021-09-29,88,88,88,2021-10-13,2021-10-20
UD00053005,89.49,75.2,2021-10-14,A-01,2021-06-10,20000,20000,20000,2021-10-13,2021-11-10
KP0063C100,1099.56,924.0,2021-10-21,A-01,2021-06-10,4200,4200,4200,2021-10-20,2021-10-14
HDE0H04002,919.28,772.5,2021-11-19,A-01,2021-06-10,15000,15000,15000,2021-11-17,2021-11-19
HDE0H04002,612.85,515.0,2021-11-25,A-01,2021-06-10,10000,10000,10000,2021-11-17,2021-01-12
HES0000006,18.33,15.4,2021-10-15,A-01,2021-06-10,4,4,4,2021-11-10,2021-10-15
HDE0H24001,1083.5,910.5,2022-01-28,A-01,2021-06-10,15000,15000,15000,2022-01-26,2022-01-28
HDE0H26001,903.1,758.91,2021-03-12,A-01,2021-06-10,3136,3136,3136,2021-06-12,2021-03-12
HDE0900204,365.57,307.2,2021-05-11,A-01,2021-06-10,6000,6000,6000,2021-03-11,2021-05-11
29201615,654.5,550.0,2021-05-11,B-01,2021-08-10,1100,1100,1100,2021-07-11,2021-05-11
DR90520255,113.05,95.0,2021-10-15,B-01,2021-01-10,1500,1500,1500,2021-10-19,2021-10-15
DR00516055,1104.93,928.51,2022-10-25,B-01,2021-10-15,960,960,960,2021-10-14,2021-10-25
37405596,7566.02,6358.0,2021-12-15,A-01,2021-08-10,220,220,220,2021-12-14,2022-01-28
M20020291,199.33,167.5,2099-09-09,B-01,2021-08-10,25,25,25,2021-10-11,2021-05-11
M20020342,1645.77,1383.0,2021-05-11,B-01,2021-05-11,100,100,100,2021-07-11,2021-05-11
TF00000009,878.71,738.41,2021-11-23,A-01,2021-08-10,400,400,400,2021-06-12,2021-12-11
TF00000010,944.66,793.83,2021-09-11,A-01,2021-08-10,581,581,581,2021-06-12,2021-05-11
TF00000011,97.16,81.65,2021-11-16,A-01,2021-08-10,360,360,360,2021-06-12,2021-05-11
M0000009,271.68,228.3,2021-12-10,A-01,2021-12-10,1,1,1,2021-11-10,2021-12-10
17000404,1175.16,987.53,2022-01-14,B-01,2021-11-10,3135,3135,3135,2022-01-13,2021-01-11
17000404,669.73,562.8,2022-01-18,B-01,2021-11-10,1680,1680,1680,2022-01-13,2022-01-15
22001547,202.2,169.92,2021-10-22,B-01,2021-11-10,3360,3360,3360,2021-10-17,2021-10-22
22001627,124.95,105.0,2021-10-22,B-01,2021-11-10,300,300,300,2021-10-17,2021-10-22
M20020077,1270.74,1067.85,2022-07-01,B-01,2021-12-11,250,250,250,2022-12-01,2022-07-01
MV00491619-1,1480.12,1243.8,2021-10-29,B-01,2021-08-10,8704,8704,8704,2021-10-26,2021-10-29
KP0064C004,113.05,95.0,2021-10-18,A-01,2021-11-10,2400,2400,2400,2021-10-17,2021-10-18
KP0064C005,113.05,95.0,2021-10-18,A-01,2021-11-10,4500,4500,4500,2021-10-17,2021-10-18
KP0064C006,113.05,95.0,2021-10-18,A-01,2021-11-10,4500,4500,4500,2021-10-17,2021-10-18
KP0064C007,113.05,95.0,2021-10-18,A-01,2021-11-10,6300,6300,6300,2021-10-17,2021-10-18
DR90326032,113.05,95.0,2021-10-22,B-01,2021-12-10,1670,1670,1670,2021-10-24,2021-10-22
DR90300034,103.71,87.15,2021-10-22,B-01,2021-12-10,1050,1050,1050,2021-10-21,2021-10-22
KS00525741-1,177.07,148.8,2021-10-27,B-01,2021-10-13,120,120,120,2021-10-26,2021-10-27
KS00520708-1,518.4,435.63,2021-10-27,B-01,2021-10-13,250,250,250,2021-10-26,2021-10-27
KS00525002-1,184.45,155.0,2021-10-27,B-01,2021-10-13,120,120,120,2021-10-26,2021-10-27
M0000002,271.68,228.3,2021-10-18,B-PROD,2021-10-18,1,1,1,2021-10-18,2021-10-18
KS00520711-1,949.7,798.07,2021-10-27,B-01,2021-10-13,458,458,458,2021-10-26,2021-10-27
KS00520711-1,1045.08,878.22,2021-10-27,B-01,2021-10-13,504,504,504,2021-10-26,2021-10-27
KS00520711-1,829.43,697.0,2021-10-27,B-01,2021-10-13,400,400,400,2021-10-26,2021-10-27
17200132,5139.73,4319.1,2021-10-11,A-01,2021-06-10,23995,23995,23995,2021-09-11,2021-10-11
HES0089400-2,3702.09,3111.0,2022-04-02,B-01,2021-08-10,0,610,610,2022-01-31,2021-05-11
