vendor_no,purchase_no,amount,location_code,order_date,qty_invoiced,qty_received,qty,receipt_date,requested_date
K04488,BI00685800,705.0,B-01,2021-09-13,5000,5000,5000,2021-08-11,2021-10-11
K04538,BI00703022,7840.0,B-01,2021-09-13,8000,8000,8000,2021-12-19,2021-11-15
K03665,BI00500113,7900.04,B-01,2021-09-13,277,277,277,2021-11-23,2021-12-11
K03665,BI00500837,5040.49,B-01,2021-09-13,203,203,203,2021-11-29,2021-12-11
K03665,BI00500113,11835.8,B-01,2021-05-02,415,415,415,2021-12-19,2021-12-11
K03665,BI00500837,10403.77,B-01,2021-09-13,419,419,419,2021-12-19,2021-12-11
K04720,HES0015501-1,3812.64,A-01,2021-07-14,50700,50700,50700,2021-10-20,2021-10-22
K04413,29200004,270.0,A-01,2021-06-28,3000,3000,3000,2021-09-19,2021-09-20
K04386,05920406,2074.8,B-01,2021-10-09,5187,5187,5187,2021-10-17,2021-10-15
K04386,05920408,2074.8,B-01,2021-10-09,5187,5187,5187,2021-10-17,2021-10-15
K03806,DR90350013,105.0,B-01,2021-09-14,1829,1829,1829,2021-09-20,2021-09-27
K00910,17200137,3231.34,A-01,2021-09-14,18022,18022,18022,2021-10-26,2021-08-10
K04614,KS00750003,4945.96,B-01,2021-09-17,2333,2333,2333,2021-08-12,2021-10-12
K04733,RB00402314,8120.0,B-01,2021-09-17,290,290,290,2021-12-19,2021-12-17
K04298,RB00311103,1591.0,B-01,2020-01-24,15000,15000,15000,2021-12-15,2021-12-17
K04109,M0000140,527.12,B-01,2021-01-09,88,88,88,2021-09-22,2021-09-22
K04152,HDE0H03448,228.8,A-01,2021-09-16,800,800,800,2021-02-11,2021-10-15
K04152,HDE0H03451,227.37,A-01,2021-09-16,795,795,795,2021-02-11,2021-10-15
K04152,HDE0H03452,272.84,A-01,2021-09-16,954,954,954,2021-02-11,2021-10-15
K04152,HDE0H03453,227.37,A-01,2021-09-16,795,795,795,2021-02-11,2021-10-15
K04152,HDE0H03453,591.16,A-01,2021-09-16,2067,2067,2067,2021-02-11,2021-10-15
K04152,HDE0H03454,587.44,A-01,2021-09-16,2054,2054,2054,2021-02-11,2021-10-15
K04152,HDE0H03455,542.26,A-01,2021-09-16,1896,1896,1896,2021-02-11,2021-10-15
K04152,HDE0H03456,677.82,A-01,2021-09-16,2370,2370,2370,2021-02-11,2021-10-15
K04152,HDE0H03458,269.41,A-01,2021-09-16,942,942,942,2021-02-11,2021-10-15
K02549,01550002,8508.9,B-01,2021-08-09,250,250,250,2021-09-20,2021-09-22
K00130,24000020,733.13,B-01,2021-09-17,99,99,99,2021-10-13,2021-10-15
K04386,KU00024748-4,1392.0,A-01,2021-01-10,1856,1856,1856,2021-10-19,2021-10-20
K04850,RA00000180,204.6,A-01,2021-08-20,300,300,300,2021-09-30,2021-01-10
K04386,05920403,906.1,B-01,2021-09-17,11050,11050,11050,2021-10-14,2021-10-15
K00074,00469846,2714.4,Z-DIEHL,2021-09-17,20800,20800,20800,2021-10-28,2021-10-29
K04477,KS00503705,3892.5,B-01,2021-09-17,2595,2595,2595,2021-12-12,2021-10-12
K02733,KS00526714,5344.0,B-01,2021-08-10,2000,2000,2000,2021-11-30,2021-03-12
K03909,22001642,287.26,B-01,2021-09-24,3960,3960,3960,2021-11-21,2021-10-22
K04413,KS00525723-1,385.0,B-01,2021-09-24,250,250,250,2021-07-10,2021-08-10
K04413,KS00520739-1,761.4,B-01,2021-09-28,470,470,470,2021-07-10,2021-12-10
K04386,27601528,730.38,A-01,2021-05-28,9870,9870,9870,2021-10-24,2021-10-15
K03822,KU00024748-5,9980.0,A-01,2021-09-20,2000,2000,2000,2021-11-25,2021-11-26
K02762,17000140,12242.88,B-01,2021-09-20,2808,2808,2808,2021-12-14,2021-12-13
K02762,17000140,12242.88,B-01,2021-09-20,2808,2808,2808,2022-01-26,2022-01-20
K02728,22000648,1500.0,B-01,2021-04-10,1500,1500,1500,2022-01-13,2022-10-01
K02728,22000648,1500.0,B-01,2021-09-20,0,0,1500,2022-01-13,2022-01-04
K02533,22000725,825.0,B-01,2021-09-20,1100,1100,1100,2021-12-12,2021-10-12
K02533,22000725,750.0,B-01,2021-09-20,0,0,1000,2021-12-12,2022-01-05
K03115,22000938,1025.0,B-01,2021-09-20,2500,2500,2500,2021-11-18,2021-01-11
K04457,22000924,427.72,B-01,2021-09-20,10900,10900,10900,2021-11-21,2021-10-11
K00910,17200137,3502.8,A-01,2021-09-20,19536,19536,19536,2021-11-17,2021-10-22
K04061,DR00703042,7875.0,B-01,2021-10-21,17500,17500,17500,2022-01-25,2022-01-21
K03495,22001530,432.8,B-01,2021-01-10,8,8,8,2021-11-10,2021-10-15
K00633,O3 1393582-4,50.0,A-01,2021-09-20,1000,1000,1000,2021-03-10,2021-04-10
K00633,O3 4-1393565-4,18.9,A-01,2021-09-20,1260,1260,1260,2021-03-10,2021-04-10
K00633,O3 1393583-6,12.0,A-01,2021-09-20,100,100,100,2021-03-10,2021-04-10
K03444,24000005,4459.12,B-01,2021-11-24,3115,3115,3115,2022-11-01,2022-05-01
K04838,24000013,978.5,B-01,2021-11-24,5000,5000,5000,2022-01-24,2022-05-01
K03442,24000019,892.84,B-01,2021-02-07,2600,2600,2600,2021-11-16,2021-10-15
K03127,24000023,1500.0,B-01,2021-08-10,5000,5000,5000,2022-01-30,2022-01-28
K04386,24000016,475.76,B-01,2021-09-29,5600,5600,5600,2021-11-10,2021-06-10
K04074,MV00491357,1312.0,B-01,2021-01-10,20000,20000,20000,2022-01-13,2022-01-14
K04329,MV00491412,4892.8,B-01,2021-05-11,11500,11500,32000,2022-01-19,2022-11-02
K02746,MV00491425,1206.9,B-01,2021-12-23,40500,40500,40500,2022-01-02,2022-04-02
K03494,24000047,68.1,B-01,2021-09-24,1,1,1,2021-05-10,2021-01-10
K04137,MV00491619,14418.18,B-01,2021-11-17,8704,8704,8704,2022-10-01,2022-12-01
K04137,MV00491619,11419.65,B-01,2021-10-13,8704,8704,8704,2021-06-12,2021-08-12
K04137,MV00491619,14418.18,B-01,2021-11-25,8704,8704,8704,2022-01-19,2022-01-20
K04137,MV00491619,14418.18,B-01,2021-10-12,0,8704,8704,2022-02-02,2022-04-02
K02734,KP00A7C181,2389.0,A-01,2021-09-21,10000,10000,10000,2022-01-20,2022-11-01
K02734,GK00059100,600.0,A-01,2022-11-01,1,1,1,2022-01-20,2022-11-01
K02734,GK00059100,250.0,A-01,2022-11-01,1,1,1,2022-01-20,2022-11-01
K04876,UBI0000047,1192.5,B-01,2021-10-20,150,150,150,2021-10-28,2021-10-20
K04733,RB00403838,2220.0,B-01,2021-02-08,185,185,185,2021-10-27,2021-01-11
K04127,RB00402643,412.8,B-01,2020-08-01,6000,6000,6000,2021-11-18,2021-01-12
K00875,M0000009,228.3,A-01,2021-09-22,1,1,1,2021-09-22,2021-09-23
K04607,KS00525800-1,88.8,B-01,2021-09-17,120,120,120,2021-05-10,2021-08-10
K04386,019600066,7500.0,A-01,2021-09-22,300000,300000,300000,2021-10-26,2021-10-29
K04607,KS00520733-1,152.5,B-01,2021-08-10,250,250,250,2021-05-10,2021-08-10
K03094,HDE0H05003,2832.0,A-01,2021-09-22,20000,20000,20000,2022-12-01,2022-01-14
K03447,HDE0H39001,530.5,A-01,2021-09-22,5000,5000,5000,2021-01-12,2021-03-12
K04413,KS00525736-1,449.28,B-01,2021-09-22,312,312,312,2021-07-10,2021-06-10
K04386,17200125,2700.0,A-01,2021-09-22,20000,20000,20000,2021-10-24,2021-10-15
K03571,GK00059100,150.0,A-01,2021-10-25,1,1,1,2021-10-24,2021-10-25
K00206,19899384,283.5,A-01,2021-05-10,16200,16200,16200,2022-10-01,2022-01-14
K00752,28000652,1763.5,A-01,2021-09-23,63140,63140,63140,2021-02-12,2021-03-12
K00752,ZEMZUSCHLA,2451.73,A-01,2021-09-23,0,0,1,2021-02-12,2021-03-12
K00168,28001928,714.0,A-01,2021-09-23,20000,20000,20000,2021-11-11,2021-05-11
K03517,M20020358,447.5,B-01,2021-09-20,50,50,50,2021-10-28,2021-01-11
K00168,28035533,119.4,A-01,2021-09-23,30000,30000,30000,2021-07-11,2021-05-11
K03252,TF00000003,1333.2,A-01,2021-09-23,132000,132000,132000,2021-11-14,2021-12-11
K04413,KS00520726-1,1131.0,B-01,2021-01-10,650,650,650,2021-12-10,2021-10-15
K01401,25000051,55.0,A-01,2021-09-23,10000,10000,10000,2021-10-10,2021-10-15
K04370,O3 1498033-1,173.6,A-01,2021-09-24,280,280,280,2021-12-22,2021-11-19
K04370,O3 1498033-1,781.2,A-01,2021-09-24,1260,1260,1260,2021-12-22,2021-12-15
K03252,O3 1412600-3,105.85,A-01,2021-09-23,1000,1000,1000,2021-11-10,2021-01-10
K03806,DR90550003,95.0,B-01,2021-09-23,1752,1752,1752,2021-09-30,2021-01-10
K00951,00980107,107.1,A-01,2021-09-24,1,1,1,2021-10-18,2021-10-22
K03088,05920105,3952.5,A-01,2021-09-24,125,125,125,2021-10-11,2021-05-11
K04260,11000061,10.17,A-01,2021-09-24,400,400,400,2021-09-26,2021-08-10
K00074,19600145,3966.06,A-01,2021-09-28,99400,99400,99400,2022-01-13,2022-01-14
K00074,ZEMZUSCHLA,7592.88,A-01,2021-09-28,0,0,1,2022-01-13,2022-01-14
K04413,KS00520739-1,664.2,B-01,2021-01-10,410,410,410,2021-07-10,2021-10-15
K00514,18000013,627.5,A-01,2021-09-27,2500,2500,2500,2021-09-27,2021-01-10
K04327,WA00491441,1856.5,B-01,2021-10-15,5000,5000,5000,2021-06-12,2021-10-12
K04329,WA00491443,3137.6,B-01,2021-10-15,2000,2000,2000,2021-08-12,2021-10-12
K00875,M0000009,228.3,A-01,2021-09-27,1,1,1,2021-09-27,2021-09-28
K04607,KS00520734-1,352.8,B-01,2021-06-10,504,504,504,2021-07-10,2021-10-27
K03350,M20020001,1687.5,B-01,2021-10-22,250,250,250,2022-09-01,2021-05-11
K04607,KS00520734-1,280.0,B-01,2021-06-10,400,400,400,2021-07-10,2021-10-27
K04607,KS00520734-1,320.6,B-01,2021-06-10,458,458,458,2021-07-10,2021-10-27
K00875,M0000004,47.3,B-PROD,2021-04-10,1,1,1,2021-05-10,2021-04-10
K00875,M0000001,425.38,B-01,2021-04-10,1,1,1,2021-05-10,2021-04-10
K04803,PVP0405439,275.93,A-01,2021-09-28,7130,7130,7130,2022-01-31,2021-11-19
K04803,PVP0405439,563.47,A-01,2021-09-28,14560,14560,14560,2022-01-31,2021-11-19
K04803,PVP0405439,1068.12,A-01,2021-09-28,27600,27600,27600,2022-01-31,2021-11-26
K04803,PVP0405439,708.21,A-01,2021-09-28,18300,18300,18300,2022-01-31,2021-03-12
K04803,PVP0405439,480.27,A-01,2021-09-28,0,0,12410,2022-01-31,2021-10-12
K04803,PVP0405439,774.0,A-01,2021-09-28,0,0,20000,2022-01-31,2021-12-17
K04803,PVP0405439,774.0,A-01,2021-09-28,0,0,20000,2022-01-31,2022-07-01
K04607,KS00525769-1,92.5,B-01,2021-09-29,125,125,125,2021-10-10,2021-10-20
K03806,KS90525008,105.0,B-01,2021-08-10,530,530,530,2021-10-21,2021-10-22
K03806,KS90520709,115.0,B-01,2021-08-10,500,500,500,2021-10-19,2021-10-22
K04805,RA00000740,1152.8,A-01,2021-11-10,88,88,88,2022-05-01,2021-10-25
K04805,RA00000740,1152.8,A-01,2021-12-20,88,88,88,2022-05-01,2022-03-01
K04805,RA00000750,393.0,A-01,2021-11-10,30,30,30,2022-05-01,2021-10-25
K04805,RA00000750,393.0,A-01,2021-12-20,30,30,30,2022-05-01,2022-03-01
K03010,22000652,135.74,B-01,2021-09-29,5177,5177,5177,2021-10-20,2021-11-11
K03665,18200831,5060.0,A-01,2021-09-30,2000,2000,2000,2021-11-28,2021-11-26
K03665,18200833,3780.0,A-01,2021-09-30,1000,1000,1000,2021-09-12,2021-11-19
K03665,18200833,3780.0,A-01,2021-09-30,1000,1000,1000,2021-09-12,2021-03-12
K00633,39403559,42.5,A-01,2021-09-27,500,500,500,2021-10-24,2021-10-25
K00633,O3 1-1393565-8,5.0,A-01,2021-11-10,1000,1000,1000,2021-10-24,2021-10-25
K00633,O3 1393582-3,306.0,A-01,2021-11-10,1800,1800,1800,2021-10-24,2021-10-25
K00633,O3 3-1393565-6,3.0,A-01,2021-11-10,200,200,200,2021-10-24,2021-10-25
K00633,O3 4-1393565-1,3.15,A-01,2021-11-10,210,210,210,2021-10-24,2021-10-25
K03665,18200833,3780.0,A-01,2021-09-30,1000,1000,1000,2022-01-24,2022-01-21
K04386,17200125,2700.0,A-01,2021-09-30,20000,20000,20000,2021-10-19,2021-10-20
K03475,HDE0004011,1376.0,A-01,2021-09-30,100,100,100,2021-12-15,2021-12-17
K03806,27602451,149.82,A-01,2021-01-10,2270,2270,2270,2021-10-19,2021-10-15
K01282,M20020270,687.5,B-01,2021-04-10,250,250,250,2021-10-10,2021-11-10
K04876,M20020354,3600.0,B-01,2021-10-20,500,500,500,2022-01-13,2022-01-14
K03806,KS90355002,95.0,B-01,2021-08-10,500,500,500,2021-10-19,2021-10-22
K03806,KS90520741,115.0,B-01,2021-08-10,504,504,504,2021-10-19,2021-10-22
K03806,KS90520714,115.0,B-01,2021-08-10,504,504,504,2021-10-19,2021-10-22
K03753,22001644,288.0,B-01,2021-07-10,10000,10000,10000,2021-10-13,2021-10-14
K03665,18200837,2135.0,A-01,2021-01-10,500,500,500,2021-09-12,2021-10-12
K00444,17200103,165.58,A-01,2021-01-10,3,3,3,2021-05-10,2021-10-29
K00168,17200120,89.14,A-01,2021-01-10,2000,2000,2000,2021-12-14,2021-12-11
K00168,17200120,1025.11,A-01,2021-01-10,23000,23000,23000,2021-12-14,2021-03-12
K04386,28000919,764.5,B-01,2021-09-29,13900,13900,13900,2021-09-30,2021-03-11
K00875,M0000009,228.3,A-01,2021-05-10,1,1,1,2021-04-10,2021-05-10
K00633,O3 1-1393583-0,63.0,A-01,2021-11-10,1000,1000,1000,2021-10-31,2021-10-25
K00633,O3 2-1393565-2,10.0,A-01,2021-10-18,2000,2000,2000,2021-10-31,2021-01-11
K00633,O3 4-1393565-3,3.15,A-01,2021-10-18,210,210,210,2021-10-31,2021-01-11
K00633,O3 1-1393565-9,7.0,A-01,2021-10-18,1400,1400,1400,2021-10-31,2021-01-11
K00130,17200110,460.0,A-01,2021-10-22,213,213,213,2021-11-14,2021-11-19
K00130,01061585,749.54,A-01,2021-09-24,59,59,59,2021-11-14,2021-11-19
K04152,HDE0H03446,138.14,A-01,2021-04-10,483,483,483,2022-01-23,2021-12-11
K04152,HDE0H03449,228.8,A-01,2021-04-10,800,800,800,2022-01-23,2021-12-11
K04152,HDE0H03450,366.08,A-01,2021-04-10,1280,1280,1280,2022-01-23,2021-12-11
K04152,HDE0H03451,227.37,A-01,2021-04-10,795,795,795,2022-01-23,2021-12-11
K04152,HDE0H03452,227.37,A-01,2021-04-10,795,795,795,2022-01-23,2021-12-11
K04152,HDE0H03453,181.9,A-01,2021-04-10,636,636,636,2022-01-23,2021-12-11
K04152,HDE0H03454,180.75,A-01,2021-04-10,632,632,632,2022-01-23,2021-12-11
K04152,HDE0H03455,180.75,A-01,2021-04-10,632,632,632,2022-01-23,2021-12-11
K04152,HDE0H03456,180.75,A-01,2021-04-10,632,632,632,2022-01-23,2021-12-11
K03230,KP0064B314,125.1,A-01,2021-07-10,417,417,417,2021-10-14,2021-10-14
K02651,KU00020294,981.5,B-01,2021-05-11,50,50,50,2021-11-23,2021-11-26
K00130,01062684,1406.85,A-01,2021-06-10,102,102,102,2021-01-12,2021-03-12
K00130,01061657,1366.68,A-01,2021-06-10,30,30,30,2021-01-12,2021-03-12
K00130,01077134,222.53,A-01,2021-06-10,108,108,108,2021-01-12,2021-03-12
K04109,M0000140,527.12,B-01,2021-09-29,88,88,88,2021-10-13,2021-10-20
K02791,UD00053005,75.2,A-01,2021-06-10,20000,20000,20000,2021-10-13,2021-11-10
K04413,KP0063C100,924.0,A-01,2021-06-10,4200,4200,4200,2021-10-20,2021-10-14
K02742,HDE0H04002,772.5,A-01,2021-06-10,15000,15000,15000,2021-11-17,2021-11-19
K02742,HDE0H04002,515.0,A-01,2021-06-10,10000,10000,10000,2021-11-17,2021-01-12
K01386,HES0000006,15.4,A-01,2021-06-10,4,4,4,2021-11-10,2021-10-15
K03094,HDE0H24001,910.5,A-01,2021-06-10,15000,15000,15000,2022-01-26,2022-01-28
K04152,HDE0H26001,758.91,A-01,2021-06-10,3136,3136,3136,2021-06-12,2021-03-12
K02517,HDE0900204,307.2,A-01,2021-06-10,6000,6000,6000,2021-03-11,2021-05-11
K04386,29201615,550.0,B-01,2021-08-10,1100,1100,1100,2021-07-11,2021-05-11
K03806,DR90520255,95.0,B-01,2021-01-10,1500,1500,1500,2021-10-19,2021-10-15
K04413,DR00516055,928.51,B-01,2021-10-15,960,960,960,2021-10-14,2021-10-25
K04791,37405596,6358.0,A-01,2021-08-10,220,220,220,2021-12-14,2022-01-28
K03390,M20020291,167.5,B-01,2021-08-10,25,25,25,2021-10-11,2021-05-11
K04876,M20020342,1383.0,B-01,2021-05-11,100,100,100,2021-07-11,2021-05-11
K03252,TF00000009,738.41,A-01,2021-08-10,400,400,400,2021-06-12,2021-12-11
K03252,TF00000010,793.83,A-01,2021-08-10,581,581,581,2021-06-12,2021-05-11
K03252,TF00000011,81.65,A-01,2021-08-10,360,360,360,2021-06-12,2021-05-11
K00875,M0000009,228.3,A-01,2021-12-10,1,1,1,2021-11-10,2021-12-10
K02786,17000404,987.53,B-01,2021-11-10,3135,3135,3135,2022-01-13,2021-01-11
K02786,17000404,562.8,B-01,2021-11-10,1680,1680,1680,2022-01-13,2022-01-15
K03909,22001547,169.92,B-01,2021-11-10,3360,3360,3360,2021-10-17,2021-10-22
K03909,22001627,105.0,B-01,2021-11-10,300,300,300,2021-10-17,2021-10-22
K03252,M20020077,1067.85,B-01,2021-12-11,250,250,250,2022-12-01,2022-07-01
K04682,MV00491619-1,1243.8,B-01,2021-08-10,8704,8704,8704,2021-10-26,2021-10-29
K03806,KP0064C004,95.0,A-01,2021-11-10,2400,2400,2400,2021-10-17,2021-10-18
K03806,KP0064C005,95.0,A-01,2021-11-10,4500,4500,4500,2021-10-17,2021-10-18
K03806,KP0064C006,95.0,A-01,2021-11-10,4500,4500,4500,2021-10-17,2021-10-18
K03806,KP0064C007,95.0,A-01,2021-11-10,6300,6300,6300,2021-10-17,2021-10-18
K03806,DR90326032,95.0,B-01,2021-12-10,1670,1670,1670,2021-10-24,2021-10-22
K03806,DR90300034,87.15,B-01,2021-12-10,1050,1050,1050,2021-10-21,2021-10-22
K04413,KS00525741-1,148.8,B-01,2021-10-13,120,120,120,2021-10-26,2021-10-27
K04413,KS00520708-1,435.63,B-01,2021-10-13,250,250,250,2021-10-26,2021-10-27
K04413,KS00525002-1,155.0,B-01,2021-10-13,120,120,120,2021-10-26,2021-10-27
K00875,M0000002,228.3,B-PROD,2021-10-18,1,1,1,2021-10-18,2021-10-18
K04413,KS00520711-1,798.07,B-01,2021-10-13,458,458,458,2021-10-26,2021-10-27
K04413,KS00520711-1,878.22,B-01,2021-10-13,504,504,504,2021-10-26,2021-10-27
K04413,KS00520711-1,697.0,B-01,2021-10-13,400,400,400,2021-10-26,2021-10-27
K04386,17200132,4319.1,A-01,2021-06-10,23995,23995,23995,2021-09-11,2021-10-11
K02651,HES0089400-2,3111.0,B-01,2021-08-10,0,610,610,2022-01-31,2021-05-11
K04876,M20020296,1260.0,B-01,2022-05-01,250,250,250,2022-05-01,2022-05-01
K03806,KU00122245,150.0,B-01,2021-10-15,4500,4500,4500,2021-10-24,2021-10-29
K00633,O3 4-1393565-4,3.15,A-01,2021-10-18,210,210,210,2021-10-31,2021-01-11
K00633,25000038,50.0,A-01,2021-10-25,10000,10000,10000,2021-10-31,2021-01-11
K03806,KS90525704,125.82,B-01,2021-08-10,1398,1398,1398,2021-10-21,2021-10-22
K03230,KU00034996,155.65,A-01,2021-05-07,371,371,371,2021-10-24,2021-10-25
K02549,01550090,19288.5,B-01,2021-07-10,500,500,500,2021-10-19,2021-10-21
K04330,40000026,942.0,B-01,2021-12-23,120,120,120,2022-01-13,2022-01-14
K04330,40000027,896.0,B-01,2021-12-23,160,160,160,2022-01-13,2022-01-14
K04134,HD00020008,364.67,B-01,2021-10-20,1090,1090,1090,2021-08-11,2021-10-11
K00130,HES0000125,712.8,A-01,2021-10-15,244,244,244,2021-11-15,2021-11-19
K99999,DR00020047,5349.82,B-01,2022-05-01,8872,8872,8872,2022-01-19,2022-05-01
K04610,DR00550001,2343.2,B-01,2021-12-11,1600,1600,1600,2021-11-14,2021-12-11
K03940,DR00106077,1153.23,B-01,2022-01-14,3250,3250,3250,2022-12-01,2022-01-14
K04374,KP0064B321,1650.0,A-01,2021-10-18,600,600,600,2021-02-11,2021-10-25
K04374,KP0064B323,1650.0,A-01,2021-10-18,600,600,600,2021-02-11,2021-10-25
K04279,MV00491617,679.14,B-01,2021-03-12,25200,25200,25200,2022-12-01,2022-01-14
K03909,22001469,116.4,B-01,2021-12-23,600,600,600,2022-01-18,2022-01-14
K04610,KS00525730,11787.75,B-01,2021-10-29,2740,2740,2740,2021-11-28,2021-11-26
K00875,M0000009,228.3,A-01,2021-10-18,1,1,1,2021-10-18,2021-10-19
K04250,02492660,940.0,A-01,2021-10-19,25,25,25,2021-07-11,2021-05-11
K04250,02492660,940.0,A-01,2021-10-19,25,25,25,2021-07-11,2021-05-11
K03806,90082936,93.0,A-01,2021-10-21,3100,3100,3100,2021-10-28,2021-10-29
K04386,38001565,1200.0,A-01,2021-10-21,20000,20000,20000,2021-04-11,2021-12-11
K04386,ZEMZUSCHLA,150.73,A-01,2021-10-21,0,0,1,2021-04-11,2021-12-11
K02814,17200145,1600.0,A-01,2021-10-21,25000,25000,25000,2021-11-17,2021-11-19
K04919,RA00000350,1410.0,A-01,2021-10-21,0,20000,20000,2022-01-23,2022-01-21
K04491,RA00000360,501.0,A-01,2021-10-21,30000,30000,30000,2021-11-25,2021-11-26
K04491,RA00000410,873.6,A-01,2021-10-21,28000,28000,28000,2021-11-25,2021-11-26
K03909,HDE0719189,403.78,A-01,2021-10-22,5200,5200,5200,2021-11-21,2021-12-11
K04660,HDE0H22021,9819.0,A-01,2021-10-22,0,0,10000,2020-09-28,2022-11-02
K04662,HDE0H47001,1387.6,A-01,2021-10-22,20000,20000,20000,2021-02-12,2021-03-12
K03252,DMR0000002,649.04,A-01,2021-10-22,138,138,138,2022-02-02,2021-11-26
K03252,DMR0000004,1934.0,A-01,2021-10-22,200000,200000,200000,2022-02-02,2021-11-26
K03252,DMR0000005,58.96,A-01,2021-10-22,8000,8000,8000,2022-02-02,2021-11-26
K03252,DMR0000005,35.38,A-01,2021-10-22,4800,4800,4800,2022-02-02,2021-11-26
K03252,DMR0000006,205.48,A-01,2021-10-22,22000,22000,22000,2022-02-02,2021-11-26
K03252,DMR0000008,2604.68,A-01,2021-10-22,52000,52000,52000,2022-02-02,2021-11-26
K03252,DMR0000009,153.3,A-01,2021-10-22,0,30000,30000,2022-02-02,2021-11-26
K03252,DMR0000010,408.8,A-01,2021-10-22,80000,80000,80000,2022-02-02,2021-11-26
K03252,DMR0000012,2731.2,A-01,2021-10-22,80000,80000,80000,2022-02-02,2021-11-26
K04386,HES0015500,1180.48,A-01,2021-08-09,50700,50700,50700,2021-11-21,2021-11-24
K04386,ZEMZUSCHLA,0.0,A-01,2021-11-24,0,0,1,2021-11-21,2021-11-24
K04127,RB00320067,750.0,B-01,2021-12-11,0,10000,10000,2021-12-22,2021-10-12
K04127,RB00301431,504.3,B-01,2021-12-11,0,4849,4849,2021-12-22,2021-10-12
K04127,RB00405695,90.0,B-01,2021-12-11,0,3000,3000,2021-12-22,2021-10-12
K04682,MV00491619-1,1243.8,B-01,2021-10-22,8704,8704,8704,2021-09-11,2021-12-11
K02742,90401323,1340.0,A-01,2021-09-29,10000,10000,10000,2021-06-12,2021-08-12
K00130,17200110,446.57,A-01,2021-10-26,194,194,194,2021-11-22,2021-11-26
K00130,17200110,453.77,A-01,2021-10-26,197,197,197,2021-12-19,2021-12-17
K00074,00345655,874.01,Z-DIEHL,2021-10-27,5187,5187,5187,2021-11-22,2021-11-24
K00074,00345677,874.01,Z-DIEHL,2021-10-27,5187,5187,5187,2021-11-22,2021-11-24
K00633,O3 1393582-4,50.0,A-01,2021-01-11,1000,1000,1000,2021-11-18,2021-11-15
K00633,25000040,50.0,A-01,2021-08-11,10000,10000,10000,2021-11-18,2021-11-15
K00633,90401324,100.0,A-01,2021-10-25,4000,4000,4000,2021-11-18,2021-11-15
K00633,O3 1-1393565-9,5.0,A-01,2021-01-11,1000,1000,1000,2021-11-18,2021-11-15
K00633,90401324,100.0,A-01,2021-10-29,4000,4000,4000,2021-11-18,2021-11-19
K03398,18201251,7639.68,A-01,2021-10-27,2076,2076,2076,2021-12-12,2022-07-01
K04803,PVP2003999,774.0,A-01,2021-10-27,20000,20000,20000,2021-02-12,2021-12-11
K04386,05920406,2074.8,B-01,2021-10-20,5187,5187,5187,2021-11-21,2021-11-24
K04386,05920408,2074.8,B-01,2021-10-20,5187,5187,5187,2021-11-21,2021-11-24
K04386,05920403,1705.6,B-01,2021-10-27,20800,20800,20800,2021-11-21,2021-11-24
K03447,HDE0430752,225.0,A-01,2021-10-28,5000,5000,5000,2022-01-19,2022-01-21
K04491,HDE0610275,639.0,A-01,2021-10-28,10000,10000,10000,2022-03-01,2022-07-01
K03447,HDE0H39001,530.5,A-01,2021-10-28,5000,5000,5000,2022-05-01,2022-07-01
K04152,HDE0H03444,230.23,A-01,2021-10-28,805,805,805,2022-01-30,2021-11-26
K04152,HDE0H03447,228.8,A-01,2021-10-28,800,800,800,2022-01-30,2021-11-26
K04152,HDE0H03448,366.08,A-01,2021-10-28,1280,1280,1280,2022-01-30,2021-11-26
K04152,HDE0H03450,228.8,A-01,2021-10-28,800,800,800,2022-01-30,2021-11-26
K04152,HDE0H03451,227.37,A-01,2021-10-28,795,795,795,2022-01-30,2021-11-26
K04152,HDE0H03455,180.75,A-01,2021-10-28,632,632,632,2022-01-30,2021-11-26
K04152,HDE0H03457,134.71,A-01,2021-10-28,471,471,471,2022-01-30,2021-11-26
K04152,HDE0H26001,758.91,A-01,2021-10-28,3136,3136,3136,2022-01-30,2022-01-28
K00943,KP0064B313,5008.1,A-01,2021-05-11,0,610,610,2022-03-02,2021-12-17
K00943,KP0064B313,3201.9,A-01,2021-11-11,390,390,390,2022-03-02,2021-12-17
K03806,DR90551012-1,165.3,B-01,2021-10-25,1740,1740,1740,2021-09-11,2021-08-11
K04607,KS00525770-1,412.12,B-01,2021-10-11,504,504,504,2021-11-30,2021-01-12
K04607,KS00525770-1,412.12,B-01,2021-10-22,504,504,504,2021-10-11,2021-12-11
K00875,M0000009,228.3,A-01,2021-02-11,1,1,1,2021-01-11,2021-02-11
K04386,17200125,2367.54,A-01,2021-10-20,16911,16911,16911,2021-11-21,2021-11-24
K04607,KS00525797-1,189.35,B-01,2021-10-29,252,252,252,2021-11-18,2021-11-19
K02747,HDE0611700,7820.0,A-01,2021-03-09,8,8,8,2021-11-14,2021-11-16
K00910,17200137,3484.34,A-01,2021-12-11,19433,19433,19433,2021-09-12,2021-10-12
K00910,17200137,1.79,A-01,2021-11-15,10,10,10,2021-09-12,2021-12-13
K04607,KS00520733-1,323.54,B-01,2021-11-17,480,480,480,2021-11-18,2021-11-17
K04413,KS00520726-1,438.48,B-01,2021-05-11,252,252,252,2021-11-18,2021-11-19
K03806,KS90750701,105.0,B-01,2021-10-29,1040,1040,1040,2021-08-11,2021-12-11
